B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDWI,NDVI,output1
0.053,0.0689,0.0833,0.0352,0.0259,0.0192,0.0161,0.0186,0.0169,0.0157,0.0105,0.0078,0.6349362,-0.30855018,1
0.053,0.072,0.0856,0.0358,0.0259,0.0192,0.0161,0.0179,0.0169,0.0157,0.0105,0.0078,0.6541063,-0.33333334,1
0.053,0.0741,0.0875,0.0375,0.0263,0.0182,0.0173,0.0166,0.0137,0.0157,0.009,0.0067,0.6810759,-0.38632166,1
0.053,0.0756,0.0893,0.0373,0.0263,0.0182,0.0173,0.0158,0.0137,0.0157,0.009,0.0067,0.69933397,-0.40489647,1
0.053,0.0785,0.0905,0.0379,0.0273,0.0166,0.0178,0.0174,0.0154,0.0157,0.0094,0.0057,0.67747915,-0.37070525,1
0.053,0.0761,0.0919,0.0419,0.0273,0.0166,0.0178,0.018,0.0154,0.0157,0.0094,0.0057,0.6724295,-0.39899835,1
0.0555,0.0746,0.0923,0.041,0.0317,0.016,0.0172,0.0152,0.013,0.0114,0.009,0.0072,0.7172093,-0.45907474,1
0.053,0.0682,0.0847,0.0355,0.0259,0.0192,0.0161,0.0176,0.0169,0.0157,0.0105,0.0078,0.655914,-0.33709982,1
0.053,0.0719,0.0841,0.0356,0.0259,0.0192,0.0161,0.0167,0.0169,0.0157,0.0105,0.0078,0.6686508,-0.36137667,1
0.053,0.0735,0.0896,0.0367,0.0263,0.0182,0.0173,0.0157,0.0137,0.0157,0.009,0.0067,0.70180434,-0.40076336,1
0.053,0.0745,0.0891,0.0398,0.0263,0.0182,0.0173,0.0155,0.0137,0.0157,0.009,0.0067,0.7036329,-0.43942133,1
0.053,0.0768,0.0893,0.0378,0.0273,0.0166,0.0178,0.0163,0.0154,0.0157,0.0094,0.0057,0.6912879,-0.39741218,1
0.053,0.0768,0.0894,0.0391,0.0273,0.0166,0.0178,0.0172,0.0154,0.0157,0.0094,0.0057,0.6772983,-0.38898754,1
0.0555,0.0739,0.0883,0.0396,0.0317,0.016,0.0172,0.0142,0.013,0.0114,0.009,0.0072,0.7229268,-0.47211894,1
0.041,0.0684,0.0801,0.0339,0.025,0.0195,0.0224,0.0157,0.0191,0.0545,0.01,0.0082,0.6722338,-0.3669355,1
0.053,0.0705,0.0846,0.035,0.0259,0.0165,0.0145,0.0166,0.0139,0.0157,0.0096,0.0069,0.67193675,-0.35658917,1
0.053,0.0714,0.085,0.0344,0.0259,0.0165,0.0145,0.0161,0.0139,0.0157,0.0096,0.0069,0.6815035,-0.36237624,1
0.053,0.0719,0.0891,0.0363,0.0262,0.0175,0.0164,0.0154,0.017,0.0157,0.0097,0.0063,0.7052632,-0.40425533,1
0.053,0.0725,0.09,0.0367,0.0262,0.0175,0.0164,0.0156,0.017,0.0157,0.0097,0.0063,0.7045455,-0.4034417,1
0.053,0.0753,0.0893,0.0388,0.0275,0.0159,0.018,0.0155,0.0174,0.0157,0.009,0.0055,0.7041985,-0.42909762,1
0.053,0.0743,0.0879,0.0379,0.0275,0.0159,0.018,0.0174,0.0174,0.0157,0.009,0.0055,0.66951567,-0.37070525,1
0.0555,0.0735,0.0862,0.0386,0.0318,0.0165,0.0183,0.0162,0.0137,0.0114,0.0077,0.007,0.68359375,-0.40875912,1
0.041,0.0703,0.0786,0.0352,0.025,0.0195,0.0224,0.0156,0.0191,0.0545,0.01,0.0082,0.6687898,-0.38582677,1
0.053,0.0703,0.0823,0.0342,0.0259,0.0165,0.0145,0.0153,0.0139,0.0157,0.0096,0.0069,0.6864754,-0.3818182,1
0.053,0.0703,0.0861,0.0342,0.0259,0.0165,0.0145,0.0151,0.0139,0.0157,0.0096,0.0069,0.701581,-0.38742393,1
0.053,0.0756,0.0887,0.0362,0.0262,0.0175,0.0164,0.0152,0.017,0.0157,0.0097,0.0063,0.70741093,-0.40856034,1
0.053,0.0738,0.0894,0.037,0.0262,0.0175,0.0164,0.0154,0.017,0.0157,0.0097,0.0063,0.7061069,-0.41221374,1
0.053,0.0741,0.0893,0.039,0.0275,0.0159,0.018,0.0155,0.0174,0.0157,0.009,0.0055,0.7041985,-0.43119267,1
0.053,0.0744,0.088,0.0379,0.0275,0.0159,0.018,0.0167,0.0174,0.0157,0.009,0.0055,0.6809933,-0.3882784,1
0.0555,0.072,0.0857,0.0412,0.0318,0.0165,0.0183,0.0173,0.0137,0.0114,0.0077,0.007,0.66407764,-0.408547,1
0.041,0.0682,0.0791,0.0336,0.0254,0.0174,0.0188,0.0151,0.0159,0.0545,0.0095,0.0061,0.6794055,-0.37987676,1
0.053,0.0716,0.0836,0.0349,0.0258,0.0163,0.0169,0.0147,0.0135,0.0157,0.0093,0.0052,0.7009156,-0.40725803,1
0.053,0.0707,0.0858,0.0343,0.0258,0.0163,0.0169,0.0149,0.0135,0.0157,0.0093,0.0052,0.7040715,-0.39430895,1
0.053,0.0731,0.0875,0.0358,0.0259,0.0175,0.0173,0.0152,0.017,0.0157,0.0096,0.0068,0.7039922,-0.40392154,1
0.053,0.0722,0.0863,0.0367,0.0259,0.0175,0.0173,0.015,0.017,0.0157,0.0096,0.0068,0.70385,-0.4197292,1
0.053,0.0733,0.0863,0.0377,0.0278,0.0155,0.0174,0.0157,0.0161,0.0157,0.0092,0.0063,0.69215685,-0.41198504,1
0.053,0.0716,0.0844,0.0365,0.0278,0.0155,0.0174,0.0158,0.0161,0.0157,0.0092,0.0063,0.68463075,-0.39579353,1
0.0555,0.0716,0.0844,0.0365,0.0312,0.0176,0.0181,0.0158,0.0122,0.0114,0.0072,0.0061,0.68463075,-0.39579353,1
0.041,0.0669,0.0798,0.0338,0.0254,0.0174,0.0188,0.0173,0.0159,0.0545,0.0095,0.0061,0.6436663,-0.32289624,1
0.041,0.0678,0.0805,0.0343,0.0254,0.0174,0.0188,0.0158,0.0159,0.0545,0.0095,0.0061,0.6718588,-0.3692615,1
0.053,0.0694,0.0839,0.0349,0.0258,0.0163,0.0169,0.0148,0.0135,0.0157,0.0093,0.0052,0.7001013,-0.40442654,1
0.053,0.0722,0.0852,0.0349,0.0258,0.0163,0.0169,0.0147,0.0135,0.0157,0.0093,0.0052,0.7057057,-0.40725803,1
0.053,0.0726,0.0866,0.0358,0.0259,0.0175,0.0173,0.0154,0.017,0.0157,0.0096,0.0068,0.69803923,-0.3984375,1
0.053,0.0731,0.0864,0.0362,0.0259,0.0175,0.0173,0.0151,0.017,0.0157,0.0096,0.0068,0.70246303,-0.41130605,1
0.053,0.0741,0.0864,0.038,0.0278,0.0155,0.0174,0.016,0.0161,0.0157,0.0092,0.0063,0.6875,-0.40740737,1
0.053,0.0743,0.0849,0.0371,0.0278,0.0155,0.0174,0.0154,0.0161,0.0157,0.0092,0.0063,0.6929212,-0.41333333,1
0.0555,0.0743,0.0849,0.0371,0.0312,0.0176,0.0181,0.0154,0.0122,0.0114,0.0072,0.0061,0.6929212,-0.41333333,1
0.0484,0.0666,0.0811,0.0328,0.0249,0.0177,0.0184,0.0159,0.0149,0.03,0.009,0.0056,0.6721649,-0.34702256,1
0.0484,0.07,0.0819,0.0318,0.0249,0.0177,0.0184,0.0155,0.0149,0.03,0.009,0.0056,0.68172485,-0.3446089,1
0.0547,0.0697,0.0842,0.0349,0.0253,0.0175,0.0182,0.0156,0.0134,0.0075,0.01,0.0054,0.6873748,-0.38217822,1
0.0547,0.0753,0.0856,0.036,0.0253,0.0175,0.0182,0.0155,0.0134,0.0075,0.01,0.0054,0.6933729,-0.39805824,1
0.0547,0.0725,0.0858,0.0357,0.0255,0.017,0.018,0.0162,0.0151,0.0075,0.0092,0.0063,0.68235296,-0.37572253,1
0.0547,0.0731,0.0875,0.0362,0.0255,0.017,0.018,0.0162,0.0151,0.0075,0.0092,0.0063,0.68756026,-0.3816794,1
0.0547,0.0725,0.0832,0.0382,0.0274,0.0159,0.0185,0.0162,0.0144,0.0075,0.0086,0.0071,0.67404425,-0.40441173,1
0.0547,0.0711,0.0841,0.038,0.0274,0.0159,0.0185,0.0151,0.0144,0.0075,0.0086,0.0071,0.6955645,-0.43126175,1
0.0579,0.0711,0.0841,0.038,0.0321,0.0172,0.0177,0.0151,0.0135,0.0154,0.0088,0.0069,0.6955645,-0.43126175,1
0.0484,0.0664,0.0775,0.0311,0.0238,0.0156,0.0151,0.0151,0.0131,0.03,0.0117,0.0051,0.6738661,-0.34632033,1
0.0484,0.0669,0.0811,0.0336,0.0249,0.0177,0.0184,0.0158,0.0149,0.03,0.009,0.0056,0.67389065,-0.3603239,1
0.0484,0.0689,0.0824,0.0346,0.0249,0.0177,0.0184,0.0157,0.0149,0.03,0.009,0.0056,0.67991847,-0.37574556,1
0.0547,0.0739,0.0843,0.0355,0.0253,0.0175,0.0182,0.016,0.0134,0.0075,0.01,0.0054,0.6809571,-0.37864077,1
0.0547,0.0714,0.0861,0.0361,0.0253,0.0175,0.0182,0.0161,0.0134,0.0075,0.01,0.0054,0.6849315,-0.38314176,1
0.0547,0.072,0.0868,0.0371,0.0255,0.017,0.018,0.0162,0.0151,0.0075,0.0092,0.0063,0.6854369,-0.39212003,1
0.0547,0.072,0.0875,0.0365,0.0255,0.017,0.018,0.0162,0.0151,0.0075,0.0092,0.0063,0.68756026,-0.38519922,1
0.0547,0.0726,0.0859,0.039,0.0274,0.0159,0.0185,0.0161,0.0144,0.0075,0.0086,0.0071,0.6843137,-0.415608,1
0.0547,0.0654,0.0808,0.0394,0.0274,0.0159,0.0185,0.0152,0.0144,0.0075,0.0086,0.0071,0.68333334,-0.44322345,1
0.0579,0.0654,0.0808,0.0394,0.0321,0.0172,0.0177,0.0152,0.0135,0.0154,0.0088,0.0069,0.68333334,-0.44322345,1
0.0484,0.0665,0.0793,0.0334,0.0243,0.0184,0.0207,0.0172,0.0164,0.03,0.0106,0.0073,0.64352334,-0.32015806,1
0.0484,0.067,0.0814,0.0353,0.0252,0.016,0.0179,0.016,0.014,0.03,0.0091,0.0072,0.6714579,-0.37621832,1
0.0484,0.0696,0.083,0.0359,0.0252,0.016,0.0179,0.0158,0.014,0.03,0.0091,0.0072,0.68016195,-0.38878146,1
0.0547,0.0741,0.0853,0.0361,0.0251,0.0171,0.0167,0.016,0.0137,0.0075,0.0094,0.0061,0.6841066,-0.38579652,1
0.0547,0.0714,0.0855,0.0361,0.0251,0.0171,0.0167,0.0162,0.0137,0.0075,0.0094,0.0061,0.6814159,-0.38049713,1
0.0547,0.072,0.0869,0.0371,0.0259,0.0162,0.0176,0.0162,0.0149,0.0075,0.009,0.0066,0.685742,-0.39212003,1
0.0547,0.0711,0.0869,0.0371,0.0259,0.0162,0.0176,0.0163,0.0149,0.0075,0.009,0.0066,0.68410856,-0.38951308,1
0.0547,0.0719,0.0836,0.039,0.027,0.0158,0.0176,0.0163,0.0147,0.0075,0.0087,0.0061,0.6736737,-0.41048825,1
0.0547,0.0692,0.0795,0.0384,0.027,0.0158,0.0176,0.0163,0.0147,0.0075,0.0087,0.0061,0.6597077,-0.40402195,1
0.0579,0.0692,0.0795,0.0384,0.0332,0.0159,0.0162,0.0163,0.0156,0.0154,0.0105,0.0064,0.6597077,-0.40402195,1
0.0484,0.0646,0.0791,0.0332,0.0243,0.0184,0.0207,0.0191,0.0164,0.03,0.0106,0.0073,0.610998,-0.26959848,1
0.0484,0.0681,0.0821,0.0346,0.0243,0.0184,0.0207,0.0177,0.0164,0.03,0.0106,0.0073,0.64529055,-0.32313576,1
0.0484,0.0694,0.0835,0.0354,0.0252,0.016,0.0179,0.016,0.014,0.03,0.0091,0.0072,0.67839193,-0.37743187,1
0.0484,0.072,0.0856,0.0348,0.0252,0.016,0.0179,0.016,0.014,0.03,0.0091,0.0072,0.68503934,-0.3700787,1
0.0547,0.0719,0.085,0.0368,0.0251,0.0171,0.0167,0.0162,0.0137,0.0075,0.0094,0.0061,0.6798419,-0.38867924,1
0.0547,0.0749,0.0875,0.0363,0.0251,0.0171,0.0167,0.0165,0.0137,0.0075,0.0094,0.0061,0.6826923,-0.375,1
0.0547,0.0735,0.0881,0.0357,0.0259,0.0162,0.0176,0.0156,0.0149,0.0075,0.009,0.0066,0.69913214,-0.3918129,1
0.0547,0.0709,0.0875,0.0385,0.0259,0.0162,0.0176,0.0157,0.0149,0.0075,0.009,0.0066,0.69573647,-0.42066422,1
0.0547,0.0693,0.0819,0.0369,0.027,0.0158,0.0176,0.0155,0.0147,0.0075,0.0087,0.0061,0.68172485,-0.40839693,1
0.0547,0.0693,0.0819,0.0369,0.027,0.0158,0.0176,0.0155,0.0147,0.0075,0.0087,0.0061,0.68172485,-0.40839693,1
0.0579,0.0726,0.0818,0.0375,0.0332,0.0159,0.0162,0.0159,0.0156,0.0154,0.0105,0.0064,0.6745138,-0.40449437,1
0.0484,0.0671,0.081,0.033,0.027,0.0187,0.0231,0.02,0.0156,0.03,0.0099,0.0085,0.6039604,-0.24528302,1
0.0484,0.0691,0.0838,0.0353,0.027,0.0187,0.0231,0.0173,0.0156,0.03,0.0099,0.0085,0.6577646,-0.34220535,1
0.0484,0.0682,0.0852,0.035,0.0254,0.0161,0.0174,0.0159,0.0139,0.03,0.0087,0.0075,0.6854599,-0.37524557,1
0.0484,0.0719,0.0852,0.0343,0.0254,0.0161,0.0174,0.0156,0.0139,0.03,0.0087,0.0075,0.6904762,-0.3747495,1
0.0547,0.0715,0.0868,0.0355,0.0259,0.0172,0.0169,0.0163,0.0141,0.0075,0.0091,0.0067,0.6838021,-0.37065637,1
0.0547,0.0745,0.0872,0.0368,0.0259,0.0172,0.0169,0.0162,0.0141,0.0075,0.0091,0.0067,0.6866538,-0.38867924,1
0.0547,0.0716,0.0864,0.0372,0.0265,0.0159,0.0174,0.0153,0.0142,0.0075,0.0089,0.0062,0.69911504,-0.41714287,1
0.0547,0.0732,0.0857,0.0383,0.0265,0.0159,0.0174,0.0152,0.0142,0.0075,0.0089,0.0062,0.6987116,-0.4317757,1
0.0547,0.0697,0.0825,0.0374,0.0272,0.0161,0.017,0.0141,0.0129,0.0075,0.008,0.0051,0.7080745,-0.45242718,1
0.0547,0.0697,0.0825,0.0374,0.0272,0.0161,0.017,0.0141,0.0129,0.0075,0.008,0.0051,0.7080745,-0.45242718,1
0.0579,0.072,0.0813,0.0394,0.0318,0.0175,0.0173,0.0151,0.0149,0.0154,0.0098,0.0072,0.686722,-0.44587156,1
0.0484,0.0664,0.083,0.0345,0.027,0.0187,0.0231,0.0191,0.0156,0.03,0.0099,0.0085,0.625857,-0.28731343,1
0.0484,0.0687,0.0831,0.0353,0.027,0.0187,0.0231,0.0162,0.0156,0.03,0.0099,0.0085,0.673716,-0.37087378,1
0.0484,0.0708,0.0868,0.0354,0.0254,0.0161,0.0174,0.0151,0.0139,0.03,0.0087,0.0075,0.703631,-0.4019802,1
0.0484,0.0739,0.0863,0.0353,0.0254,0.0161,0.0174,0.0157,0.0139,0.03,0.0087,0.0075,0.69215685,-0.38431376,1
0.0547,0.0746,0.0866,0.0361,0.0259,0.0172,0.0169,0.0164,0.0141,0.0075,0.0091,0.0067,0.68155336,-0.3752381,1
0.0547,0.0722,0.0866,0.0378,0.0259,0.0172,0.0169,0.0152,0.0141,0.0075,0.0091,0.0067,0.70137525,-0.4264151,1
0.0547,0.0724,0.0874,0.0374,0.0265,0.0159,0.0174,0.0155,0.0142,0.0075,0.0089,0.0062,0.6987366,-0.41398865,1
0.0547,0.0738,0.0855,0.038,0.0265,0.0159,0.0174,0.0154,0.0142,0.0075,0.0089,0.0062,0.69474727,-0.42322096,1
0.0547,0.0707,0.0837,0.0389,0.0272,0.0161,0.017,0.0145,0.0129,0.0075,0.008,0.0051,0.7046843,-0.45692885,1
0.0547,0.0707,0.0837,0.0389,0.0272,0.0161,0.017,0.0145,0.0129,0.0075,0.008,0.0051,0.7046843,-0.45692885,1
0.0579,0.0725,0.0826,0.0378,0.0318,0.0175,0.0173,0.0154,0.0149,0.0154,0.0098,0.0072,0.6857143,-0.42105263,1
0.0527,0.0681,0.0814,0.0353,0.0259,0.0135,0.0145,0.0172,0.0109,0.0136,0.0093,0.0079,0.6511156,-0.3447619,1
0.0527,0.0681,0.0814,0.0353,0.0268,0.0181,0.019,0.0172,0.0154,0.0136,0.0109,0.0074,0.6511156,-0.3447619,1
0.0527,0.0696,0.0844,0.0339,0.0268,0.0181,0.019,0.0147,0.0154,0.0136,0.0109,0.0074,0.70333,-0.39506173,1
0.0527,0.0733,0.0874,0.0359,0.0263,0.0168,0.018,0.0151,0.0142,0.0136,0.0084,0.0075,0.70536584,-0.40784314,1
0.0527,0.0724,0.0885,0.0359,0.0263,0.0168,0.018,0.0159,0.0142,0.0136,0.0084,0.0075,0.69540226,-0.38610038,1
0.0561,0.0727,0.0882,0.0366,0.0271,0.0168,0.0176,0.0158,0.0144,0.0048,0.0086,0.0065,0.6961539,-0.3969466,1
0.0561,0.0733,0.0879,0.0368,0.0271,0.0168,0.0176,0.0154,0.0144,0.0048,0.0086,0.0065,0.7018393,-0.4099617,1
0.0561,0.0736,0.0881,0.0371,0.0269,0.0159,0.017,0.0156,0.014,0.0048,0.0084,0.005,0.69913214,-0.40796962,1
0.0561,0.0713,0.0881,0.0359,0.0269,0.0159,0.017,0.0149,0.014,0.0048,0.0084,0.005,0.7106796,-0.41338584,1
0.0561,0.0707,0.0858,0.0389,0.0278,0.017,0.0162,0.0143,0.012,0.0048,0.0068,0.0046,0.71428573,-0.462406,1
0.0561,0.0707,0.0858,0.0389,0.0278,0.017,0.0162,0.0143,0.012,0.0048,0.0068,0.0046,0.71428573,-0.462406,1
0.0599,0.0749,0.0879,0.0388,0.0291,0.0187,0.0195,0.0159,0.0159,0.0214,0.011,0.0076,0.6936416,-0.41864714,1
0.0527,0.067,0.0813,0.0346,0.0259,0.0135,0.0145,0.0158,0.0109,0.0136,0.0093,0.0079,0.67456234,-0.3730159,1
0.0527,0.0694,0.0854,0.0336,0.0268,0.0181,0.019,0.0163,0.0154,0.0136,0.0109,0.0074,0.6794494,-0.34669337,1
0.0527,0.0704,0.0855,0.0336,0.0268,0.0181,0.019,0.0143,0.0154,0.0136,0.0109,0.0074,0.7134269,-0.40292275,1
0.0527,0.072,0.0843,0.0373,0.0263,0.0168,0.018,0.0146,0.0142,0.0136,0.0084,0.0075,0.70475227,-0.4373796,1
0.0527,0.0733,0.0868,0.0377,0.0263,0.0168,0.018,0.0154,0.0142,0.0136,0.0084,0.0075,0.69863015,-0.41996235,1
0.0561,0.0753,0.0885,0.0364,0.0271,0.0168,0.0176,0.0156,0.0144,0.0048,0.0086,0.0065,0.7002882,-0.40000004,1
0.0561,0.0745,0.0888,0.0363,0.0271,0.0168,0.0176,0.0156,0.0144,0.0048,0.0086,0.0065,0.7011494,-0.39884394,1
0.0561,0.0753,0.0893,0.0401,0.0269,0.0159,0.017,0.0156,0.014,0.0048,0.0084,0.005,0.7025739,-0.43985638,1
0.0561,0.0733,0.0874,0.036,0.0269,0.0159,0.017,0.015,0.014,0.0048,0.0084,0.005,0.70703125,-0.4117647,1
0.0561,0.0733,0.0874,0.036,0.0278,0.017,0.0162,0.015,0.012,0.0048,0.0068,0.0046,0.70703125,-0.4117647,1
0.0561,0.0745,0.0854,0.039,0.0278,0.017,0.0162,0.0155,0.012,0.0048,0.0068,0.0046,0.6927651,-0.43119267,1
0.0599,0.0774,0.0879,0.0376,0.0291,0.0187,0.0195,0.0172,0.0159,0.0214,0.011,0.0076,0.67269266,-0.37226275,1
0.0527,0.0702,0.0858,0.0342,0.0252,0.016,0.0191,0.0154,0.0174,0.0136,0.0093,0.0058,0.6956522,-0.37903228,1
0.0527,0.0702,0.0858,0.0342,0.0252,0.016,0.0191,0.0154,0.0174,0.0136,0.0093,0.0058,0.6956522,-0.37903228,1
0.0527,0.0705,0.0872,0.0344,0.0268,0.0184,0.0185,0.0163,0.0152,0.0136,0.0094,0.006,0.68502414,-0.357002,1
0.0527,0.0717,0.0849,0.0354,0.0268,0.0184,0.0185,0.0152,0.0152,0.0136,0.0094,0.006,0.69630367,-0.39920947,1
0.0527,0.0734,0.0868,0.0364,0.0268,0.0163,0.0181,0.0152,0.0153,0.0136,0.008,0.0064,0.7019608,-0.41085273,1
0.0527,0.0758,0.0888,0.0364,0.0268,0.0163,0.0181,0.016,0.0153,0.0136,0.008,0.0064,0.6946565,-0.38931298,1
0.0561,0.0756,0.0878,0.0379,0.0272,0.0154,0.0174,0.0156,0.0155,0.0048,0.0086,0.0059,0.69825923,-0.41682246,1
0.0561,0.0741,0.0892,0.0375,0.0272,0.0154,0.0174,0.0156,0.0155,0.0048,0.0086,0.0059,0.70229006,-0.4124294,1
0.0561,0.0725,0.0878,0.0379,0.028,0.0159,0.0159,0.0156,0.0147,0.0048,0.0085,0.006,0.69825923,-0.41682246,1
0.0561,0.0725,0.084,0.0372,0.028,0.0159,0.0159,0.0157,0.0147,0.0048,0.0085,0.006,0.6850552,-0.40642723,1
0.0561,0.0728,0.0852,0.0383,0.0283,0.0168,0.0172,0.0157,0.0132,0.0048,0.0093,0.0052,0.6888008,-0.41851854,1
0.0561,0.0707,0.086,0.0394,0.0283,0.0168,0.0172,0.0169,0.0132,0.0048,0.0093,0.0052,0.6715258,-0.3996448,1
0.0599,0.0756,0.0902,0.0379,0.0273,0.0174,0.0199,0.0177,0.0178,0.0214,0.0111,0.0075,0.67191845,-0.36330935,1
0.0527,0.0709,0.0855,0.0348,0.0252,0.016,0.0191,0.0151,0.0174,0.0136,0.0093,0.0058,0.6998012,-0.39478958,1
0.0527,0.0709,0.0855,0.0348,0.0252,0.016,0.0191,0.0151,0.0174,0.0136,0.0093,0.0058,0.6998012,-0.39478958,1
0.0527,0.0734,0.0871,0.0354,0.0268,0.0184,0.0185,0.0162,0.0152,0.0136,0.0094,0.006,0.6863504,-0.372093,1
0.0527,0.0741,0.0875,0.0379,0.0268,0.0184,0.0185,0.0166,0.0152,0.0136,0.0094,0.006,0.6810759,-0.39082572,1
0.0527,0.0733,0.0852,0.037,0.0268,0.0163,0.0181,0.0166,0.0153,0.0136,0.008,0.0064,0.6738703,-0.38059703,1
0.0527,0.0758,0.0885,0.0377,0.0268,0.0163,0.0181,0.0164,0.0153,0.0136,0.008,0.0064,0.68732125,-0.39371535,1
0.0561,0.0762,0.089,0.0393,0.0272,0.0154,0.0174,0.0156,0.0155,0.0048,0.0086,0.0059,0.70172083,-0.43169397,1
0.0561,0.0767,0.0898,0.0381,0.0272,0.0154,0.0174,0.0158,0.0155,0.0048,0.0086,0.0059,0.70075756,-0.41372916,1
0.0561,0.076,0.0888,0.0358,0.028,0.0159,0.0159,0.0157,0.0147,0.0048,0.0085,0.006,0.69952154,-0.39029127,1
0.0561,0.0731,0.0874,0.039,0.028,0.0159,0.0159,0.0155,0.0147,0.0048,0.0085,0.006,0.6987366,-0.43119267,1
0.0561,0.0731,0.0874,0.039,0.0283,0.0168,0.0172,0.0155,0.0132,0.0048,0.0093,0.0052,0.6987366,-0.43119267,1
0.0561,0.0722,0.0862,0.0385,0.0283,0.0168,0.0172,0.0166,0.0132,0.0048,0.0093,0.0052,0.6770428,-0.39745918,1
0.0599,0.0741,0.0885,0.0383,0.0273,0.0174,0.0199,0.0178,0.0178,0.0214,0.0111,0.0075,0.6650988,-0.3654189,1
0.0478,0.0711,0.0847,0.0348,0.0269,0.0198,0.0142,0.0146,0.0112,0.0354,0.0105,0.0055,0.7059416,-0.40890688,1
0.0527,0.073,0.085,0.0365,0.0246,0.0173,0.0187,0.0155,0.0162,0.0136,0.01,0.0071,0.69154227,-0.40384614,1
0.0527,0.073,0.085,0.0365,0.0246,0.0173,0.0187,0.0155,0.0162,0.0136,0.01,0.0071,0.69154227,-0.40384614,1
0.0527,0.0755,0.0878,0.0368,0.0261,0.0179,0.0157,0.0158,0.0131,0.0136,0.0095,0.0062,0.69498074,-0.39923957,1
0.0527,0.0759,0.0905,0.0377,0.0261,0.0179,0.0157,0.0161,0.0131,0.0136,0.0095,0.0062,0.6979362,-0.401487,1
0.0527,0.0749,0.0887,0.0371,0.026,0.0156,0.0184,0.0169,0.0137,0.0136,0.0086,0.0059,0.67992425,-0.37407407,1
0.0527,0.0723,0.0885,0.0381,0.026,0.0156,0.0184,0.016,0.0137,0.0136,0.0086,0.0059,0.6937799,-0.40850276,1
0.0561,0.0743,0.0883,0.0391,0.0258,0.0153,0.017,0.0156,0.015,0.0048,0.0085,0.0061,0.69971126,-0.4296161,1
0.0561,0.0746,0.0879,0.0372,0.0258,0.0153,0.017,0.0157,0.015,0.0048,0.0085,0.0061,0.6969112,-0.40642723,1
0.0561,0.0739,0.0869,0.0381,0.0269,0.0162,0.0159,0.0157,0.0139,0.0048,0.0089,0.0055,0.69395715,-0.4163569,1
0.0561,0.0733,0.0874,0.0385,0.0269,0.0162,0.0159,0.0156,0.0139,0.0048,0.0089,0.0055,0.69708735,-0.42329022,1
0.0561,0.0733,0.0874,0.0385,0.028,0.0164,0.0179,0.0156,0.0131,0.0048,0.0102,0.0061,0.69708735,-0.42329022,1
0.0561,0.0734,0.0893,0.0373,0.028,0.0164,0.0179,0.0165,0.0131,0.0048,0.0102,0.0061,0.68809074,-0.38661712,1
0.0599,0.0744,0.0894,0.0382,0.0265,0.0167,0.0175,0.018,0.016,0.0214,0.0094,0.007,0.66480446,-0.3594306,1
0.0478,0.0704,0.0849,0.0352,0.0269,0.0198,0.0142,0.0147,0.0112,0.0354,0.0105,0.0055,0.70481926,-0.41082165,1
0.0527,0.0704,0.0849,0.0352,0.0246,0.0173,0.0187,0.0147,0.0162,0.0136,0.01,0.0071,0.70481926,-0.41082165,1
0.0527,0.0695,0.0857,0.0355,0.0246,0.0173,0.0187,0.0146,0.0162,0.0136,0.01,0.0071,0.7088734,-0.41716567,1
0.0527,0.0722,0.0855,0.0367,0.0261,0.0179,0.0157,0.0147,0.0131,0.0136,0.0095,0.0062,0.70658684,-0.42801556,1
0.0527,0.0725,0.0865,0.0355,0.0261,0.0179,0.0157,0.015,0.0131,0.0136,0.0095,0.0062,0.7044335,-0.40594062,1
0.0527,0.0749,0.0885,0.0377,0.026,0.0156,0.0184,0.0165,0.0137,0.0136,0.0086,0.0059,0.6857143,-0.39114392,1
0.0527,0.0744,0.089,0.0383,0.026,0.0156,0.0184,0.0157,0.0137,0.0136,0.0086,0.0059,0.70009553,-0.41851854,1
0.0561,0.0748,0.0885,0.0385,0.0258,0.0153,0.017,0.0157,0.015,0.0048,0.0085,0.0061,0.69865644,-0.42066422,1
0.0561,0.0739,0.0874,0.0387,0.0258,0.0153,0.017,0.0157,0.015,0.0048,0.0085,0.0061,0.6954413,-0.42279413,1
0.0561,0.0775,0.0869,0.0383,0.0269,0.0162,0.0159,0.0157,0.0139,0.0048,0.0089,0.0055,0.69395715,-0.41851854,1
0.0561,0.0775,0.0869,0.0383,0.0269,0.0162,0.0159,0.0157,0.0139,0.0048,0.0089,0.0055,0.69395715,-0.41851854,1
0.0561,0.0758,0.0886,0.0368,0.028,0.0164,0.0179,0.0157,0.0131,0.0048,0.0102,0.0061,0.69894534,-0.4019048,1
0.0561,0.0763,0.0894,0.0372,0.028,0.0164,0.0179,0.0168,0.0131,0.0048,0.0102,0.0061,0.6836158,-0.37777779,1
0.0599,0.076,0.0886,0.0401,0.0265,0.0167,0.0175,0.0177,0.016,0.0214,0.0094,0.007,0.66698027,-0.38754326,1
0.0503,0.0695,0.0834,0.0366,0.0273,0.0182,0.0168,0.0149,0.0122,0.0363,0.0101,0.006,0.6968464,-0.42135924,1
0.0539,0.0695,0.0834,0.0366,0.0242,0.0171,0.0164,0.0149,0.0136,0.0074,0.0098,0.0065,0.6968464,-0.42135924,1
