B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDWI,NDVI,output1
0.0417,0.0398,0.0542,0.0482,0.0767,0.142,0.1505,0.199,0.1621,0.1591,0.1395,0.0837,-0.5718799,0.6100324,0
0.0417,0.0402,0.0522,0.0438,0.0767,0.142,0.1505,0.2136,0.1621,0.1591,0.1395,0.0837,-0.60722345,0.65967363,0
0.0417,0.0386,0.0516,0.0416,0.0753,0.1271,0.1613,0.1635,0.1745,0.1591,0.1402,0.0905,-0.52022314,0.5943442,0
0.0417,0.0495,0.0637,0.0604,0.0753,0.1271,0.1613,0.1734,0.1745,0.1591,0.1402,0.0905,-0.462674,0.48331907,0
0.0417,0.0364,0.055,0.0501,0.0729,0.145,0.1635,0.2197,0.1945,0.1591,0.1321,0.0766,-0.5995632,0.62861377,0
0.0282,0.0232,0.0368,0.031,0.0865,0.1597,0.1728,0.1269,0.1954,0.211,0.1623,0.0924,-0.55039704,0.6073464,0
0.0282,0.0201,0.0358,0.0246,0.0865,0.1597,0.1728,0.1198,0.1954,0.211,0.1623,0.0924,-0.53984576,0.65927976,0
0.0282,0.0212,0.0375,0.0299,0.0862,0.126,0.1563,0.1756,0.1845,0.211,0.1617,0.0917,-0.6480526,0.70900244,0
0.0282,0.0239,0.0422,0.0277,0.0862,0.126,0.1563,0.2159,0.1845,0.211,0.1617,0.0917,-0.672995,0.772578,0
0.0282,0.0239,0.0422,0.0277,0.0867,0.1563,0.1745,0.2159,0.1849,0.211,0.1495,0.0859,-0.672995,0.772578,0
0.0282,0.0216,0.0387,0.0257,0.0867,0.1563,0.1745,0.2278,0.1849,0.211,0.1495,0.0859,-0.7095685,0.79723865,0
0.0415,0.0264,0.0518,0.0303,0.0865,0.1917,0.2374,0.2531,0.2596,0.1723,0.1346,0.0688,-0.66021645,0.786168,0
0.0415,0.0314,0.0502,0.0307,0.0865,0.1917,0.2374,0.3039,0.2596,0.1723,0.1346,0.0688,-0.7164643,0.8164973,0
0.0415,0.0307,0.0471,0.032,0.0687,0.2008,0.2548,0.2919,0.2586,0.1723,0.1212,0.0586,-0.7221239,0.80240816,0
0.0415,0.0411,0.0591,0.0525,0.0687,0.2008,0.2548,0.1889,0.2586,0.1723,0.1212,0.0586,-0.5233871,0.5650373,0
0.0415,0.0593,0.0658,0.0684,0.0754,0.1203,0.1188,0.1316,0.1451,0.1723,0.1127,0.0834,-0.33333334,0.316,0
0.0415,0.0794,0.0993,0.1032,0.0754,0.1203,0.1188,0.1403,0.1451,0.1723,0.1127,0.0834,-0.17111856,0.1523614,0
0.0602,0.0733,0.0925,0.0937,0.0992,0.1029,0.1143,0.1481,0.1205,0.1439,0.1397,0.1232,-0.23108895,0.22497934,0
0.0602,0.0733,0.0925,0.0937,0.0992,0.1029,0.1143,0.1481,0.1205,0.1439,0.1397,0.1232,-0.23108895,0.22497934,0
0.0602,0.0799,0.1017,0.1068,0.1078,0.1105,0.1165,0.1383,0.1266,0.1439,0.1559,0.1358,-0.1525,0.12851898,0
0.0602,0.0693,0.0902,0.086,0.1078,0.1105,0.1165,0.1288,0.1266,0.1439,0.1559,0.1358,-0.17625573,0.19925512,0
0.0602,0.0835,0.0891,0.1019,0.1077,0.1107,0.1214,0.1039,0.1377,0.1439,0.1545,0.128,-0.07668392,0.009718193,0
0.0602,0.0776,0.0936,0.0976,0.1077,0.1107,0.1214,0.1367,0.1377,0.1439,0.1545,0.128,-0.18714723,0.16688009,0
0.0568,0.0689,0.0732,0.0829,0.1077,0.1107,0.1214,0.1124,0.1377,0.1887,0.1545,0.128,-0.2112069,0.15104966,0
0.0568,0.0785,0.1056,0.1114,0.1077,0.1107,0.1214,0.1775,0.1377,0.1887,0.1545,0.128,-0.25397384,0.22879888,0
0.0568,0.0615,0.082,0.0891,0.104,0.1556,0.1707,0.2386,0.1981,0.1887,0.1772,0.1335,-0.48845914,0.45620993,0
0.0568,0.055,0.0822,0.0807,0.104,0.1556,0.1707,0.2284,0.1981,0.1887,0.1772,0.1335,-0.47070187,0.47783887,0
0.0568,0.0703,0.0963,0.1092,0.1083,0.1671,0.1823,0.2199,0.1933,0.1887,0.1832,0.1392,-0.39089185,0.33637193,0
0.0568,0.0703,0.0963,0.1092,0.1083,0.1671,0.1823,0.2199,0.1933,0.1887,0.1832,0.1392,-0.39089185,0.33637193,0
0.0502,0.0785,0.0999,0.1034,0.1131,0.1314,0.1505,0.1899,0.1506,0.1943,0.1738,0.1464,-0.310559,0.29491988,0
0.0502,0.0832,0.0899,0.0933,0.1131,0.1314,0.1505,0.1886,0.1506,0.1943,0.1738,0.1464,-0.35439855,0.33806315,0
0.0502,0.0372,0.0542,0.0518,0.0945,0.1569,0.1742,0.1842,0.1834,0.1943,0.1522,0.1124,-0.54530203,0.5610169,0
0.0502,0.0374,0.059,0.0484,0.0945,0.1569,0.1742,0.2018,0.1834,0.1943,0.1522,0.1124,-0.547546,0.6131095,0
0.0502,0.034,0.0607,0.0445,0.0876,0.1561,0.1863,0.238,0.2025,0.1943,0.148,0.1,-0.59357214,0.6849558,0
0.0502,0.0357,0.0521,0.0489,0.0876,0.1561,0.1863,0.1788,0.2025,0.1943,0.148,0.1,-0.5487224,0.5704875,0
0.0647,0.0432,0.0607,0.0668,0.0843,0.1224,0.146,0.1692,0.1583,0.1946,0.1372,0.0985,-0.47194433,0.43389833,0
0.0647,0.0393,0.0535,0.0558,0.0843,0.1224,0.146,0.1581,0.1583,0.1946,0.1372,0.0985,-0.49432892,0.47826087,0
0.0647,0.0393,0.0535,0.0558,0.0909,0.114,0.1355,0.1581,0.157,0.1946,0.1423,0.1106,-0.49432892,0.47826087,0
0.0647,0.07,0.0832,0.0883,0.0909,0.114,0.1355,0.1423,0.157,0.1946,0.1423,0.1106,-0.26208425,0.23417172,0
0.0647,0.0836,0.1034,0.1056,0.0995,0.1546,0.181,0.1692,0.1796,0.1946,0.1569,0.1241,-0.24137932,0.23144107,0
0.0647,0.0438,0.0542,0.0523,0.0995,0.1546,0.181,0.1458,0.1796,0.1946,0.1569,0.1241,-0.45799997,0.47198385,0
0.0647,0.0575,0.0682,0.0753,0.0995,0.1546,0.181,0.1334,0.1796,0.1946,0.1569,0.1241,-0.3234127,0.27839002,0
0.0647,0.0561,0.0856,0.0848,0.0995,0.1546,0.181,0.2272,0.1796,0.1946,0.1569,0.1241,-0.45268542,0.45641026,0
0.0647,0.0468,0.0591,0.0566,0.1364,0.1771,0.1874,0.2082,0.1961,0.1946,0.1865,0.1662,-0.55780023,0.57250756,0
0.0647,0.0791,0.103,0.0996,0.1364,0.1771,0.1874,0.2412,0.1961,0.1946,0.1865,0.1662,-0.40151075,0.41549295,0
0.0647,0.1578,0.1956,0.2152,0.1988,0.2242,0.2548,0.2719,0.245,0.1946,0.2665,0.2468,-0.16320854,0.116403185,0
0.0647,0.1578,0.1956,0.2152,0.1988,0.2242,0.2548,0.2719,0.245,0.1946,0.2665,0.2468,-0.16320854,0.116403185,0
0.0751,0.1606,0.1926,0.219,0.1924,0.1994,0.2093,0.2588,0.1975,0.1839,0.2671,0.2372,-0.14665486,0.08329846,0
0.0751,0.149,0.15,0.1964,0.1924,0.1994,0.2093,0.1998,0.1975,0.1839,0.2671,0.2372,-0.14236705,0.008581519,0
0.0751,0.141,0.1452,0.1686,0.1456,0.1369,0.1399,0.1896,0.145,0.1839,0.2191,0.1875,-0.1326165,0.058626503,0
0.0751,0.0828,0.0877,0.0988,0.1456,0.1369,0.1399,0.1239,0.145,0.1839,0.2191,0.1875,-0.17107747,0.112707645,0
0.0751,0.0565,0.0708,0.0919,0.1075,0.1103,0.1267,0.1179,0.1381,0.1839,0.2111,0.1749,-0.24960254,0.123927556,0
0.0751,0.0711,0.0774,0.0886,0.1075,0.1103,0.1267,0.1392,0.1381,0.1839,0.2111,0.1749,-0.28531858,0.22212467,0
0.0614,0.0694,0.0814,0.0907,0.103,0.1394,0.1534,0.1448,0.1652,0.1724,0.2209,0.1866,-0.28028297,0.22972402,0
0.0614,0.0665,0.0888,0.0852,0.103,0.1394,0.1534,0.1849,0.1652,0.1724,0.2209,0.1866,-0.35111436,0.36912256,0
0.0614,0.0665,0.0888,0.0852,0.1286,0.2543,0.2871,0.1849,0.315,0.1724,0.2242,0.1643,-0.35111436,0.36912256,0
0.0614,0.0428,0.0813,0.0501,0.1286,0.2543,0.2871,0.3652,0.315,0.1724,0.2242,0.1643,-0.6358343,0.7587286,0
0.0614,0.0411,0.0818,0.0438,0.1168,0.2027,0.2551,0.445,0.262,0.1724,0.188,0.1333,-0.68944573,0.8207856,0
0.0614,0.0445,0.0789,0.0588,0.1168,0.2027,0.2551,0.3319,0.262,0.1724,0.188,0.1333,-0.6158715,0.6990018,0
0.0603,0.0377,0.058,0.0502,0.1168,0.2027,0.2551,0.1841,0.262,0.1669,0.188,0.1333,-0.5208592,0.5714896,0
0.0603,0.0374,0.0469,0.0419,0.1168,0.2027,0.2551,0.1327,0.262,0.1669,0.188,0.1333,-0.47772828,0.5200458,0
0.0603,0.0518,0.0723,0.075,0.0983,0.118,0.1191,0.1332,0.1562,0.1669,0.1745,0.1395,-0.29635036,0.2795389,0
0.0603,0.0501,0.0677,0.0743,0.0983,0.118,0.1191,0.1203,0.1562,0.1669,0.1745,0.1395,-0.27978724,0.23638234,0
0.0603,0.0659,0.0812,0.1038,0.1089,0.1175,0.1272,0.1614,0.1552,0.1669,0.195,0.1648,-0.33058533,0.21719459,0
0.0603,0.0659,0.0812,0.1038,0.1089,0.1175,0.1272,0.1614,0.1552,0.1669,0.195,0.1648,-0.33058533,0.21719459,0
0.0737,0.0705,0.0816,0.0944,0.0918,0.1001,0.1207,0.1573,0.1391,0.168,0.1924,0.1647,-0.31686896,0.24990064,0
0.0737,0.0528,0.0602,0.0697,0.0918,0.1001,0.1207,0.1101,0.1391,0.168,0.1924,0.1647,-0.29301235,0.22469409,0
0.0737,0.0773,0.0861,0.0987,0.119,0.1489,0.1564,0.1249,0.1557,0.168,0.1908,0.168,-0.18388626,0.11717351,0
0.0737,0.1058,0.1188,0.129,0.119,0.1489,0.1564,0.1884,0.1557,0.168,0.1908,0.168,-0.2265625,0.18714559,0
0.0737,0.0767,0.107,0.1096,0.1399,0.1538,0.1742,0.197,0.1832,0.168,0.2032,0.1727,-0.29605263,0.28506196,0
0.0737,0.0695,0.0943,0.1023,0.1399,0.1538,0.1742,0.161,0.1832,0.168,0.2032,0.1727,-0.26126125,0.2229396,0
0.0633,0.0833,0.0966,0.1006,0.1352,0.1647,0.1671,0.1502,0.177,0.2166,0.201,0.1607,-0.21717986,0.19776714,0
0.0633,0.0833,0.0991,0.1142,0.1352,0.1647,0.1671,0.212,0.177,0.2166,0.201,0.1607,-0.3629058,0.29981604,0
0.0633,0.0833,0.0991,0.1142,0.1198,0.1781,0.2042,0.212,0.2023,0.2166,0.1988,0.1449,-0.3629058,0.29981604,0
0.0633,0.0637,0.0844,0.0801,0.1198,0.1781,0.2042,0.1814,0.2023,0.2166,0.1988,0.1449,-0.36493605,0.3873805,0
0.0633,0.0608,0.0772,0.0814,0.1017,0.195,0.2194,0.2134,0.2275,0.2166,0.1738,0.1117,-0.46868548,0.4477612,0
0.0633,0.0655,0.0875,0.0908,0.1017,0.195,0.2194,0.2316,0.2275,0.2166,0.1738,0.1117,-0.45158258,0.43672454,0
0.0432,0.0413,0.062,0.0538,0.1017,0.195,0.2194,0.2715,0.2275,0.2077,0.1738,0.1117,-0.6281859,0.6692284,0
0.0432,0.0364,0.0532,0.0398,0.1017,0.195,0.2194,0.247,0.2275,0.2077,0.1738,0.1117,-0.6455696,0.72245467,0
0.0432,0.0273,0.0392,0.0317,0.0621,0.1425,0.1818,0.1659,0.2043,0.2077,0.1259,0.0689,-0.6177474,0.6791498,0
0.0432,0.027,0.0397,0.0286,0.0621,0.1425,0.1818,0.1651,0.2043,0.2077,0.1259,0.0689,-0.6123047,0.70469797,0
0.0432,0.0345,0.0619,0.0453,0.0642,0.1566,0.1793,0.2679,0.1821,0.2077,0.116,0.069,-0.624621,0.710728,0
0.0432,0.0345,0.0619,0.0453,0.0642,0.1566,0.1793,0.2679,0.1821,0.2077,0.116,0.069,-0.624621,0.710728,0
0.0515,0.0486,0.0719,0.0636,0.1004,0.1741,0.2024,0.3208,0.2371,0.2331,0.1663,0.1061,-0.63381714,0.6690947,0
0.0515,0.0462,0.0714,0.0559,0.1004,0.1741,0.2024,0.2259,0.2371,0.2331,0.1663,0.1061,-0.5196771,0.6032647,0
0.0515,0.0557,0.0736,0.0788,0.1166,0.2002,0.2268,0.2065,0.2314,0.2331,0.2027,0.1386,-0.4744734,0.447599,0
0.0515,0.0794,0.0974,0.1098,0.1166,0.2002,0.2268,0.2722,0.2314,0.2331,0.2027,0.1386,-0.4729437,0.42513087,0
0.0515,0.0779,0.1092,0.1162,0.151,0.2293,0.2437,0.2876,0.2642,0.2331,0.2614,0.1913,-0.4495968,0.42446756,0
0.0515,0.0827,0.1152,0.1198,0.151,0.2293,0.2437,0.2811,0.2642,0.2331,0.2614,0.1913,-0.41862226,0.40234473,0
0.0627,0.067,0.1012,0.1016,0.1447,0.2114,0.2281,0.2603,0.2479,0.131,0.2367,0.1753,-0.44011065,0.43851894,0
0.0627,0.0552,0.0781,0.0733,0.1447,0.2114,0.2281,0.2067,0.2479,0.131,0.2367,0.1753,-0.4515449,0.4764286,0
0.0627,0.0552,0.0781,0.0733,0.1535,0.1815,0.1917,0.2067,0.2027,0.131,0.1998,0.159,-0.4515449,0.4764286,0
0.0627,0.0601,0.0823,0.0955,0.1535,0.1815,0.1917,0.1914,0.2027,0.131,0.1998,0.159,-0.39861163,0.33426282,0
0.0627,0.1046,0.122,0.1292,0.1436,0.1569,0.1654,0.1782,0.1654,0.131,0.1794,0.1541,-0.18720853,0.15940146,0
0.0627,0.102,0.1212,0.1318,0.1436,0.1569,0.1654,0.1506,0.1654,0.131,0.1794,0.1541,-0.10816776,0.06657226,0
0.0627,0.1146,0.1324,0.1468,0.1436,0.1569,0.1654,0.1711,0.1654,0.131,0.1794,0.1541,-0.12751235,0.07643916,0
0.0627,0.0933,0.119,0.1294,0.1436,0.1569,0.1654,0.2076,0.1654,0.131,0.1794,0.1541,-0.27127984,0.23204747,0
0.0627,0.0576,0.0785,0.076,0.1472,0.1649,0.1721,0.2046,0.1793,0.131,0.1963,0.1611,-0.44542563,0.45830366,0
0.0627,0.046,0.0602,0.068,0.1472,0.1649,0.1721,0.1743,0.1793,0.131,0.1963,0.1611,-0.48656717,0.43871233,0
0.0627,0.0398,0.0546,0.0563,0.0859,0.1465,0.169,0.1605,0.1787,0.131,0.1636,0.1117,-0.49232915,0.48062733,0
0.0627,0.0398,0.0546,0.0563,0.0859,0.1465,0.169,0.1605,0.1787,0.131,0.1636,0.1117,-0.49232915,0.48062733,0
0.0417,0.0398,0.0603,0.0516,0.0767,0.142,0.1505,0.203,0.1621,0.1591,0.1395,0.0837,-0.54196733,0.59465826,0
0.0417,0.0423,0.0559,0.0485,0.0767,0.142,0.1505,0.1506,0.1621,0.1591,0.1395,0.0837,-0.45859563,0.5128076,0
0.0417,0.0544,0.0608,0.0599,0.0753,0.1271,0.1613,0.1167,0.1745,0.1591,0.1402,0.0905,-0.31492957,0.3216308,0
0.0417,0.0617,0.0803,0.08,0.0753,0.1271,0.1613,0.1537,0.1745,0.1591,0.1402,0.0905,-0.31367517,0.31536156,0
0.0417,0.0468,0.0689,0.0569,0.0729,0.145,0.1635,0.2213,0.1945,0.1591,0.1321,0.0766,-0.52515507,0.5909418,0
0.0282,0.0204,0.0301,0.0207,0.0681,0.1359,0.1435,0.1184,0.1768,0.211,0.1311,0.0778,-0.5946128,0.7023724,0
0.0282,0.0211,0.0328,0.0214,0.0681,0.1359,0.1435,0.1501,0.1768,0.211,0.1311,0.0778,-0.64133406,0.7504373,0
0.0282,0.023,0.0397,0.0263,0.0617,0.1457,0.18,0.2544,0.187,0.211,0.114,0.0586,-0.7300238,0.81261134,0
0.0282,0.0257,0.048,0.0289,0.0617,0.1457,0.18,0.313,0.187,0.211,0.114,0.0586,-0.734072,0.8309447,0
0.0282,0.0257,0.048,0.0289,0.0717,0.1923,0.2285,0.313,0.26,0.211,0.1245,0.0634,-0.734072,0.8309447,0
0.0282,0.0245,0.052,0.0302,0.0717,0.1923,0.2285,0.3117,0.26,0.211,0.1245,0.0634,-0.71405005,0.8233401,0
0.0415,0.0262,0.0488,0.0312,0.0811,0.2159,0.2404,0.2823,0.2744,0.1723,0.122,0.0633,-0.705225,0.80095696,0
0.0415,0.0288,0.0479,0.0307,0.0811,0.2159,0.2404,0.2579,0.2744,0.1723,0.122,0.0633,-0.68672335,0.7872488,0
0.0415,0.0374,0.0481,0.0441,0.0767,0.163,0.1929,0.2061,0.1927,0.1723,0.1189,0.0762,-0.62155783,0.647482,0
0.0415,0.0609,0.0738,0.0744,0.0767,0.163,0.1929,0.1275,0.1927,0.1723,0.1189,0.0762,-0.26676604,0.26300147,0
0.0415,0.0572,0.0763,0.0742,0.1088,0.1343,0.1307,0.154,0.1474,0.1723,0.1405,0.1201,-0.337386,0.34969327,0
0.0415,0.0886,0.1012,0.1252,0.1088,0.1343,0.1307,0.1779,0.1474,0.1723,0.1405,0.1201,-0.2748119,0.17387,0
0.0602,0.0708,0.0909,0.1005,0.1245,0.1417,0.1457,0.1299,0.1486,0.1439,0.169,0.1519,-0.17663042,0.12760413,0
0.0602,0.0708,0.0909,0.1005,0.1245,0.1417,0.1457,0.1299,0.1486,0.1439,0.169,0.1519,-0.17663042,0.12760413,0
0.0602,0.086,0.0902,0.1086,0.1161,0.1202,0.1303,0.119,0.1317,0.1439,0.1623,0.144,-0.13766731,0.04569422,0
0.0602,0.0642,0.0819,0.0885,0.1161,0.1202,0.1303,0.1349,0.1317,0.1439,0.1623,0.144,-0.24446495,0.20769921,0
0.0602,0.0696,0.0835,0.0927,0.117,0.1481,0.1625,0.1102,0.1563,0.1439,0.1705,0.1417,-0.13784204,0.08624941,0
0.0602,0.0641,0.083,0.0844,0.117,0.1481,0.1625,0.1228,0.1563,0.1439,0.1705,0.1417,-0.19339167,0.1853282,0
0.0568,0.072,0.0821,0.0926,0.117,0.1481,0.1625,0.1317,0.1563,0.1887,0.1705,0.1417,-0.23199251,0.17432007,0
0.0568,0.0637,0.0883,0.0867,0.117,0.1481,0.1625,0.2001,0.1563,0.1887,0.1705,0.1417,-0.38765606,0.3953975,0
0.0568,0.0433,0.0631,0.0588,0.1156,0.1528,0.173,0.2337,0.1653,0.1887,0.1741,0.1433,-0.57479787,0.59794873,0
0.0568,0.0423,0.0609,0.0599,0.1156,0.1528,0.173,0.1691,0.1653,0.1887,0.1741,0.1433,-0.47043478,0.4768559,0
0.0568,0.0423,0.0609,0.0599,0.0772,0.1185,0.1216,0.1691,0.1552,0.1887,0.1503,0.1115,-0.47043478,0.4768559,0
0.0568,0.0524,0.0769,0.0777,0.0772,0.1185,0.1216,0.1872,0.1552,0.1887,0.1503,0.1115,-0.41764483,0.41336355,0
0.0502,0.0608,0.0782,0.0831,0.0705,0.105,0.1145,0.163,0.1393,0.1943,0.1319,0.0963,-0.35157546,0.32466477,0
0.0502,0.0689,0.0937,0.0913,0.0705,0.105,0.1145,0.1331,0.1393,0.1943,0.1319,0.0963,-0.17372136,0.1862745,0
0.0502,0.0642,0.0836,0.0807,0.0754,0.1288,0.1429,0.1664,0.1356,0.1943,0.1237,0.0872,-0.3312,0.34682313,0
0.0502,0.0625,0.0798,0.0771,0.0754,0.1288,0.1429,0.1795,0.1356,0.1943,0.1237,0.0872,-0.38449672,0.3990647,0
0.0502,0.0298,0.0504,0.0392,0.0787,0.1365,0.1561,0.2059,0.1624,0.1943,0.1271,0.0882,-0.6067109,0.68013054,0
0.0502,0.0217,0.0361,0.0283,0.0787,0.1365,0.1561,0.1453,0.1624,0.1943,0.1271,0.0882,-0.60198456,0.6739631,0
0.0647,0.0279,0.0372,0.0321,0.0955,0.1597,0.1828,0.1089,0.1697,0.1946,0.1475,0.1036,-0.49075976,0.5446809,0
0.0647,0.0279,0.0372,0.0321,0.0955,0.1597,0.1828,0.1089,0.1697,0.1946,0.1475,0.1036,-0.49075976,0.5446809,0
0.0647,0.0503,0.0636,0.0639,0.115,0.1446,0.168,0.1188,0.1777,0.1946,0.1678,0.1377,-0.30263156,0.30049258,0
0.0647,0.0673,0.0746,0.0767,0.115,0.1446,0.168,0.1481,0.1777,0.1946,0.1678,0.1377,-0.3300404,0.31761566,0
0.0647,0.0716,0.0822,0.0886,0.1651,0.2273,0.2272,0.1579,0.2322,0.1946,0.2115,0.1727,-0.31528533,0.28113592,0
0.0647,0.0425,0.052,0.0543,0.1651,0.2273,0.2272,0.1496,0.2322,0.1946,0.2115,0.1727,-0.48412699,0.46738598,0
0.0647,0.1072,0.1464,0.1774,0.1651,0.2273,0.2272,0.3111,0.2322,0.1946,0.2115,0.1727,-0.35999998,0.27369502,0
0.0647,0.0984,0.113,0.1466,0.1651,0.2273,0.2272,0.2668,0.2322,0.1946,0.2115,0.1727,-0.40494996,0.29075956,0
0.0647,0.0927,0.1078,0.1104,0.1858,0.2243,0.2172,0.1879,0.2597,0.1946,0.2236,0.1885,-0.27088267,0.2598056,0
0.0647,0.0634,0.0879,0.0842,0.1858,0.2243,0.2172,0.2102,0.2597,0.1946,0.2236,0.1885,-0.41026503,0.42798913,0
0.0647,0.0634,0.0879,0.0842,0.1381,0.1957,0.2112,0.2102,0.235,0.1946,0.2254,0.1828,-0.41026503,0.42798913,0
0.0647,0.0738,0.0874,0.0978,0.1381,0.1957,0.2112,0.2497,0.235,0.1946,0.2254,0.1828,-0.48145953,0.4371223,0
0.0751,0.1054,0.1168,0.1406,0.1776,0.2487,0.244,0.2698,0.2427,0.1839,0.2493,0.2089,-0.39575788,0.31481484,0
0.0751,0.0988,0.1232,0.227,0.1776,0.2487,0.244,0.2235,0.2427,0.1839,0.2493,0.2089,-0.2892991,-0.007769145,0
0.0751,0.1582,0.1852,0.254,0.1799,0.188,0.1961,0.2668,0.2094,0.1839,0.2457,0.2071,-0.18053094,0.024577532,0
0.0751,0.1266,0.1506,0.162,0.1799,0.188,0.1961,0.1917,0.2094,0.1839,0.2457,0.2071,-0.1200701,0.08396946,0
0.0751,0.0547,0.0725,0.0855,0.1003,0.1206,0.1404,0.1202,0.1498,0.1839,0.2229,0.1808,-0.24753505,0.16869226,0
0.0751,0.0606,0.0747,0.0819,0.1003,0.1206,0.1404,0.1454,0.1498,0.1839,0.2229,0.1808,-0.32121766,0.2793665,0
0.0614,0.0711,0.0849,0.1004,0.1149,0.1576,0.1591,0.1551,0.1816,0.1724,0.2376,0.2009,-0.29250002,0.21409002,0
0.0614,0.059,0.0736,0.0808,0.1149,0.1576,0.1591,0.1675,0.1816,0.1724,0.2376,0.2009,-0.38946494,0.3491744,0
0.0614,0.059,0.0736,0.0808,0.1009,0.2387,0.2743,0.1675,0.2905,0.1724,0.1943,0.1413,-0.38946494,0.3491744,0
0.0614,0.0415,0.0658,0.0502,0.1009,0.2387,0.2743,0.2876,0.2905,0.1724,0.1943,0.1413,-0.6276174,0.7027827,0
0.0614,0.0396,0.0758,0.0403,0.0828,0.2209,0.2282,0.4138,0.2314,0.1724,0.1455,0.0955,-0.6903595,0.82250607,0
0.0614,0.0388,0.0702,0.0386,0.0828,0.2209,0.2282,0.3328,0.2314,0.1724,0.1455,0.0955,-0.6516129,0.79213786,0
0.0603,0.0316,0.0435,0.0363,0.0828,0.2209,0.2282,0.1885,0.2314,0.1669,0.1455,0.0955,-0.625,0.67704624,0
0.0603,0.0529,0.0646,0.0629,0.0828,0.2209,0.2282,0.1936,0.2314,0.1669,0.1455,0.0955,-0.49961272,0.50955164,0
0.0603,0.0861,0.1038,0.1168,0.1077,0.1257,0.1407,0.1855,0.1571,0.1669,0.1619,0.1379,-0.2824058,0.22725767,0
0.0603,0.0593,0.0648,0.0729,0.1077,0.1257,0.1407,0.1285,0.1571,0.1669,0.1619,0.1379,-0.32953957,0.27606755,0
0.0603,0.0622,0.0851,0.0891,0.0894,0.103,0.1126,0.1378,0.13,0.1669,0.1604,0.1353,-0.23642886,0.21463196,0
0.0603,0.0622,0.0851,0.0891,0.0894,0.103,0.1126,0.1378,0.13,0.1669,0.1604,0.1353,-0.23642886,0.21463196,0
0.0737,0.0506,0.0624,0.0658,0.0703,0.0892,0.1035,0.1086,0.1176,0.168,0.1608,0.135,-0.27017546,0.24541281,0
0.0737,0.0423,0.0523,0.0546,0.0703,0.0892,0.1035,0.0763,0.1176,0.168,0.1608,0.135,-0.18662523,0.16577542,0
0.0737,0.0592,0.0763,0.078,0.0919,0.1313,0.1285,0.1252,0.1542,0.168,0.1638,0.1305,-0.2426799,0.23228347,0
0.0737,0.0704,0.0883,0.0901,0.0919,0.1313,0.1285,0.1607,0.1542,0.168,0.1638,0.1305,-0.29076305,0.2814992,0
0.0737,0.0662,0.0793,0.085,0.1225,0.153,0.1811,0.1616,0.188,0.168,0.1921,0.1495,-0.3416355,0.31062448,0
0.0737,0.0603,0.0709,0.0793,0.1225,0.153,0.1811,0.1497,0.188,0.168,0.1921,0.1495,-0.35720763,0.30742356,0
0.0633,0.0767,0.0901,0.0993,0.1401,0.2096,0.2275,0.2071,0.2458,0.2166,0.2364,0.1699,-0.3936743,0.3518277,0
0.0633,0.0767,0.1054,0.1082,0.1401,0.2096,0.2275,0.2762,0.2458,0.2166,0.2364,0.1699,-0.44758907,0.43704474,0
0.0633,0.0767,0.1054,0.1082,0.1423,0.2172,0.2433,0.2762,0.275,0.2166,0.2541,0.1759,-0.44758907,0.43704474,0
0.0633,0.068,0.0949,0.0905,0.1423,0.2172,0.2433,0.2774,0.275,0.2166,0.2541,0.1759,-0.49019608,0.5080185,0
0.0633,0.0623,0.0863,0.0832,0.1169,0.2003,0.2335,0.2445,0.262,0.2166,0.2329,0.153,-0.4782346,0.4922185,0
0.0633,0.0576,0.0853,0.0835,0.1169,0.2003,0.2335,0.243,0.262,0.2166,0.2329,0.153,-0.48035336,0.48851457,0
0.0432,0.0477,0.0701,0.0647,0.1169,0.2003,0.2335,0.2522,0.262,0.2077,0.2329,0.153,-0.56500155,0.5916693,0
0.0432,0.0442,0.0692,0.0589,0.1169,0.2003,0.2335,0.2624,0.262,0.2077,0.2329,0.153,-0.5826297,0.63336444,0
0.0432,0.0442,0.0614,0.0642,0.112,0.1929,0.2239,0.2542,0.2533,0.2077,0.2011,0.1323,-0.61089987,0.5967337,0
0.0432,0.0508,0.072,0.0677,0.112,0.1929,0.2239,0.2597,0.2533,0.2077,0.2011,0.1323,-0.5658728,0.5864386,0
0.0432,0.0584,0.0852,0.0824,0.102,0.188,0.2131,0.2708,0.2279,0.2077,0.1812,0.1221,-0.5213483,0.5334088,0
0.0432,0.0584,0.0852,0.0824,0.102,0.188,0.2131,0.2708,0.2279,0.2077,0.1812,0.1221,-0.5213483,0.5334088,0
0.0515,0.0521,0.0736,0.0686,0.1175,0.1943,0.2134,0.243,0.2284,0.2331,0.2008,0.1331,-0.53506,0.5596919,0
0.0515,0.0539,0.0698,0.0681,0.1175,0.1943,0.2134,0.1992,0.2284,0.2331,0.2008,0.1331,-0.48104092,0.4904602,0
0.0515,0.0667,0.09,0.1019,0.1358,0.2217,0.2551,0.2458,0.2632,0.2331,0.2462,0.1732,-0.46396664,0.41386256,0
0.0515,0.0747,0.1056,0.1052,0.1358,0.2217,0.2551,0.2957,0.2632,0.2331,0.2462,0.1732,-0.47371045,0.47518086,0
0.0515,0.0759,0.106,0.1102,0.1603,0.242,0.262,0.2872,0.2816,0.2331,0.274,0.202,-0.4608342,0.44539505,0
