Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	quality_aot	quality_wvp	quality_cloud_confidence	quality_snow_confidence	quality_scene_classification	view_zenith_mean	view_azimuth_mean	sun_zenith	sun_azimuth	view_zenith_B1	view_azimuth_B1	view_zenith_B2	view_azimuth_B2	view_zenith_B3	view_azimuth_B3	view_zenith_B4	view_azimuth_B4	view_zenith_B5	view_azimuth_B5	view_zenith_B6	view_azimuth_B6	view_zenith_B7	view_azimuth_B7	view_zenith_B8	view_azimuth_B8	view_zenith_B8A	view_azimuth_B8A	view_zenith_B9	view_azimuth_B9	view_zenith_B10	view_azimuth_B10	view_zenith_B11	view_azimuth_B11	view_zenith_B12	view_azimuth_B12	tco3	tcwv	msl	NDWI	NDVI
194.5	8.5	78.1906130375935	29.978825462986933	0.052	0.0478	0.0594	0.044	0.0569	0.0413	0.0452	0.0248	0.0299	0.0561	0.0399	0.0298	0.092	1.265	NaN	NaN	6	6.884944	294.49924	50.1821	164.145	6.98657	298.685	6.77315	288.356	6.80177	290.736	6.83857	292.92	6.86253	294.089	6.88965	295.264	6.91948	296.424	6.78596	289.545	6.95245	297.585	7.02594	299.851	6.82537	292.206	6.88412	295.035	6.95872	297.794	21.60245	0.0055366037	101355.14	0.41092634	-0.27906975
187.5	9.5	78.18996786870876	29.9787332960034	0.0471	0.0456	0.0584	0.0389	0.0363	0.0205	0.0181	0.0258	0.0209	0.0857	0.0243	0.0165	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.606537	0.0055366857	101355.04	0.38717338	-0.20247293
188.5	9.5	78.1900600356923	29.9787332960034	0.0471	0.0453	0.0582	0.0382	0.0363	0.0205	0.0181	0.0225	0.0209	0.0857	0.0243	0.0165	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.605852	0.0055366713	101355.055	0.44237918	-0.25864905
189.5	9.5	78.19015220267583	29.9787332960034	0.0471	0.0453	0.0585	0.0366	0.0363	0.0205	0.0181	0.0246	0.0209	0.0857	0.0243	0.0165	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.605167	0.005536657	101355.07	0.40794224	-0.19607846
190.5	9.5	78.19024436965937	29.9787332960034	0.0471	0.0481	0.0601	0.0383	0.0354	0.0238	0.0266	0.0219	0.0163	0.0857	0.0184	0.0162	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.604483	0.0055366424	101355.086	0.46585366	-0.27242526
191.5	9.5	78.1903365366429	29.9787332960034	0.0471	0.0484	0.0603	0.0382	0.0354	0.0238	0.0266	0.0229	0.0163	0.0857	0.0184	0.0162	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.603796	0.0055366275	101355.1	0.44951922	-0.25040916
192.5	9.5	78.19042870362644	29.9787332960034	0.052	0.043	0.0589	0.0423	0.044	0.0221	0.0222	0.0179	0.0204	0.0561	0.0204	0.0148	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.603111	0.005536613	101355.12	0.5338542	-0.40531564
193.5	9.5	78.19052087060996	29.9787332960034	0.052	0.043	0.0589	0.0423	0.044	0.0221	0.0222	0.0179	0.0204	0.0561	0.0204	0.0148	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.603111	0.005536613	101355.12	0.5338542	-0.40531564
187.5	10.5	78.18996786870876	29.978641129019866	0.0471	0.0455	0.0569	0.039	0.0361	0.025	0.0221	0.0242	0.0223	0.0857	0.0206	0.0171	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.606514	0.0055366806	101355.02	0.4032059	-0.23417723
188.5	10.5	78.1900600356923	29.978641129019866	0.0471	0.0463	0.0581	0.0387	0.0361	0.025	0.0221	0.0216	0.0223	0.0857	0.0206	0.0171	0.092	1.265	NaN	NaN	6	6.503149	295.00412	50.1932	164.083	6.60979	299.423	6.38606	288.506	6.41589	291.028	6.45442	293.338	6.47955	294.575	6.508	295.816	6.53934	297.041	6.3994	289.767	6.57393	298.264	6.65118	300.65	6.44065	292.586	6.50221	295.575	6.58052	298.485	21.605827	0.005536666	101355.04	0.45796737	-0.28358206
