#defaultCSS=fill:#ff00aa; fill-opacity:0.5; stroke:#ffffff; stroke-opacity:1.0; stroke-width:1.0; symbol:cross
org.esa.snap.Geometry	geometry:Geometry	style_css:String
ID928a888bb71d	POLYGON ((77.93616485847878 29.797520907576555, 77.94122204327135 29.797520907576555, 77.94122204327135 29.792816922991666, 77.93616485847878 29.792816922991666, 77.93616485847878 29.797520907576555))	[null]
