,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
68,0.0878,0.0924,0.0996,0.111,0.1293,0.1286,0.1421,0.1324,0.1502,0.1603,0.192,0.1777,0.07476268,0.087921135,0.18372378,0
69,0.0878,0.1014,0.1078,0.1232,0.1342,0.1491,0.1537,0.1614,0.1641,0.1603,0.1902,0.1742,0.06550398,0.13422349,0.08191125,0
70,0.0879,0.071,0.0881,0.088,0.1036,0.1348,0.1474,0.1626,0.1548,0.1703,0.1573,0.1454,0.039912105,0.29768553,-0.01656768,0
71,0.0879,0.0747,0.0902,0.0999,0.1036,0.1348,0.1474,0.151,0.1548,0.1703,0.1573,0.1454,0.049595743,0.20366678,0.02043465,0
72,0.0879,0.0747,0.0902,0.0999,0.1036,0.1348,0.1474,0.151,0.1548,0.1703,0.1573,0.1454,0.049595743,0.20366678,0.02043465,0
73,0.0879,0.0756,0.0906,0.0926,0.12,0.1357,0.128,0.1338,0.1517,0.1703,0.1796,0.1629,0.06019722,0.18197878,0.14613912,0
74,0.0879,0.0848,0.1028,0.1154,0.12,0.1357,0.128,0.1444,0.1517,0.1703,0.1796,0.1629,0.061654758,0.11162432,0.108641975,0
75,0.0878,0.096,0.1214,0.1184,0.1438,0.156,0.1715,0.1736,0.1755,0.1558,0.2025,0.184,0.0540836,0.18904111,0.07684126,0
76,0.0878,0.0999,0.1246,0.1282,0.1438,0.156,0.1715,0.1613,0.1755,0.1558,0.2025,0.184,0.06433253,0.11433509,0.113249026,0
77,0.0878,0.0865,0.0975,0.1009,0.1215,0.1419,0.141,0.1393,0.1538,0.1558,0.1805,0.1724,0.065972246,0.15986678,0.1288305,0
78,0.0878,0.0855,0.0955,0.1028,0.1215,0.1419,0.141,0.1289,0.1538,0.1558,0.1805,0.1724,0.071117446,0.1126457,0.16677438,0
79,0.0878,0.0876,0.0965,0.1026,0.126,0.1381,0.14,0.1458,0.1514,0.1558,0.1719,0.1646,0.06314562,0.17391302,0.08215301,0
80,0.0878,0.0948,0.1162,0.1194,0.126,0.1381,0.14,0.1538,0.1514,0.1558,0.1719,0.1646,0.06445587,0.12591507,0.05557264,0
81,0.0878,0.0948,0.1162,0.1194,0.126,0.1381,0.14,0.1538,0.1514,0.1558,0.1719,0.1646,0.06445587,0.12591507,0.05557264,0
82,0.0883,0.111,0.1302,0.1382,0.1352,0.1456,0.1455,0.1678,0.1562,0.1569,0.1826,0.1719,0.0696979,0.09673201,0.04223748,0
83,0.0883,0.1052,0.1136,0.127,0.1352,0.1456,0.1455,0.1589,0.1562,0.1569,0.1826,0.1719,0.070050694,0.11157744,0.069399744,0
84,0.0883,0.0869,0.1022,0.1088,0.1275,0.141,0.1443,0.1493,0.1594,0.1569,0.188,0.1805,0.060564935,0.1569159,0.11473466,0
85,0.0878,0.0979,0.1086,0.1288,0.1293,0.1286,0.1421,0.1668,0.1502,0.1603,0.192,0.1777,0.059539877,0.1285521,0.0702341,0
86,0.0878,0.0916,0.1134,0.1238,0.1342,0.1491,0.1537,0.176,0.1641,0.1603,0.1902,0.1742,0.04910272,0.17411606,0.03877663,0
87,0.0879,0.0718,0.0832,0.0896,0.1036,0.1348,0.1474,0.1207,0.1548,0.1703,0.1573,0.1454,0.06459711,0.147884,0.13165465,0
88,0.0879,0.0718,0.0832,0.0896,0.1036,0.1348,0.1474,0.1207,0.1548,0.1703,0.1573,0.1454,0.06459711,0.147884,0.13165465,0
89,0.0879,0.0789,0.0853,0.0957,0.12,0.1357,0.128,0.1188,0.1517,0.1703,0.1796,0.1629,0.07150308,0.10769229,0.20375335,0
90,0.0879,0.0853,0.1017,0.115,0.12,0.1357,0.128,0.1462,0.1517,0.1703,0.1796,0.1629,0.061032057,0.11944869,0.102516875,0
91,0.0878,0.0792,0.105,0.1142,0.1438,0.156,0.1715,0.1964,0.1755,0.1558,0.2025,0.184,0.027245238,0.26464906,0.01529205,0
92,0.0878,0.1176,0.1258,0.1426,0.1438,0.156,0.1715,0.2018,0.1755,0.1558,0.2025,0.184,0.05560562,0.17189315,0.00173138,0
93,0.0878,0.1034,0.1236,0.1258,0.1215,0.1419,0.141,0.166,0.1538,0.1558,0.1805,0.1724,0.06450428,0.13776559,0.04184706,0
94,0.0878,0.096,0.1096,0.1184,0.1215,0.1419,0.141,0.1543,0.1538,0.1558,0.1805,0.1724,0.065152146,0.13164651,0.07825566,0
95,0.0878,0.0836,0.1082,0.1116,0.126,0.1381,0.14,0.1462,0.1514,0.1558,0.1719,0.1646,0.05963942,0.13421258,0.08079221,0
96,0.0878,0.0893,0.1032,0.1182,0.126,0.1381,0.14,0.1433,0.1514,0.1558,0.1719,0.1646,0.06597201,0.095984705,0.09073606,0
97,0.0878,0.0893,0.1032,0.1182,0.126,0.1381,0.14,0.1433,0.1514,0.1558,0.1719,0.1646,0.06597201,0.095984705,0.09073606,0
98,0.0883,0.1002,0.1064,0.126,0.1352,0.1456,0.1455,0.1586,0.1562,0.1569,0.1826,0.1719,0.066126734,0.11454673,0.070339985,0
99,0.0883,0.0971,0.1132,0.12,0.1352,0.1456,0.1455,0.1449,0.1562,0.1569,0.1826,0.1719,0.07144417,0.093997724,0.11511454,0
100,0.0883,0.0893,0.1046,0.1098,0.1275,0.141,0.1443,0.1356,0.1594,0.1569,0.188,0.1805,0.07038796,0.10513446,0.16192828,0
101,0.0883,0.0802,0.106,0.1112,0.1275,0.141,0.1443,0.1351,0.1594,0.1569,0.188,0.1805,0.06321999,0.097036175,0.16372636,0
102,0.0883,0.0874,0.1102,0.1226,0.1354,0.148,0.1537,0.1692,0.1574,0.1569,0.1831,0.1673,0.049561877,0.15969844,0.039455,0
103,0.0879,0.096,0.1064,0.1096,0.1196,0.1329,0.1525,0.1406,0.1535,0.1703,0.1779,0.1572,0.0730091,0.12390087,0.11711148,0
104,0.0879,0.096,0.1064,0.1096,0.1196,0.1329,0.1525,0.1406,0.1535,0.1703,0.1779,0.1572,0.0730091,0.12390087,0.11711148,0
105,0.0879,0.103,0.1208,0.1218,0.1445,0.1457,0.1522,0.1484,0.1601,0.1703,0.1927,0.1836,0.0742702,0.09844559,0.12987396,0
106,0.0879,0.1116,0.1328,0.14,0.1445,0.1457,0.1522,0.175,0.1601,0.1703,0.1927,0.1836,0.06606022,0.1111111,0.048137072,0
107,0.0878,0.0865,0.11,0.1136,0.1372,0.1509,0.1554,0.1744,0.1712,0.1558,0.1999,0.1801,0.045842398,0.21111111,0.06812717,0
108,0.0878,0.0987,0.1158,0.1192,0.1372,0.1509,0.1554,0.1629,0.1712,0.1558,0.1999,0.1801,0.06243189,0.15490961,0.10198457,0
109,0.0878,0.0904,0.1096,0.1198,0.122,0.1268,0.1375,0.1632,0.1453,0.1558,0.1739,0.1546,0.05546048,0.15335691,0.031741288,0
110,0.0878,0.0893,0.1005,0.1062,0.122,0.1268,0.1375,0.1462,0.1453,0.1558,0.1739,0.1546,0.06430886,0.1584786,0.08653543,0
111,0.0878,0.0841,0.1138,0.1116,0.1275,0.1283,0.1373,0.1468,0.14,0.1558,0.1626,0.152,0.059704922,0.13622291,0.051066577,0
112,0.0878,0.1156,0.119,0.1298,0.1275,0.1283,0.1373,0.1642,0.14,0.1558,0.1626,0.152,0.07553082,0.11700676,-0.0048959525,0
113,0.0878,0.1156,0.119,0.1298,0.1275,0.1283,0.1373,0.1642,0.14,0.1558,0.1626,0.152,0.07553082,0.11700676,-0.0048959525,0
114,0.0883,0.0929,0.1082,0.116,0.1267,0.1363,0.1334,0.1428,0.1437,0.1569,0.1701,0.1581,0.06920788,0.1035549,0.08724832,0
115,0.0883,0.0898,0.106,0.1124,0.1267,0.1363,0.1334,0.136,0.1437,0.1569,0.1701,0.1581,0.07056816,0.09500807,0.11140148,0
116,0.0883,0.1078,0.1186,0.1354,0.1226,0.132,0.1404,0.1627,0.1431,0.1569,0.1671,0.1574,0.07000131,0.09158001,0.013341419,0
117,0.0883,0.0838,0.108,0.1084,0.1226,0.132,0.1404,0.1295,0.1431,0.1569,0.1671,0.1574,0.06938071,0.088692725,0.12677005,0
118,0.0883,0.0954,0.106,0.117,0.1361,0.1349,0.1391,0.1324,0.1426,0.1569,0.1674,0.1591,0.077220276,0.061748225,0.11674448,0
119,0.0879,0.0898,0.0955,0.1058,0.1196,0.1329,0.1525,0.1574,0.1535,0.1703,0.1779,0.1572,0.05829526,0.19604862,0.061139293,0
120,0.0879,0.1108,0.127,0.1416,0.1445,0.1457,0.1522,0.1772,0.1601,0.1703,0.1927,0.1836,0.06414316,0.11166878,0.0419032,0
121,0.0879,0.1314,0.152,0.1636,0.1445,0.1457,0.1522,0.2014,0.1601,0.1703,0.1927,0.1836,0.06713998,0.10356164,-0.02207561,0
122,0.0878,0.0884,0.1018,0.1168,0.1372,0.1509,0.1554,0.1542,0.1712,0.1558,0.1999,0.1801,0.05898358,0.13800737,0.12905958,0
123,0.0878,0.0861,0.0967,0.1104,0.1372,0.1509,0.1554,0.1391,0.1712,0.1558,0.1999,0.1801,0.065759264,0.115030065,0.17935103,0
124,0.0878,0.0914,0.0976,0.111,0.122,0.1268,0.1375,0.1504,0.1453,0.1558,0.1739,0.1546,0.06362048,0.15072684,0.07246376,0
125,0.0878,0.0792,0.0855,0.0922,0.122,0.1268,0.1375,0.1188,0.1453,0.1558,0.1739,0.1546,0.07174884,0.12606633,0.18824734,0
126,0.0878,0.0904,0.1074,0.1144,0.1275,0.1283,0.1373,0.137,0.14,0.1558,0.1626,0.152,0.07048619,0.08989656,0.08544727,0
127,0.0878,0.0933,0.1042,0.1154,0.1275,0.1283,0.1373,0.1504,0.14,0.1558,0.1626,0.152,0.065176964,0.13167794,0.03897763,0
128,0.0878,0.0933,0.1042,0.1154,0.1275,0.1283,0.1373,0.1504,0.14,0.1558,0.1626,0.152,0.065176964,0.13167794,0.03897763,0
129,0.0883,0.0796,0.099,0.1046,0.1267,0.1363,0.1334,0.1193,0.1437,0.1569,0.1701,0.1581,0.07178977,0.06565432,0.1755356,0
130,0.0883,0.1034,0.114,0.1278,0.1267,0.1363,0.1334,0.1549,0.1437,0.1569,0.1701,0.1581,0.07087013,0.09586132,0.046769243,0
131,0.0883,0.0961,0.1118,0.1266,0.1226,0.132,0.1404,0.1488,0.1431,0.1569,0.1671,0.1574,0.06838832,0.08061004,0.057929713,0
132,0.0879,0.0858,0.0995,0.1014,0.1255,0.1317,0.1409,0.1602,0.1567,0.1703,0.1826,0.1676,0.05341266,0.22477064,0.065344244,0
133,0.0879,0.0884,0.1058,0.111,0.1441,0.144,0.1478,0.15,0.1585,0.1703,0.1935,0.1794,0.061392277,0.1494253,0.12663753,0
134,0.0879,0.1015,0.1282,0.1262,0.1441,0.144,0.1478,0.1538,0.1585,0.1703,0.1935,0.1794,0.0699445,0.0985714,0.1143104,0
135,0.0878,0.1013,0.1086,0.1232,0.1293,0.1457,0.1486,0.1518,0.1586,0.1558,0.1793,0.1736,0.07092766,0.104000024,0.08305644,0
136,0.0878,0.1034,0.1362,0.13,0.1293,0.1457,0.1486,0.1609,0.1586,0.1558,0.1793,0.1736,0.06742913,0.10622208,0.05408583,0
137,0.0878,0.0865,0.0965,0.108,0.1121,0.1276,0.1304,0.1434,0.1419,0.1558,0.1555,0.1451,0.063620895,0.14081144,0.040481754,0
138,0.0878,0.0716,0.083,0.0801,0.1121,0.1276,0.1304,0.1226,0.1419,0.1558,0.1555,0.1451,0.06334362,0.20966946,0.11830276,0
139,0.0878,0.0849,0.0998,0.102,0.1161,0.1199,0.1269,0.1482,0.1302,0.1558,0.155,0.1405,0.059557375,0.1846523,0.022427427,0
140,0.0878,0.0875,0.1034,0.1138,0.1161,0.1199,0.1269,0.1456,0.1302,0.1558,0.155,0.1405,0.0631784,0.12259063,0.031270776,0
141,0.0883,0.0869,0.109,0.1094,0.1176,0.1263,0.1236,0.1268,0.1313,0.1569,0.1569,0.1513,0.073468685,0.0736664,0.106097996,0
142,0.0883,0.0869,0.109,0.1094,0.1176,0.1263,0.1236,0.1268,0.1313,0.1569,0.1569,0.1513,0.073468685,0.0736664,0.106097996,0
143,0.0883,0.1009,0.1134,0.1222,0.1176,0.1263,0.1236,0.1409,0.1313,0.1569,0.1569,0.1513,0.07685113,0.07107565,0.05372734,0
144,0.0879,0.0875,0.1034,0.1214,0.1441,0.144,0.1478,0.1582,0.1585,0.1703,0.1935,0.1794,0.0559523,0.13161659,0.10036964,0
145,0.0879,0.106,0.1158,0.1394,0.1441,0.144,0.1478,0.1697,0.1585,0.1703,0.1935,0.1794,0.06451225,0.0980265,0.06552864,0
146,0.0878,0.1152,0.1268,0.1372,0.1293,0.1457,0.1486,0.1723,0.1586,0.1558,0.1793,0.1736,0.07055779,0.11340872,0.019908985,0
147,0.0878,0.0943,0.1162,0.1222,0.1293,0.1457,0.1486,0.1553,0.1586,0.1558,0.1793,0.1736,0.063186005,0.11927931,0.0717274,0
148,0.0878,0.0836,0.0954,0.105,0.1121,0.1276,0.1304,0.1408,0.1419,0.1558,0.1555,0.1451,0.06273632,0.14564689,0.049611866,0
149,0.0878,0.0772,0.0935,0.0909,0.1121,0.1276,0.1304,0.1484,0.1419,0.1558,0.1555,0.1451,0.053134847,0.24028416,0.023362953,0
150,0.0878,0.0813,0.0907,0.0943,0.1161,0.1199,0.1269,0.1456,0.1302,0.1558,0.155,0.1405,0.058099356,0.21383911,0.031270776,0
151,0.0878,0.0836,0.1015,0.111,0.1161,0.1199,0.1269,0.1278,0.1302,0.1558,0.155,0.1405,0.070191815,0.070351765,0.09618104,0
152,0.0883,0.0862,0.1015,0.0989,0.1176,0.1263,0.1236,0.1269,0.1313,0.1569,0.1569,0.1513,0.07283789,0.12400357,0.10570825,0
153,0.0883,0.0862,0.1015,0.0989,0.1176,0.1263,0.1236,0.1269,0.1313,0.1569,0.1569,0.1513,0.07283789,0.12400357,0.10570825,0
154,0.0822,0.0964,0.1148,0.1302,0.1323,0.1443,0.1446,0.1716,0.1652,0.1806,0.181,0.1657,0.05555828,0.13717695,0.02665909,0
155,0.0822,0.0846,0.1068,0.1174,0.1323,0.1443,0.1446,0.1522,0.1652,0.1806,0.181,0.1657,0.05701762,0.12908012,0.086434565,0
156,0.0907,0.0987,0.1132,0.1202,0.1358,0.1422,0.1482,0.1476,0.1524,0.155,0.1792,0.164,0.07120644,0.10231514,0.09669522,0
157,0.0907,0.0894,0.1058,0.1194,0.1358,0.1422,0.1482,0.1379,0.1524,0.155,0.1792,0.164,0.069150835,0.07190048,0.13024282,0
158,0.0907,0.0869,0.0978,0.107,0.1177,0.1306,0.1389,0.1384,0.1417,0.155,0.1606,0.1508,0.066816084,0.12795436,0.0742475,0
159,0.0907,0.0721,0.0898,0.0879,0.1177,0.1306,0.1389,0.1338,0.1417,0.155,0.1606,0.1508,0.05733002,0.20703655,0.09103263,0
160,0.0907,0.0777,0.0882,0.0954,0.1147,0.1296,0.1306,0.1302,0.1447,0.155,0.1616,0.147,0.06398214,0.15425533,0.10760794,0
161,0.0907,0.0809,0.0975,0.105,0.1147,0.1296,0.1306,0.1232,0.1447,0.155,0.1616,0.147,0.07061808,0.07975461,0.13483144,0
162,0.0822,0.0992,0.1064,0.1112,0.1323,0.1443,0.1446,0.1562,0.1652,0.1806,0.181,0.1657,0.06668394,0.16828725,0.07354682,0
163,0.0822,0.0824,0.1064,0.107,0.1323,0.1443,0.1446,0.14,0.1652,0.1806,0.181,0.1657,0.06221208,0.13360323,0.12772584,0
164,0.0907,0.104,0.1194,0.126,0.1358,0.1422,0.1482,0.1593,0.1524,0.155,0.1792,0.164,0.06883825,0.11671923,0.058788758,0
165,0.0907,0.1034,0.1266,0.1294,0.1358,0.1422,0.1482,0.1541,0.1524,0.155,0.1792,0.164,0.07132893,0.08712523,0.07530751,0
166,0.0907,0.0866,0.1026,0.1058,0.1177,0.1306,0.1389,0.1422,0.1417,0.155,0.1606,0.1508,0.064391024,0.14677416,0.060766228,0
167,0.0907,0.0772,0.0877,0.0908,0.1177,0.1306,0.1389,0.1266,0.1417,0.155,0.1606,0.1508,0.06563714,0.16467339,0.11838443,0
168,0.0907,0.0921,0.1108,0.107,0.1147,0.1296,0.1306,0.1471,0.1447,0.155,0.1616,0.147,0.06608647,0.15781188,0.046971146,0
169,0.0907,0.1072,0.1174,0.1324,0.1376,0.143,0.1522,0.1666,0.1575,0.155,0.1778,0.1635,0.06727313,0.11438126,0.032520313,0
170,0.0907,0.098,0.112,0.131,0.1376,0.143,0.1522,0.1556,0.1575,0.155,0.1778,0.1635,0.066045,0.085833915,0.066586696,0
171,0.0661,0.068,0.0954,0.0778,0.1163,0.1609,0.1668,0.1924,0.1802,0.1902,0.1621,0.1265,0.020364206,0.42413026,-0.08547247,0
