Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	PISI	NDVI	NDBI	NDWI
89.5	40.5	77.8679578938845	29.82528104992501	0.0879	0.0747	0.0902	0.0999	0.1036	0.1348	0.1474	0.151	0.1548	0.1703	0.1573	0.1454	0.049595743	0.20366678	0.02043465	-0.25207296
90.5	40.5	77.86805013357927	29.82528104992501	0.0879	0.0747	0.0902	0.0999	0.1036	0.1348	0.1474	0.151	0.1548	0.1703	0.1573	0.1454	0.049595743	0.20366678	0.02043465	-0.25207296
91.5	40.5	77.86814237327405	29.82528104992501	0.0879	0.0756	0.0906	0.0926	0.12	0.1357	0.128	0.1338	0.1517	0.1703	0.1796	0.1629	0.06019722	0.18197878	0.14613912	-0.19251338
92.5	40.5	77.86823461296883	29.82528104992501	0.0879	0.0848	0.1028	0.1154	0.12	0.1357	0.128	0.1444	0.1517	0.1703	0.1796	0.1629	0.061654758	0.11162432	0.108641975	-0.1682848
93.5	40.5	77.8683268526636	29.82528104992501	0.0878	0.096	0.1214	0.1184	0.1438	0.156	0.1715	0.1736	0.1755	0.1558	0.2025	0.184	0.0540836	0.18904111	0.07684126	-0.17694917
94.5	40.5	77.86841909235838	29.82528104992501	0.0878	0.0999	0.1246	0.1282	0.1438	0.156	0.1715	0.1613	0.1755	0.1558	0.2025	0.184	0.06433253	0.11433509	0.113249026	-0.12836657
95.5	40.5	77.86851133205316	29.82528104992501	0.0878	0.0865	0.0975	0.1009	0.1215	0.1419	0.141	0.1393	0.1538	0.1558	0.1805	0.1724	0.065972246	0.15986678	0.1288305	-0.1765203
96.5	40.5	77.86860357174794	29.82528104992501	0.0878	0.0855	0.0955	0.1028	0.1215	0.1419	0.141	0.1289	0.1538	0.1558	0.1805	0.1724	0.071117446	0.1126457	0.16677438	-0.14884138
97.5	40.5	77.8686958114427	29.82528104992501	0.0878	0.0876	0.0965	0.1026	0.126	0.1381	0.14	0.1458	0.1514	0.1558	0.1719	0.1646	0.06314562	0.17391302	0.08215301	-0.20346674
98.5	40.5	77.86878805113749	29.82528104992501	0.0878	0.0948	0.1162	0.1194	0.126	0.1381	0.14	0.1538	0.1514	0.1558	0.1719	0.1646	0.06445587	0.12591507	0.05557264	-0.13925925
99.5	40.5	77.86888029083227	29.82528104992501	0.0878	0.0948	0.1162	0.1194	0.126	0.1381	0.14	0.1538	0.1514	0.1558	0.1719	0.1646	0.06445587	0.12591507	0.05557264	-0.13925925
100.5	40.5	77.86897253052705	29.82528104992501	0.0883	0.111	0.1302	0.1382	0.1352	0.1456	0.1455	0.1678	0.1562	0.1569	0.1826	0.1719	0.0696979	0.09673201	0.04223748	-0.12617448
101.5	40.5	77.86906477022181	29.82528104992501	0.0883	0.1052	0.1136	0.127	0.1352	0.1456	0.1455	0.1589	0.1562	0.1569	0.1826	0.1719	0.070050694	0.11157744	0.069399744	-0.1662385
102.5	40.5	77.86915700991659	29.82528104992501	0.0883	0.0869	0.1022	0.1088	0.1275	0.141	0.1443	0.1493	0.1594	0.1569	0.188	0.1805	0.060564935	0.1569159	0.11473466	-0.18727632
