Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	NDBI	NDVI
21.5	4.5	77.93787558252507	29.798992736913714	0.043	0.0473	0.0732	0.0578	0.1138	0.2334	0.2836	0.2908	0.2928	0.2722	0.1962	0.1233	-0.19425052	0.66838783
22.5	4.5	77.93796782221985	29.798992736913714	0.043	0.0466	0.0758	0.061	0.1138	0.2334	0.2836	0.299	0.2928	0.2722	0.1962	0.1233	-0.20759289	0.6611111
14.5	5.5	77.93722990466163	29.798900497218938	0.0448	0.0462	0.0745	0.0623	0.1103	0.2176	0.251	0.2532	0.2738	0.2716	0.1794	0.1102	-0.17059639	0.6050713
15.5	5.5	77.93732214435641	29.798900497218938	0.0448	0.0506	0.0734	0.0607	0.1103	0.2176	0.251	0.2507	0.2738	0.2716	0.1794	0.1102	-0.1657754	0.6101477
16.5	5.5	77.93741438405118	29.798900497218938	0.0448	0.0506	0.0734	0.0607	0.1103	0.2176	0.251	0.2507	0.2738	0.2716	0.1794	0.1102	-0.1657754	0.6101477
17.5	5.5	77.93750662374596	29.798900497218938	0.0429	0.0435	0.0704	0.0608	0.1131	0.2103	0.2425	0.2355	0.257	0.2716	0.1754	0.1063	-0.14626427	0.5896051
18.5	5.5	77.93759886344074	29.798900497218938	0.0429	0.0435	0.07	0.0573	0.1131	0.2103	0.2425	0.2292	0.257	0.2716	0.1754	0.1063	-0.13297084	0.6
19.5	5.5	77.93769110313552	29.798900497218938	0.0415	0.0412	0.0784	0.0608	0.1114	0.2341	0.263	0.2698	0.2822	0.2722	0.1783	0.105	-0.20419553	0.6321839
20.5	5.5	77.93778334283029	29.798900497218938	0.0415	0.0399	0.0784	0.0586	0.1114	0.2341	0.263	0.289	0.2822	0.2722	0.1783	0.105	-0.23689282	0.6628308
21.5	5.5	77.93787558252507	29.798900497218938	0.043	0.0487	0.0786	0.0691	0.1138	0.2334	0.2836	0.2724	0.2928	0.2722	0.1962	0.1233	-0.16261202	0.5953148
22.5	5.5	77.93796782221985	29.798900497218938	0.043	0.0535	0.0813	0.0691	0.1138	0.2334	0.2836	0.2562	0.2928	0.2722	0.1962	0.1233	-0.13262597	0.5751614
23.5	5.5	77.93806006191463	29.798900497218938	0.0484	0.0511	0.0788	0.0658	0.1091	0.2312	0.2708	0.258	0.2773	0.2722	0.1898	0.1152	-0.15230012	0.59357625
14.5	6.5	77.93722990466163	29.79880825752416	0.0431	0.0487	0.0759	0.0614	0.1031	0.2184	0.258	0.251	0.2823	0.2822	0.1632	0.0941	-0.21197484	0.6069142
15.5	6.5	77.93732214435641	29.79880825752416	0.0431	0.0498	0.074	0.0586	0.1031	0.2184	0.258	0.2602	0.2823	0.2822	0.1632	0.0941	-0.22909775	0.63237137
16.5	6.5	77.93741438405118	29.79880825752416	0.0431	0.0498	0.074	0.0586	0.1031	0.2184	0.258	0.2602	0.2823	0.2822	0.1632	0.0941	-0.22909775	0.63237137
17.5	6.5	77.93750662374596	29.79880825752416	0.042	0.0396	0.0664	0.0545	0.1057	0.2057	0.2415	0.2284	0.2455	0.2822	0.1546	0.09	-0.19268933	0.61470485
18.5	6.5	77.93759886344074	29.79880825752416	0.042	0.0392	0.0619	0.0492	0.1057	0.2057	0.2415	0.1996	0.2455	0.2822	0.1546	0.09	-0.12704687	0.6045016
19.5	6.5	77.93769110313552	29.79880825752416	0.042	0.0419	0.0716	0.0554	0.1145	0.2257	0.2479	0.2408	0.2625	0.27	0.1615	0.0987	-0.19711654	0.6259284
20.5	6.5	77.93778334283029	29.79880825752416	0.042	0.0501	0.0816	0.0622	0.1145	0.2257	0.2479	0.2642	0.2625	0.27	0.1615	0.0987	-0.2412497	0.6188726
21.5	6.5	77.93787558252507	29.79880825752416	0.0443	0.0553	0.0806	0.0714	0.1221	0.2165	0.2546	0.2548	0.2718	0.27	0.1771	0.1091	-0.17990273	0.5622317
22.5	6.5	77.93796782221985	29.79880825752416	0.0443	0.0544	0.0796	0.0672	0.1221	0.2165	0.2546	0.2472	0.2718	0.27	0.1771	0.1091	-0.16521329	0.57251906
23.5	6.5	77.93806006191463	29.79880825752416	0.0505	0.053	0.0796	0.0691	0.1181	0.2148	0.2417	0.2559	0.2596	0.27	0.1862	0.118	-0.15765665	0.5747692
15.5	7.5	77.93732214435641	29.798716017829385	0.0431	0.0498	0.0762	0.0648	0.1031	0.2184	0.258	0.277	0.2823	0.2822	0.1632	0.0941	-0.25851884	0.6208309
16.5	7.5	77.93741438405118	29.798716017829385	0.042	0.0443	0.072	0.0607	0.1057	0.2057	0.2415	0.2564	0.2455	0.2822	0.1546	0.09	-0.24768856	0.61715543
17.5	7.5	77.93750662374596	29.798716017829385	0.042	0.0443	0.072	0.0607	0.1057	0.2057	0.2415	0.2564	0.2455	0.2822	0.1546	0.09	-0.24768856	0.61715543
18.5	7.5	77.93759886344074	29.798716017829385	0.042	0.0411	0.0652	0.0526	0.1057	0.2057	0.2415	0.2191	0.2455	0.2822	0.1546	0.09	-0.17259836	0.6128082
19.5	7.5	77.93769110313552	29.798716017829385	0.042	0.0421	0.0719	0.058	0.1145	0.2257	0.2479	0.2388	0.2625	0.27	0.1615	0.0987	-0.19310516	0.6091644
20.5	7.5	77.93778334283029	29.798716017829385	0.042	0.0488	0.0792	0.0672	0.1145	0.2257	0.2479	0.2518	0.2625	0.27	0.1615	0.0987	-0.21848534	0.5786834
21.5	7.5	77.93787558252507	29.798716017829385	0.0443	0.0538	0.0822	0.065	0.1221	0.2165	0.2546	0.2472	0.2718	0.27	0.1771	0.1091	-0.16521329	0.5836003
22.5	7.5	77.93796782221985	29.798716017829385	0.0443	0.0515	0.0816	0.0692	0.1221	0.2165	0.2546	0.2457	0.2718	0.27	0.1771	0.1091	-0.16225165	0.5604954
15.5	8.5	77.93732214435641	29.79862377813461	0.0416	0.044	0.0813	0.0636	0.1198	0.2354	0.272	0.2781	0.2974	0.2822	0.1704	0.1011	-0.24013382	0.62774366
16.5	8.5	77.93741438405118	29.79862377813461	0.0417	0.0454	0.081	0.0614	0.1281	0.23	0.2612	0.2658	0.2767	0.2822	0.1622	0.097	-0.24205606	0.62469435
17.5	8.5	77.93750662374596	29.79862377813461	0.0417	0.0454	0.081	0.0614	0.1281	0.23	0.2612	0.2658	0.2767	0.2822	0.1622	0.097	-0.24205606	0.62469435
18.5	8.5	77.93759886344074	29.79862377813461	0.0417	0.0462	0.077	0.0607	0.1281	0.23	0.2612	0.259	0.2767	0.2822	0.1622	0.097	-0.22981955	0.620269
19.5	8.5	77.93769110313552	29.79862377813461	0.0429	0.047	0.0818	0.0648	0.1248	0.221	0.2453	0.2564	0.2727	0.27	0.1601	0.0977	-0.23121247	0.59651303
20.5	8.5	77.93778334283029	29.79862377813461	0.0429	0.0475	0.0818	0.0693	0.1248	0.221	0.2453	0.2512	0.2727	0.27	0.1601	0.0977	-0.22149281	0.56755066
21.5	8.5	77.93787558252507	29.79862377813461	0.046	0.0475	0.086	0.0688	0.1322	0.228	0.2558	0.2416	0.2671	0.27	0.1691	0.1034	-0.17652789	0.556701
16.5	9.5	77.93741438405118	29.798531538439832	0.0417	0.0486	0.0792	0.0637	0.1281	0.23	0.2612	0.2724	0.2767	0.2822	0.1622	0.097	-0.25356647	0.62094617
17.5	9.5	77.93750662374596	29.798531538439832	0.0417	0.0486	0.0792	0.0637	0.1281	0.23	0.2612	0.2724	0.2767	0.2822	0.1622	0.097	-0.25356647	0.62094617
18.5	9.5	77.93759886344074	29.798531538439832	0.0417	0.0458	0.0832	0.067	0.1281	0.23	0.2612	0.2691	0.2767	0.2822	0.1622	0.097	-0.24785534	0.6013091
19.5	9.5	77.93769110313552	29.798531538439832	0.0429	0.0484	0.083	0.0664	0.1248	0.221	0.2453	0.2544	0.2727	0.27	0.1601	0.0977	-0.22750305	0.58603495
55.5	9.5	77.94101173214747	29.798531538439832	0.0423	0.037	0.0636	0.0549	0.1014	0.2342	0.2632	0.2588	0.2879	0.2924	0.1841	0.105	-0.16866109	0.64998406
56.5	9.5	77.94110397184224	29.798531538439832	0.0423	0.0414	0.0624	0.0549	0.1014	0.2342	0.2632	0.2696	0.2879	0.2924	0.1841	0.105	-0.18845052	0.66163325
16.5	10.5	77.93741438405118	29.798439298745055	0.042	0.0532	0.0836	0.0634	0.1313	0.2498	0.2817	0.277	0.2923	0.2822	0.1691	0.0992	-0.24187404	0.6274971
17.5	10.5	77.93750662374596	29.798439298745055	0.042	0.0532	0.0836	0.0634	0.1313	0.2498	0.2817	0.277	0.2923	0.2822	0.1691	0.0992	-0.24187404	0.6274971
18.5	10.5	77.93759886344074	29.798439298745055	0.042	0.0463	0.0824	0.0664	0.1313	0.2498	0.2817	0.2654	0.2923	0.2822	0.1691	0.0992	-0.22163405	0.59975886
51.5	10.5	77.94064277336837	29.798439298745055	0.0441	0.0411	0.065	0.0527	0.1016	0.2296	0.2775	0.2525	0.2966	0.2791	0.178	0.1028	-0.17305458	0.65465266
52.5	10.5	77.94073501306313	29.798439298745055	0.0406	0.0419	0.0655	0.0547	0.0955	0.2384	0.2788	0.2802	0.2993	0.2924	0.1735	0.0965	-0.23517743	0.6733353
53.5	10.5	77.94082725275791	29.798439298745055	0.0406	0.0451	0.0622	0.0538	0.0955	0.2384	0.2788	0.2792	0.2993	0.2924	0.1735	0.0965	-0.23348793	0.67687684
54.5	10.5	77.9409194924527	29.798439298745055	0.0406	0.0451	0.0622	0.0538	0.0955	0.2384	0.2788	0.2792	0.2993	0.2924	0.1735	0.0965	-0.23348793	0.67687684
55.5	10.5	77.94101173214747	29.798439298745055	0.0412	0.0416	0.067	0.0529	0.0984	0.2507	0.3049	0.2903	0.3123	0.2924	0.1777	0.0963	-0.24059832	0.69172496
17.5	11.5	77.93750662374596	29.79834705905028	0.042	0.0461	0.0825	0.061	0.1313	0.2498	0.2817	0.2753	0.2923	0.2822	0.1691	0.0992	-0.23897389	0.63722867
50.5	11.5	77.94055053367359	29.79834705905028	0.0441	0.0468	0.07	0.0652	0.1016	0.2296	0.2775	0.2736	0.2966	0.2791	0.178	0.1028	-0.21169178	0.6151122
51.5	11.5	77.94064277336837	29.79834705905028	0.0441	0.0447	0.067	0.0534	0.1016	0.2296	0.2775	0.2897	0.2966	0.2791	0.178	0.1028	-0.2388283	0.6887205
52.5	11.5	77.94073501306313	29.79834705905028	0.0406	0.0412	0.0642	0.0526	0.0955	0.2384	0.2788	0.299	0.2993	0.2924	0.1735	0.0965	-0.26560846	0.70079637
53.5	11.5	77.94082725275791	29.79834705905028	0.0406	0.0403	0.0642	0.0534	0.0955	0.2384	0.2788	0.2912	0.2993	0.2924	0.1735	0.0965	-0.2532817	0.69007546
54.5	11.5	77.9409194924527	29.79834705905028	0.0412	0.0434	0.0684	0.0544	0.0984	0.2507	0.3049	0.31	0.3123	0.2924	0.1777	0.0963	-0.27127334	0.701427
55.5	11.5	77.94101173214747	29.79834705905028	0.0412	0.0434	0.0684	0.0544	0.0984	0.2507	0.3049	0.31	0.3123	0.2924	0.1777	0.0963	-0.27127334	0.701427
50.5	12.5	77.94055053367359	29.798254819355503	0.0455	0.0465	0.0686	0.0548	0.0967	0.265	0.3222	0.3168	0.3439	0.3034	0.1803	0.0976	-0.27459264	0.70505923
51.5	12.5	77.94064277336837	29.798254819355503	0.0455	0.0454	0.0684	0.0509	0.0967	0.265	0.3222	0.3408	0.3439	0.3034	0.1803	0.0976	-0.3080023	0.74010724
52.5	12.5	77.94073501306313	29.798254819355503	0.042	0.043	0.0664	0.05	0.0991	0.2546	0.3014	0.3181	0.3194	0.3019	0.1771	0.096	-0.28473344	0.72833467
53.5	12.5	77.94082725275791	29.798254819355503	0.042	0.0438	0.0676	0.0524	0.0991	0.2546	0.3014	0.2868	0.3194	0.3019	0.1771	0.096	-0.23647337	0.6910377
54.5	12.5	77.9409194924527	29.798254819355503	0.0429	0.046	0.0664	0.0538	0.102	0.2302	0.2782	0.2858	0.2938	0.3019	0.1769	0.0986	-0.2353577	0.68315667
55.5	12.5	77.94101173214747	29.798254819355503	0.0429	0.046	0.0664	0.0538	0.102	0.2302	0.2782	0.2858	0.2938	0.3019	0.1769	0.0986	-0.2353577	0.68315667
50.5	13.5	77.94055053367359	29.798162579660726	0.0455	0.0452	0.0655	0.0511	0.0967	0.265	0.3222	0.3252	0.3439	0.3034	0.1803	0.0976	-0.28664687	0.72840816
51.5	13.5	77.94064277336837	29.798162579660726	0.0455	0.0461	0.0674	0.0488	0.0967	0.265	0.3222	0.3536	0.3439	0.3034	0.1803	0.0976	-0.32459262	0.7574553
52.5	13.5	77.94073501306313	29.798162579660726	0.042	0.0451	0.0678	0.051	0.0991	0.2546	0.3014	0.3068	0.3194	0.3019	0.1771	0.096	-0.26803058	0.7149246
53.5	13.5	77.94082725275791	29.798162579660726	0.042	0.0398	0.0662	0.0516	0.0991	0.2546	0.3014	0.2863	0.3194	0.3019	0.1771	0.096	-0.23564954	0.6945842
54.5	13.5	77.9409194924527	29.798162579660726	0.0429	0.0476	0.0656	0.0558	0.102	0.2302	0.2782	0.2469	0.2938	0.3019	0.1769	0.0986	-0.16517226	0.63131815
55.5	13.5	77.94101173214747	29.798162579660726	0.0429	0.0476	0.0656	0.0558	0.102	0.2302	0.2782	0.2469	0.2938	0.3019	0.1769	0.0986	-0.16517226	0.63131815
50.5	14.5	77.94055053367359	29.79807033996595	0.0472	0.0476	0.0656	0.0511	0.0896	0.2651	0.3218	0.3228	0.3404	0.3034	0.1834	0.1003	-0.27538523	0.7266649
51.5	14.5	77.94064277336837	29.79807033996595	0.0472	0.0451	0.0655	0.0513	0.0896	0.2651	0.3218	0.3376	0.3404	0.3034	0.1834	0.1003	-0.29596928	0.73617893
52.5	14.5	77.94073501306313	29.79807033996595	0.0439	0.0493	0.0659	0.0538	0.1026	0.2583	0.3108	0.3067	0.3311	0.3019	0.1806	0.0992	-0.25877282	0.7015256
53.5	14.5	77.94082725275791	29.79807033996595	0.0439	0.0453	0.0656	0.0502	0.1026	0.2583	0.3108	0.3002	0.3311	0.3019	0.1806	0.0992	-0.24875206	0.7134703
54.5	14.5	77.9409194924527	29.79807033996595	0.0453	0.0498	0.0678	0.062	0.0988	0.2386	0.2868	0.2357	0.2849	0.3019	0.1747	0.1008	-0.14863545	0.5834733
55.5	14.5	77.94101173214747	29.79807033996595	0.0453	0.0498	0.0678	0.062	0.0988	0.2386	0.2868	0.2357	0.2849	0.3019	0.1747	0.1008	-0.14863545	0.5834733
50.5	15.5	77.94055053367359	29.797978100271173	0.0472	0.0469	0.0696	0.0534	0.0896	0.2651	0.3218	0.3012	0.3404	0.3034	0.1834	0.1003	-0.24308707	0.6988156
51.5	15.5	77.94064277336837	29.797978100271173	0.0472	0.0461	0.0642	0.0532	0.0896	0.2651	0.3218	0.3159	0.3404	0.3034	0.1834	0.1003	-0.2653715	0.71173126
52.5	15.5	77.94073501306313	29.797978100271173	0.0439	0.0453	0.0666	0.0538	0.1026	0.2583	0.3108	0.3229	0.3311	0.3019	0.1806	0.0992	-0.28262165	0.71436155
53.5	15.5	77.94082725275791	29.797978100271173	0.0439	0.0478	0.0692	0.0526	0.1026	0.2583	0.3108	0.3148	0.3311	0.3019	0.1806	0.0992	-0.2708922	0.7136636
54.5	15.5	77.9409194924527	29.797978100271173	0.0453	0.045	0.068	0.0578	0.0988	0.2386	0.2868	0.3004	0.2849	0.3019	0.1747	0.1008	-0.26457584	0.67727524
55.5	15.5	77.94101173214747	29.797978100271173	0.0453	0.0452	0.0686	0.0562	0.0988	0.2386	0.2868	0.2934	0.2849	0.3019	0.1747	0.1008	-0.25357825	0.6784897
5.5	16.5	77.93639974740864	29.797885860576397	0.0367	0.0429	0.0676	0.0548	0.0886	0.1968	0.2334	0.2281	0.2425	0.2761	0.1552	0.0873	-0.19019043	0.61258394
6.5	16.5	77.93649198710342	29.797885860576397	0.0367	0.0383	0.0602	0.0522	0.0886	0.1968	0.2334	0.2061	0.2425	0.2761	0.1552	0.0873	-0.14088015	0.5958188
51.5	16.5	77.94064277336837	29.797885860576397	0.0483	0.0459	0.0681	0.0548	0.0953	0.2488	0.3033	0.3168	0.317	0.3034	0.1852	0.1038	-0.2621514	0.70505923
52.5	16.5	77.94073501306313	29.797885860576397	0.0467	0.0434	0.0698	0.0524	0.1041	0.2647	0.3141	0.3141	0.3349	0.3019	0.181	0.1002	-0.2688346	0.71405184
53.5	16.5	77.94082725275791	29.797885860576397	0.0467	0.0484	0.0714	0.0548	0.1041	0.2647	0.3141	0.3202	0.3349	0.3019	0.181	0.1002	-0.27773345	0.70773333
54.5	16.5	77.9409194924527	29.797885860576397	0.0501	0.0508	0.0714	0.0623	0.0976	0.2596	0.3132	0.3	0.3241	0.3019	0.1823	0.1065	-0.244039	0.65608615
55.5	16.5	77.94101173214747	29.797885860576397	0.0501	0.0447	0.0662	0.0544	0.0976	0.2596	0.3132	0.3176	0.3241	0.3019	0.1823	0.1065	-0.27065414	0.70752686
5.5	17.5	77.93639974740864	29.79779362088162	0.0359	0.0469	0.0688	0.058	0.0914	0.1918	0.2245	0.2381	0.2466	0.2532	0.1585	0.0899	-0.20070602	0.6082405
6.5	17.5	77.93649198710342	29.79779362088162	0.0359	0.0447	0.0628	0.0566	0.0914	0.1918	0.2245	0.2394	0.2466	0.2532	0.1585	0.0899	-0.20331742	0.61756754
7.5	17.5	77.9365842267982	29.79779362088162	0.0356	0.041	0.057	0.0522	0.0878	0.1898	0.2215	0.2282	0.2537	0.2532	0.1557	0.0869	-0.18885128	0.62767476
53.5	17.5	77.94082725275791	29.79779362088162	0.0467	0.0484	0.0712	0.055	0.1041	0.2647	0.3141	0.3232	0.3349	0.3019	0.181	0.1002	-0.28203094	0.7091486
54.5	17.5	77.9409194924527	29.79779362088162	0.0501	0.0498	0.0718	0.0552	0.0976	0.2596	0.3132	0.3062	0.3241	0.3019	0.1823	0.1065	-0.25363356	0.6945213
55.5	17.5	77.94101173214747	29.79779362088162	0.0501	0.04	0.067	0.0498	0.0976	0.2596	0.3132	0.336	0.3241	0.3019	0.1823	0.1065	-0.2965464	0.7418351
5.5	18.5	77.93639974740864	29.797701381186844	0.0359	0.0434	0.067	0.0571	0.0914	0.1918	0.2245	0.2341	0.2466	0.2532	0.1585	0.0899	-0.1925624	0.60782963
6.5	18.5	77.93649198710342	29.797701381186844	0.0359	0.0424	0.0652	0.0582	0.0914	0.1918	0.2245	0.2347	0.2466	0.2532	0.1585	0.0899	-0.19379449	0.60259473
7.5	18.5	77.9365842267982	29.797701381186844	0.0356	0.0435	0.067	0.0566	0.0878	0.1898	0.2215	0.238	0.2537	0.2532	0.1557	0.0869	-0.20904243	0.6157502
8.5	18.5	77.93667646649297	29.797701381186844	0.0356	0.0396	0.0618	0.0536	0.0878	0.1898	0.2215	0.2332	0.2537	0.2532	0.1557	0.0869	-0.19928002	0.62622035
4.5	19.5	77.93630750771386	29.797609141492067	0.0367	0.0408	0.0728	0.0581	0.0966	0.1961	0.232	0.2323	0.2459	0.2765	0.1623	0.0919	-0.1773948	0.5998623
5.5	19.5	77.93639974740864	29.797609141492067	0.0356	0.0418	0.0691	0.0581	0.0965	0.1985	0.2347	0.2331	0.2473	0.2532	0.1631	0.0921	-0.17667843	0.6009615
6.5	19.5	77.93649198710342	29.797609141492067	0.0356	0.0452	0.0678	0.0558	0.0965	0.1985	0.2347	0.232	0.2473	0.2532	0.1631	0.0921	-0.1743862	0.6122307
7.5	19.5	77.9365842267982	29.797609141492067	0.0351	0.042	0.0672	0.058	0.0932	0.1957	0.2334	0.229	0.2492	0.2532	0.1616	0.0931	-0.17255507	0.5958188
8.5	19.5	77.93667646649297	29.797609141492067	0.0351	0.0438	0.0642	0.0586	0.0932	0.1957	0.2334	0.2301	0.2492	0.2532	0.1616	0.0931	-0.17487876	0.59404224
9.5	19.5	77.93676870618775	29.797609141492067	0.0357	0.0446	0.065	0.057	0.0915	0.1952	0.2338	0.2332	0.2483	0.2532	0.1593	0.0891	-0.18828025	0.6071675
10.5	19.5	77.93686094588253	29.797609141492067	0.0357	0.0446	0.065	0.057	0.0915	0.1952	0.2338	0.2332	0.2483	0.2532	0.1593	0.0891	-0.18828025	0.6071675
4.5	20.5	77.93630750771386	29.79751690179729	0.0367	0.044	0.0736	0.0566	0.0966	0.1961	0.232	0.2325	0.2459	0.2765	0.1623	0.0919	-0.17781153	0.60844
5.5	20.5	77.93639974740864	29.79751690179729	0.0356	0.0454	0.0692	0.0579	0.0965	0.1985	0.2347	0.2349	0.2473	0.2532	0.1631	0.0921	-0.180402	0.6045082
6.5	20.5	77.93649198710342	29.79751690179729	0.0356	0.0458	0.07	0.0583	0.0965	0.1985	0.2347	0.2332	0.2473	0.2532	0.1631	0.0921	-0.17688619	0.6
7.5	20.5	77.9365842267982	29.79751690179729	0.0351	0.042	0.0683	0.0588	0.0932	0.1957	0.2334	0.232	0.2492	0.2532	0.1616	0.0931	-0.1788618	0.59559834
8.5	20.5	77.93667646649297	29.79751690179729	0.0351	0.041	0.0662	0.0582	0.0932	0.1957	0.2334	0.2288	0.2492	0.2532	0.1616	0.0931	-0.17213117	0.5944251
9.5	20.5	77.93676870618775	29.79751690179729	0.0357	0.0414	0.0676	0.0558	0.0915	0.1952	0.2338	0.2314	0.2483	0.2532	0.1593	0.0891	-0.18454057	0.61142063
10.5	20.5	77.93686094588253	29.79751690179729	0.0357	0.0441	0.0689	0.0556	0.0915	0.1952	0.2338	0.2315	0.2483	0.2532	0.1593	0.0891	-0.18474923	0.6126785
11.5	20.5	77.93695318557731	29.79751690179729	0.0357	0.0441	0.0689	0.0556	0.0915	0.1952	0.2338	0.2315	0.2483	0.2532	0.1593	0.0891	-0.18474923	0.6126785
4.5	21.5	77.93630750771386	29.797424662102515	0.0367	0.0454	0.0684	0.0602	0.0997	0.2026	0.243	0.2305	0.252	0.2765	0.1641	0.0941	-0.16827165	0.5858273
5.5	21.5	77.93639974740864	29.797424662102515	0.0359	0.0478	0.0672	0.0587	0.0954	0.1984	0.2342	0.2308	0.2505	0.2532	0.1644	0.094	-0.16801621	0.59447324
6.5	21.5	77.93649198710342	29.797424662102515	0.0359	0.0424	0.0675	0.0583	0.0954	0.1984	0.2342	0.2338	0.2505	0.2532	0.1644	0.094	-0.17428428	0.6008216
7.5	21.5	77.9365842267982	29.797424662102515	0.0354	0.0424	0.0683	0.0584	0.0927	0.1968	0.2303	0.2304	0.2462	0.2532	0.1621	0.0945	-0.17401272	0.5955679
8.5	21.5	77.93667646649297	29.797424662102515	0.0354	0.0414	0.0674	0.0588	0.0927	0.1968	0.2303	0.2317	0.2462	0.2532	0.1621	0.0945	-0.17673947	0.59518075
4.5	22.5	77.93630750771386	29.797332422407738	0.0367	0.0464	0.0686	0.0604	0.0997	0.2026	0.243	0.2361	0.252	0.2765	0.1641	0.0941	-0.17991003	0.5925801
5.5	22.5	77.93639974740864	29.797332422407738	0.0359	0.0446	0.0683	0.058	0.0954	0.1984	0.2342	0.231	0.2505	0.2532	0.1644	0.094	-0.16843705	0.59861594
41.5	50.5	77.9397203764206	29.794749710953997	0.0604	0.0547	0.0822	0.076	0.1257	0.2446	0.2684	0.2832	0.301	0.3002	0.2436	0.1631	-0.075170845	0.5768374
42.5	50.5	77.93981261611538	29.794749710953997	0.0626	0.0566	0.0932	0.0844	0.1535	0.2608	0.2885	0.2908	0.3083	0.3002	0.2612	0.1819	-0.053623177	0.55010664
40.5	51.5	77.93962813672582	29.79465747125922	0.0566	0.0481	0.0786	0.0704	0.1277	0.2588	0.2927	0.2888	0.3093	0.3002	0.251	0.1649	-0.070025966	0.6080178
41.5	51.5	77.9397203764206	29.79465747125922	0.0566	0.052	0.0809	0.0768	0.1277	0.2588	0.2927	0.2862	0.3093	0.3002	0.251	0.1649	-0.06552495	0.5768595
42.5	51.5	77.93981261611538	29.79465747125922	0.058	0.0582	0.0952	0.092	0.1786	0.2723	0.2982	0.2918	0.316	0.3002	0.2816	0.2058	-0.017788619	0.5205836
43.5	51.5	77.93990485581016	29.79465747125922	0.058	0.0694	0.1054	0.1076	0.1786	0.2723	0.2982	0.2928	0.316	0.3002	0.2816	0.2058	-0.019498626	0.46253747
39.5	52.5	77.93953589703105	29.794565231564444	0.0559	0.0608	0.091	0.0946	0.138	0.2593	0.299	0.3172	0.312	0.3002	0.2515	0.1702	-0.115526624	0.5405537
40.5	52.5	77.93962813672582	29.794565231564444	0.0566	0.0477	0.08	0.0725	0.1277	0.2588	0.2927	0.3052	0.3093	0.3002	0.251	0.1649	-0.097447	0.61609745
41.5	52.5	77.9397203764206	29.794565231564444	0.0566	0.0522	0.0818	0.0745	0.1277	0.2588	0.2927	0.2932	0.3093	0.3002	0.251	0.1649	-0.077545024	0.5947783
42.5	52.5	77.93981261611538	29.794565231564444	0.058	0.0653	0.1026	0.1044	0.1786	0.2723	0.2982	0.2989	0.316	0.3002	0.2816	0.2058	-0.02980191	0.48227125
43.5	52.5	77.93990485581016	29.794565231564444	0.058	0.0787	0.123	0.1402	0.1786	0.2723	0.2982	0.3111	0.316	0.3002	0.2816	0.2058	-0.04977224	0.3786838
44.5	52.5	77.93999709550492	29.794565231564444	0.0609	0.0794	0.1236	0.1428	0.1804	0.2632	0.2888	0.3024	0.3046	0.2881	0.2796	0.2088	-0.039175257	0.35849056
37.5	53.5	77.93935141764149	29.794472991869668	0.0615	0.0532	0.0891	0.0832	0.1415	0.2724	0.306	0.3364	0.3171	0.2712	0.2729	0.1874	-0.104217984	0.6034318
38.5	53.5	77.93944365733627	29.794472991869668	0.0557	0.0554	0.0966	0.0932	0.1515	0.2699	0.317	0.3177	0.3195	0.3031	0.2622	0.1765	-0.09570616	0.5463616
