Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	NDBI	NDVI
70.5	27.5	77.94239532756912	29.796871223933856	0.0943	0.1244	0.151	0.1692	0.1878	0.2038	0.2111	0.207	0.2219	0.2125	0.2212	0.208	0.033162076	0.10047846
71.5	27.5	77.9424875672639	29.796871223933856	0.0943	0.1352	0.1588	0.1772	0.1878	0.2038	0.2111	0.2098	0.2219	0.2125	0.2212	0.208	0.026450114	0.084237725
72.5	27.5	77.94257980695868	29.796871223933856	0.0981	0.1346	0.1608	0.1814	0.2002	0.2096	0.2167	0.2131	0.2187	0.209	0.2287	0.2221	0.035310086	0.08035488
68.5	28.5	77.94221084817956	29.79677898423908	0.0881	0.0914	0.1176	0.1252	0.1521	0.2188	0.2356	0.2008	0.2339	0.2125	0.2197	0.1787	0.044946473	0.23190182
69.5	28.5	77.94230308787434	29.79677898423908	0.0881	0.0802	0.1116	0.1104	0.1521	0.2188	0.2356	0.2558	0.2339	0.2125	0.2197	0.1787	-0.07592011	0.3970508
70.5	28.5	77.94239532756912	29.79677898423908	0.091	0.0926	0.1256	0.1216	0.1653	0.239	0.2628	0.2536	0.2659	0.2125	0.231	0.1899	-0.04663639	0.35181236
71.5	28.5	77.9424875672639	29.79677898423908	0.091	0.115	0.1458	0.161	0.1653	0.239	0.2628	0.222	0.2659	0.2125	0.231	0.1899	0.019867556	0.15926895
68.5	29.5	77.94221084817956	29.796686744544303	0.0881	0.0772	0.106	0.1138	0.1521	0.2188	0.2356	0.228	0.2339	0.2125	0.2197	0.1787	-0.018539215	0.33411354
69.5	29.5	77.94230308787434	29.796686744544303	0.0881	0.0605	0.0952	0.0916	0.1521	0.2188	0.2356	0.271	0.2339	0.2125	0.2197	0.1787	-0.104544535	0.49476007
70.5	29.5	77.94239532756912	29.796686744544303	0.091	0.0647	0.1002	0.0938	0.1653	0.239	0.2628	0.2924	0.2659	0.2125	0.231	0.1899	-0.11730989	0.51424134
71.5	29.5	77.9424875672639	29.796686744544303	0.091	0.0838	0.1096	0.1224	0.1653	0.239	0.2628	0.271	0.2659	0.2125	0.231	0.1899	-0.079681255	0.37773257
69.5	30.5	77.94230308787434	29.796594504849526	0.0866	0.0652	0.0987	0.0932	0.1407	0.1918	0.2065	0.2455	0.2593	0.2261	0.2327	0.1822	-0.026767028	0.44966048
70.5	30.5	77.94239532756912	29.796594504849526	0.0887	0.0636	0.0956	0.0905	0.1461	0.2428	0.2711	0.284	0.2764	0.2261	0.2388	0.1772	-0.08645754	0.51668894
25.5	38.5	77.93824454130417	29.795856587291315	0.0786	0.0968	0.1208	0.259	0.2918	0.3115	0.3103	0.2961	0.2852	0.2722	0.4803	0.4662	0.23724887	0.066834785
24.5	39.5	77.93815230160939	29.79576434759654	0.1039	0.0942	0.1296	0.258	0.2926	0.311	0.3071	0.2901	0.2831	0.2487	0.4771	0.4689	0.24374348	0.058565997
25.5	39.5	77.93824454130417	29.79576434759654	0.1034	0.0866	0.1104	0.2468	0.2768	0.2903	0.2862	0.2799	0.2743	0.2722	0.4654	0.4525	0.24889305	0.062844135
26.5	39.5	77.93833678099895	29.79576434759654	0.1034	0.0824	0.1092	0.2284	0.2768	0.2903	0.2862	0.2701	0.2743	0.2722	0.4654	0.4525	0.26553366	0.08365093
23.5	40.5	77.93806006191463	29.795672107901762	0.1039	0.0806	0.106	0.2442	0.2926	0.311	0.3071	0.29	0.2831	0.2487	0.4771	0.4689	0.24390565	0.08573566
24.5	40.5	77.93815230160939	29.795672107901762	0.1034	0.0788	0.1064	0.231	0.2768	0.2903	0.2862	0.2663	0.2743	0.2722	0.4654	0.4525	0.27210608	0.07098328
25.5	40.5	77.93824454130417	29.795672107901762	0.1034	0.0788	0.1064	0.231	0.2768	0.2903	0.2862	0.2663	0.2743	0.2722	0.4654	0.4525	0.27210608	0.07098328
26.5	40.5	77.93833678099895	29.795672107901762	0.1034	0.0732	0.1016	0.207	0.2768	0.2903	0.2862	0.2534	0.2743	0.2722	0.4654	0.4525	0.29493603	0.10078192
27.5	40.5	77.93842902069373	29.795672107901762	0.1007	0.0854	0.1064	0.2016	0.2578	0.2787	0.2777	0.2536	0.2644	0.2722	0.4406	0.4199	0.26937482	0.114235505
21.5	41.5	77.93787558252507	29.795579868206985	0.1204	0.0902	0.1196	0.2408	0.2806	0.2961	0.2978	0.2857	0.2674	0.2873	0.4495	0.4437	0.22279653	0.08528016
22.5	41.5	77.93796782221985	29.795579868206985	0.13	0.0832	0.1102	0.246	0.3122	0.3286	0.3144	0.2814	0.301	0.2873	0.4445	0.4291	0.22468661	0.06712171
23.5	41.5	77.93806006191463	29.795579868206985	0.13	0.1	0.123	0.2456	0.3122	0.3286	0.3144	0.2735	0.301	0.2873	0.4445	0.4291	0.23816156	0.05374686
24.5	41.5	77.93815230160939	29.795579868206985	0.1344	0.0885	0.1092	0.2164	0.2809	0.3047	0.3131	0.2574	0.2844	0.2885	0.4198	0.398	0.23981099	0.08653442
25.5	41.5	77.93824454130417	29.795579868206985	0.1344	0.0885	0.1092	0.2164	0.2809	0.3047	0.3131	0.2574	0.2844	0.2885	0.4198	0.398	0.23981099	0.08653442
26.5	41.5	77.93833678099895	29.795579868206985	0.1344	0.0826	0.1044	0.1972	0.2809	0.3047	0.3131	0.2511	0.2844	0.2885	0.4198	0.398	0.25145328	0.12023199
27.5	41.5	77.93842902069373	29.795579868206985	0.1317	0.0762	0.1026	0.201	0.2661	0.2932	0.2866	0.2602	0.2722	0.2885	0.447	0.4294	0.26414028	0.12836078
28.5	41.5	77.9385212603885	29.795579868206985	0.1317	0.0899	0.123	0.216	0.2661	0.2932	0.2866	0.278	0.2722	0.2885	0.447	0.4294	0.23310345	0.12550606
21.5	42.5	77.93787558252507	29.79548762851221	0.1204	0.0872	0.1122	0.2416	0.2806	0.2961	0.2978	0.2807	0.2674	0.2873	0.4495	0.4437	0.23116954	0.07486118
22.5	42.5	77.93796782221985	29.79548762851221	0.13	0.1062	0.1282	0.2524	0.3122	0.3286	0.3144	0.2822	0.301	0.2873	0.4445	0.4291	0.22333837	0.055742607
23.5	42.5	77.93806006191463	29.79548762851221	0.13	0.2008	0.2454	0.3124	0.3122	0.3286	0.3144	0.332	0.301	0.2873	0.4445	0.4291	0.14488089	0.03041585
24.5	42.5	77.93815230160939	29.79548762851221	0.1344	0.1772	0.2112	0.2864	0.2809	0.3047	0.3131	0.3156	0.2844	0.2885	0.4198	0.398	0.1416916	0.048505012
25.5	42.5	77.93824454130417	29.79548762851221	0.1344	0.1772	0.2112	0.2864	0.2809	0.3047	0.3131	0.3156	0.2844	0.2885	0.4198	0.398	0.1416916	0.048505012
26.5	42.5	77.93833678099895	29.79548762851221	0.1344	0.0934	0.118	0.222	0.2809	0.3047	0.3131	0.2761	0.2844	0.2885	0.4198	0.398	0.20649518	0.10861274
27.5	42.5	77.93842902069373	29.79548762851221	0.1317	0.0836	0.1018	0.2108	0.2661	0.2932	0.2866	0.2712	0.2722	0.2885	0.447	0.4294	0.2447786	0.1253112
28.5	42.5	77.9385212603885	29.79548762851221	0.1317	0.0858	0.106	0.2196	0.2661	0.2932	0.2866	0.2837	0.2722	0.2885	0.447	0.4294	0.22348434	0.12735939
29.5	42.5	77.93861350008328	29.79548762851221	0.1145	0.0868	0.1084	0.2178	0.2831	0.303	0.3013	0.2798	0.2835	0.2885	0.4433	0.4307	0.22610982	0.124598056
22.5	43.5	77.93796782221985	29.795395388817433	0.1435	0.2138	0.24	0.31	0.4012	0.3992	0.3819	0.3152	0.3657	0.2873	0.3735	0.3376	0.08465223	0.008317336
23.5	43.5	77.93806006191463	29.795395388817433	0.1435	0.3172	0.3616	0.3872	0.4012	0.3992	0.3819	0.3809	0.3657	0.2873	0.3735	0.3376	-0.009809128	-0.00820206
24.5	43.5	77.93815230160939	29.795395388817433	0.1515	0.3168	0.3472	0.3804	0.4045	0.4006	0.4021	0.3796	0.3815	0.2885	0.3925	0.3568	0.016707713	-0.0010526495
25.5	43.5	77.93824454130417	29.795395388817433	0.1515	0.3168	0.3472	0.3804	0.4045	0.4006	0.4021	0.3796	0.3815	0.2885	0.3925	0.3568	0.016707713	-0.0010526495
26.5	43.5	77.93833678099895	29.795395388817433	0.1515	0.1978	0.2274	0.2978	0.4045	0.4006	0.4021	0.3308	0.3815	0.2885	0.3925	0.3568	0.08530349	0.052497603
27.5	43.5	77.93842902069373	29.795395388817433	0.1491	0.0979	0.1298	0.2386	0.32	0.3365	0.3248	0.2934	0.307	0.2885	0.4174	0.404	0.17445134	0.1030075
28.5	43.5	77.9385212603885	29.795395388817433	0.1491	0.0799	0.107	0.2144	0.32	0.3365	0.3248	0.2756	0.307	0.2885	0.4174	0.404	0.20461763	0.12489795
29.5	43.5	77.93861350008328	29.795395388817433	0.1257	0.0828	0.1064	0.206	0.2096	0.2341	0.2387	0.2686	0.221	0.2885	0.3446	0.3278	0.12394	0.13190052
30.5	43.5	77.93870573977806	29.795395388817433	0.1257	0.0985	0.1166	0.1902	0.2096	0.2341	0.2387	0.2389	0.221	0.2885	0.3446	0.3278	0.18114822	0.11349337
23.5	44.5	77.93806006191463	29.795303149122656	0.1435	0.344	0.3864	0.41	0.4012	0.3992	0.3819	0.3943	0.3657	0.2873	0.3735	0.3376	-0.02709042	-0.019520057
