,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
95,0.0914,0.111,0.1372,0.1526,0.1713,0.1898,0.2011,0.2026,0.2007,0.2125,0.2097,0.1885,0.017220473,0.14076576,1
96,0.0943,0.1244,0.151,0.1692,0.1878,0.2038,0.2111,0.207,0.2219,0.2125,0.2212,0.208,0.033162076,0.10047846,1
97,0.0943,0.1352,0.1588,0.1772,0.1878,0.2038,0.2111,0.2098,0.2219,0.2125,0.2212,0.208,0.026450114,0.084237725,1
98,0.0981,0.1346,0.1608,0.1814,0.2002,0.2096,0.2167,0.2131,0.2187,0.209,0.2287,0.2221,0.035310086,0.08035488,1
99,0.0881,0.0914,0.1176,0.1252,0.1521,0.2188,0.2356,0.2008,0.2339,0.2125,0.2197,0.1787,0.044946473,0.23190182,1
100,0.0881,0.0802,0.1116,0.1104,0.1521,0.2188,0.2356,0.2558,0.2339,0.2125,0.2197,0.1787,-0.07592011,0.3970508,1
101,0.091,0.0926,0.1256,0.1216,0.1653,0.239,0.2628,0.2536,0.2659,0.2125,0.231,0.1899,-0.04663639,0.35181236,1
102,0.091,0.115,0.1458,0.161,0.1653,0.239,0.2628,0.222,0.2659,0.2125,0.231,0.1899,0.019867556,0.15926895,1
103,0.0881,0.0772,0.106,0.1138,0.1521,0.2188,0.2356,0.228,0.2339,0.2125,0.2197,0.1787,-0.018539215,0.33411354,1
104,0.0881,0.0605,0.0952,0.0916,0.1521,0.2188,0.2356,0.271,0.2339,0.2125,0.2197,0.1787,-0.104544535,0.49476007,1
105,0.091,0.0647,0.1002,0.0938,0.1653,0.239,0.2628,0.2924,0.2659,0.2125,0.231,0.1899,-0.11730989,0.51424134,1
106,0.091,0.0838,0.1096,0.1224,0.1653,0.239,0.2628,0.271,0.2659,0.2125,0.231,0.1899,-0.079681255,0.37773257,1
107,0.0866,0.0652,0.0987,0.0932,0.1407,0.1918,0.2065,0.2455,0.2593,0.2261,0.2327,0.1822,-0.026767028,0.44966048,1
108,0.0887,0.0636,0.0956,0.0905,0.1461,0.2428,0.2711,0.284,0.2764,0.2261,0.2388,0.1772,-0.08645754,0.51668894,1
109,0.0786,0.0968,0.1208,0.259,0.2918,0.3115,0.3103,0.2961,0.2852,0.2722,0.4803,0.4662,0.23724887,0.066834785,1
110,0.1039,0.0942,0.1296,0.258,0.2926,0.311,0.3071,0.2901,0.2831,0.2487,0.4771,0.4689,0.24374348,0.058565997,1
111,0.1034,0.0866,0.1104,0.2468,0.2768,0.2903,0.2862,0.2799,0.2743,0.2722,0.4654,0.4525,0.24889305,0.062844135,1
112,0.1034,0.0824,0.1092,0.2284,0.2768,0.2903,0.2862,0.2701,0.2743,0.2722,0.4654,0.4525,0.26553366,0.08365093,1
113,0.1039,0.0806,0.106,0.2442,0.2926,0.311,0.3071,0.29,0.2831,0.2487,0.4771,0.4689,0.24390565,0.08573566,1
114,0.1034,0.0788,0.1064,0.231,0.2768,0.2903,0.2862,0.2663,0.2743,0.2722,0.4654,0.4525,0.27210608,0.07098328,1
115,0.1034,0.0788,0.1064,0.231,0.2768,0.2903,0.2862,0.2663,0.2743,0.2722,0.4654,0.4525,0.27210608,0.07098328,1
116,0.1034,0.0732,0.1016,0.207,0.2768,0.2903,0.2862,0.2534,0.2743,0.2722,0.4654,0.4525,0.29493603,0.10078192,1
117,0.1007,0.0854,0.1064,0.2016,0.2578,0.2787,0.2777,0.2536,0.2644,0.2722,0.4406,0.4199,0.26937482,0.114235505,1
118,0.1204,0.0902,0.1196,0.2408,0.2806,0.2961,0.2978,0.2857,0.2674,0.2873,0.4495,0.4437,0.22279653,0.08528016,1
119,0.13,0.0832,0.1102,0.246,0.3122,0.3286,0.3144,0.2814,0.301,0.2873,0.4445,0.4291,0.22468661,0.06712171,1
120,0.13,0.1,0.123,0.2456,0.3122,0.3286,0.3144,0.2735,0.301,0.2873,0.4445,0.4291,0.23816156,0.05374686,1
121,0.1344,0.0885,0.1092,0.2164,0.2809,0.3047,0.3131,0.2574,0.2844,0.2885,0.4198,0.398,0.23981099,0.08653442,1
122,0.1344,0.0885,0.1092,0.2164,0.2809,0.3047,0.3131,0.2574,0.2844,0.2885,0.4198,0.398,0.23981099,0.08653442,1
123,0.1344,0.0826,0.1044,0.1972,0.2809,0.3047,0.3131,0.2511,0.2844,0.2885,0.4198,0.398,0.25145328,0.12023199,1
124,0.1317,0.0762,0.1026,0.201,0.2661,0.2932,0.2866,0.2602,0.2722,0.2885,0.447,0.4294,0.26414028,0.12836078,1
125,0.1317,0.0899,0.123,0.216,0.2661,0.2932,0.2866,0.278,0.2722,0.2885,0.447,0.4294,0.23310345,0.12550606,1
126,0.1204,0.0872,0.1122,0.2416,0.2806,0.2961,0.2978,0.2807,0.2674,0.2873,0.4495,0.4437,0.23116954,0.07486118,1
127,0.13,0.1062,0.1282,0.2524,0.3122,0.3286,0.3144,0.2822,0.301,0.2873,0.4445,0.4291,0.22333837,0.055742607,1
128,0.13,0.2008,0.2454,0.3124,0.3122,0.3286,0.3144,0.332,0.301,0.2873,0.4445,0.4291,0.14488089,0.03041585,1
129,0.1344,0.1772,0.2112,0.2864,0.2809,0.3047,0.3131,0.3156,0.2844,0.2885,0.4198,0.398,0.1416916,0.048505012,1
130,0.1344,0.1772,0.2112,0.2864,0.2809,0.3047,0.3131,0.3156,0.2844,0.2885,0.4198,0.398,0.1416916,0.048505012,1
131,0.1344,0.0934,0.118,0.222,0.2809,0.3047,0.3131,0.2761,0.2844,0.2885,0.4198,0.398,0.20649518,0.10861274,1
132,0.1317,0.0836,0.1018,0.2108,0.2661,0.2932,0.2866,0.2712,0.2722,0.2885,0.447,0.4294,0.2447786,0.1253112,1
133,0.1317,0.0858,0.106,0.2196,0.2661,0.2932,0.2866,0.2837,0.2722,0.2885,0.447,0.4294,0.22348434,0.12735939,1
134,0.1145,0.0868,0.1084,0.2178,0.2831,0.303,0.3013,0.2798,0.2835,0.2885,0.4433,0.4307,0.22610982,0.124598056,1
135,0.1435,0.2138,0.24,0.31,0.4012,0.3992,0.3819,0.3152,0.3657,0.2873,0.3735,0.3376,0.08465223,0.008317336,1
136,0.1435,0.3172,0.3616,0.3872,0.4012,0.3992,0.3819,0.3809,0.3657,0.2873,0.3735,0.3376,-0.009809128,-0.00820206,1
137,0.1515,0.3168,0.3472,0.3804,0.4045,0.4006,0.4021,0.3796,0.3815,0.2885,0.3925,0.3568,0.016707713,-0.0010526495,1
138,0.1515,0.3168,0.3472,0.3804,0.4045,0.4006,0.4021,0.3796,0.3815,0.2885,0.3925,0.3568,0.016707713,-0.0010526495,1
139,0.1515,0.1978,0.2274,0.2978,0.4045,0.4006,0.4021,0.3308,0.3815,0.2885,0.3925,0.3568,0.08530349,0.052497603,1
140,0.1491,0.0979,0.1298,0.2386,0.32,0.3365,0.3248,0.2934,0.307,0.2885,0.4174,0.404,0.17445134,0.1030075,1
141,0.1491,0.0799,0.107,0.2144,0.32,0.3365,0.3248,0.2756,0.307,0.2885,0.4174,0.404,0.20461763,0.12489795,1
142,0.1257,0.0828,0.1064,0.206,0.2096,0.2341,0.2387,0.2686,0.221,0.2885,0.3446,0.3278,0.12394,0.13190052,1
143,0.1257,0.0985,0.1166,0.1902,0.2096,0.2341,0.2387,0.2389,0.221,0.2885,0.3446,0.3278,0.18114822,0.11349337,1
144,0.1435,0.344,0.3864,0.41,0.4012,0.3992,0.3819,0.3943,0.3657,0.2873,0.3735,0.3376,-0.02709042,-0.019520057,1
145,0.1515,0.3468,0.3972,0.4164,0.4045,0.4006,0.4021,0.4028,0.3815,0.2885,0.3925,0.3568,-0.012951063,-0.016601553,1
146,0.1515,0.33,0.3656,0.4068,0.4045,0.4006,0.4021,0.3997,0.3815,0.2885,0.3925,0.3568,-0.00908858,-0.0088034915,1
147,0.1515,0.33,0.3656,0.4068,0.4045,0.4006,0.4021,0.3997,0.3815,0.2885,0.3925,0.3568,-0.00908858,-0.0088034915,1
148,0.1491,0.2306,0.2438,0.332,0.32,0.3365,0.3248,0.3556,0.307,0.2885,0.4174,0.404,0.079948254,0.0343223,1
149,0.1491,0.115,0.1288,0.2276,0.32,0.3365,0.3248,0.2779,0.307,0.2885,0.4174,0.404,0.20063281,0.09950548,1
150,0.1257,0.0781,0.104,0.1704,0.2096,0.2341,0.2387,0.221,0.221,0.2885,0.3446,0.3278,0.21852899,0.12927952,1
151,0.1257,0.0882,0.1124,0.142,0.2096,0.2341,0.2387,0.178,0.221,0.2885,0.3446,0.3278,0.31879064,0.11249999,1
152,0.0914,0.0591,0.0842,0.118,0.1686,0.1863,0.1857,0.1548,0.1869,0.2262,0.2883,0.2617,0.3012864,0.13489735,1
153,0.1338,0.3576,0.3984,0.4124,0.4416,0.4294,0.4152,0.398,0.3855,0.2873,0.3363,0.3011,-0.08402563,-0.017769009,1
154,0.1419,0.366,0.4108,0.4364,0.4706,0.4655,0.4634,0.4156,0.4235,0.2885,0.3861,0.3638,-0.036796816,-0.024413139,1
155,0.1419,0.3876,0.4332,0.4496,0.4706,0.4655,0.4634,0.4308,0.4235,0.2885,0.3861,0.3638,-0.054719057,-0.021353953,1
156,0.1419,0.3876,0.4332,0.4496,0.4706,0.4655,0.4634,0.4308,0.4235,0.2885,0.3861,0.3638,-0.054719057,-0.021353953,1
157,0.1393,0.3308,0.3688,0.396,0.3319,0.336,0.3186,0.3936,0.307,0.2885,0.3494,0.3343,-0.059488524,-0.0030395275,1
158,0.1393,0.1548,0.205,0.2392,0.3319,0.336,0.3186,0.2812,0.307,0.2885,0.3494,0.3343,0.108151,0.08070714,1
159,0.1176,0.0762,0.099,0.1294,0.1529,0.1684,0.1892,0.1728,0.1801,0.2885,0.2861,0.2562,0.24689473,0.14361352,1
160,0.1176,0.0644,0.0847,0.113,0.1529,0.1684,0.1892,0.1436,0.1801,0.2885,0.2861,0.2562,0.3316267,0.119251765,1
161,0.0853,0.0604,0.0746,0.1492,0.2068,0.2278,0.2127,0.168,0.2066,0.2262,0.3211,0.298,0.31302392,0.059268568,1
162,0.0853,0.0676,0.0843,0.1892,0.2068,0.2278,0.2127,0.2148,0.2066,0.2262,0.3211,0.298,0.1983579,0.06336634,1
163,0.1419,0.3828,0.4208,0.4496,0.4706,0.4655,0.4634,0.4332,0.4235,0.2885,0.3861,0.3638,-0.05748811,-0.018577265,1
164,0.1419,0.366,0.4156,0.4328,0.4706,0.4655,0.4634,0.4187,0.4235,0.2885,0.3861,0.3638,-0.040506978,-0.016558995,1
165,0.1419,0.366,0.4156,0.4328,0.4706,0.4655,0.4634,0.4187,0.4235,0.2885,0.3861,0.3638,-0.040506978,-0.016558995,1
166,0.1393,0.2686,0.3024,0.3652,0.3319,0.336,0.3186,0.3672,0.307,0.2885,0.3494,0.3343,-0.024839483,0.002730713,1
167,0.1393,0.124,0.161,0.2138,0.3319,0.336,0.3186,0.249,0.307,0.2885,0.3494,0.3343,0.16778077,0.076058775,1
168,0.1176,0.0723,0.0906,0.125,0.1529,0.1684,0.1892,0.1588,0.1801,0.2885,0.2861,0.2562,0.2861317,0.11909798,1
169,0.1176,0.06,0.0796,0.1502,0.1529,0.1684,0.1892,0.1729,0.1801,0.2885,0.2861,0.2562,0.24662308,0.070256926,1
170,0.0853,0.0686,0.0879,0.1974,0.2068,0.2278,0.2127,0.2196,0.2066,0.2262,0.3211,0.298,0.1877196,0.053237416,1
171,0.0853,0.0646,0.0872,0.1956,0.2068,0.2278,0.2127,0.23,0.2066,0.2262,0.3211,0.298,0.16530573,0.08082707,1
172,0.1173,0.283,0.3296,0.3508,0.3415,0.3576,0.3563,0.3643,0.3511,0.2534,0.3118,0.2802,-0.07765125,0.018878484,1
173,0.1173,0.283,0.3296,0.3508,0.3415,0.3576,0.3563,0.3643,0.3511,0.2534,0.3118,0.2802,-0.07765125,0.018878484,1
174,0.1154,0.1544,0.2014,0.2602,0.2313,0.2415,0.235,0.2924,0.2249,0.2534,0.2992,0.2743,0.011494246,0.05827001,1
175,0.1154,0.0756,0.1058,0.1634,0.2313,0.2415,0.235,0.1848,0.2249,0.2534,0.2992,0.2743,0.23636363,0.061458945,1
176,0.0996,0.0678,0.0841,0.1588,0.1972,0.2144,0.2179,0.187,0.2104,0.2534,0.3319,0.3008,0.27924454,0.081550024,1
177,0.0996,0.0689,0.0847,0.1932,0.1972,0.2144,0.2179,0.218,0.2104,0.2534,0.3319,0.3008,0.20712858,0.060311254,1
178,0.0751,0.0673,0.0882,0.2046,0.256,0.2642,0.2583,0.2282,0.2452,0.2779,0.4089,0.3968,0.28362894,0.054528642,1
179,0.1154,0.086,0.1148,0.1506,0.2313,0.2415,0.235,0.1847,0.2249,0.2534,0.2992,0.2743,0.23661914,0.101699956,1
180,0.1154,0.086,0.1148,0.1506,0.2313,0.2415,0.235,0.1847,0.2249,0.2534,0.2992,0.2743,0.23661914,0.101699956,1
181,0.1154,0.0682,0.0874,0.1634,0.2313,0.2415,0.235,0.1792,0.2249,0.2534,0.2992,0.2743,0.25083613,0.04611792,1
182,0.0996,0.0658,0.089,0.1896,0.1972,0.2144,0.2179,0.2193,0.2104,0.2534,0.3319,0.3008,0.20428157,0.072633885,1
183,0.0974,0.0633,0.0822,0.1444,0.2112,0.2203,0.2332,0.1729,0.211,0.2534,0.3268,0.3024,0.30798477,0.08982038,1
184,0.0974,0.068,0.0894,0.1944,0.2112,0.2203,0.2332,0.2225,0.211,0.2534,0.3268,0.3024,0.18987802,0.06740225,1
