Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	NDBI	NDVI
70.5	19.5	77.94239532756912	29.797609141492067	0.1154	0.1226	0.1378	0.1494	0.1846	0.2087	0.2195	0.2129	0.2293	0.2373	0.256	0.2418	0.091917284	0.17526913
65.5	20.5	77.94193412909523	29.79751690179729	0.1154	0.098	0.12	0.1266	0.174	0.2259	0.2415	0.2388	0.2521	0.2373	0.2566	0.211	0.035930537	0.30706078
66.5	20.5	77.94202636879001	29.79751690179729	0.1154	0.098	0.12	0.1266	0.174	0.2259	0.2415	0.2388	0.2521	0.2373	0.2566	0.211	0.035930537	0.30706078
67.5	20.5	77.94211860848479	29.79751690179729	0.1154	0.1066	0.1298	0.1388	0.174	0.2259	0.2415	0.2348	0.2521	0.2373	0.2566	0.211	0.044363037	0.25695932
68.5	20.5	77.94221084817956	29.79751690179729	0.1154	0.1124	0.1332	0.1486	0.1855	0.2097	0.2217	0.2098	0.231	0.2373	0.2503	0.2336	0.08802431	0.17075895
69.5	20.5	77.94230308787434	29.79751690179729	0.1154	0.1278	0.144	0.1616	0.1855	0.2097	0.2217	0.2238	0.231	0.2373	0.2503	0.2336	0.055895355	0.1613908
70.5	20.5	77.94239532756912	29.79751690179729	0.1154	0.1306	0.1476	0.161	0.1846	0.2087	0.2195	0.2223	0.2293	0.2373	0.256	0.2418	0.07045791	0.15992694
71.5	20.5	77.9424875672639	29.79751690179729	0.1154	0.1222	0.151	0.1604	0.1846	0.2087	0.2195	0.2237	0.2293	0.2373	0.256	0.2418	0.06733377	0.16480082
64.5	21.5	77.94184188940045	29.797424662102515	0.101	0.0906	0.111	0.1132	0.1654	0.2333	0.2495	0.2601	0.2667	0.2561	0.2674	0.2032	0.0138388425	0.3935173
65.5	21.5	77.94193412909523	29.797424662102515	0.1154	0.1006	0.119	0.1282	0.174	0.2259	0.2415	0.2461	0.2521	0.2373	0.2566	0.211	0.020887207	0.314988
66.5	21.5	77.94202636879001	29.797424662102515	0.1154	0.1006	0.119	0.1282	0.174	0.2259	0.2415	0.2461	0.2521	0.2373	0.2566	0.211	0.020887207	0.314988
67.5	21.5	77.94211860848479	29.797424662102515	0.1154	0.1108	0.1318	0.1448	0.174	0.2259	0.2415	0.219	0.2521	0.2373	0.2566	0.211	0.07905802	0.20395818
68.5	21.5	77.94221084817956	29.797424662102515	0.1154	0.1204	0.143	0.1594	0.1855	0.2097	0.2217	0.216	0.231	0.2373	0.2503	0.2336	0.073557764	0.15077251
69.5	21.5	77.94230308787434	29.797424662102515	0.1154	0.1414	0.164	0.1786	0.1855	0.2097	0.2217	0.2331	0.231	0.2373	0.2503	0.2336	0.035581287	0.13237794
70.5	21.5	77.94239532756912	29.797424662102515	0.1154	0.1462	0.1734	0.1836	0.2009	0.2219	0.2301	0.2225	0.231	0.2373	0.244	0.2413	0.046087902	0.095789224
71.5	21.5	77.9424875672639	29.797424662102515	0.1154	0.1488	0.1678	0.185	0.2009	0.2219	0.2301	0.2314	0.231	0.2373	0.244	0.2413	0.026504006	0.11143131
72.5	21.5	77.94257980695868	29.797424662102515	0.1236	0.1556	0.1846	0.2106	0.2292	0.2422	0.2542	0.2524	0.2623	0.2367	0.2784	0.2777	0.048982654	0.09028079
63.5	22.5	77.94174964970568	29.797332422407738	0.101	0.1036	0.1312	0.1482	0.1864	0.2366	0.2541	0.2532	0.2589	0.2561	0.263	0.2218	0.018984921	0.26158443
64.5	22.5	77.94184188940045	29.797332422407738	0.101	0.0972	0.1212	0.1268	0.1864	0.2366	0.2541	0.2473	0.2589	0.2561	0.263	0.2218	0.03076624	0.3221064
65.5	22.5	77.94193412909523	29.797332422407738	0.1154	0.1096	0.126	0.1352	0.1813	0.2209	0.2302	0.2253	0.2357	0.2373	0.2507	0.2208	0.05336134	0.24993066
66.5	22.5	77.94202636879001	29.797332422407738	0.1154	0.115	0.1346	0.1494	0.1813	0.2209	0.2302	0.2071	0.2357	0.2373	0.2507	0.2208	0.09523808	0.16185136
67.5	22.5	77.94211860848479	29.797332422407738	0.1154	0.115	0.1346	0.1494	0.1813	0.2209	0.2302	0.2071	0.2357	0.2373	0.2507	0.2208	0.09523808	0.16185136
68.5	22.5	77.94221084817956	29.797332422407738	0.1154	0.1288	0.1576	0.1758	0.2012	0.2123	0.2207	0.2248	0.2289	0.2373	0.241	0.2404	0.034778856	0.12231655
69.5	22.5	77.94230308787434	29.797332422407738	0.1154	0.1446	0.1598	0.1766	0.2012	0.2123	0.2207	0.2216	0.2289	0.2373	0.241	0.2404	0.04193688	0.113008544
70.5	22.5	77.94239532756912	29.797332422407738	0.1154	0.1184	0.1422	0.1492	0.1779	0.204	0.2136	0.1881	0.2124	0.2373	0.2062	0.2269	0.045904156	0.11532757
71.5	22.5	77.9424875672639	29.797332422407738	0.1154	0.1202	0.1404	0.146	0.1779	0.204	0.2136	0.1845	0.2124	0.2373	0.2062	0.2269	0.055541363	0.116490155
72.5	22.5	77.94257980695868	29.797332422407738	0.1236	0.1414	0.171	0.1806	0.2292	0.2422	0.2542	0.2178	0.2623	0.2367	0.2784	0.2777	0.122128166	0.0933735
63.5	23.5	77.94174964970568	29.79724018271296	0.101	0.122	0.1502	0.1676	0.1864	0.2366	0.2541	0.2602	0.2589	0.2561	0.263	0.2218	0.0053517157	0.21645626
64.5	23.5	77.94184188940045	29.79724018271296	0.101	0.1106	0.1312	0.1476	0.1864	0.2366	0.2541	0.2442	0.2589	0.2561	0.263	0.2218	0.037066255	0.24655439
65.5	23.5	77.94193412909523	29.79724018271296	0.1154	0.117	0.1306	0.1418	0.1813	0.2209	0.2302	0.2119	0.2357	0.2373	0.2507	0.2208	0.08387376	0.19819054
66.5	23.5	77.94202636879001	29.79724018271296	0.1154	0.1214	0.144	0.1618	0.1813	0.2209	0.2302	0.2165	0.2357	0.2373	0.2507	0.2208	0.07320205	0.14459424
67.5	23.5	77.94211860848479	29.79724018271296	0.1154	0.1214	0.144	0.1618	0.1813	0.2209	0.2302	0.2165	0.2357	0.2373	0.2507	0.2208	0.07320205	0.14459424
68.5	23.5	77.94221084817956	29.79724018271296	0.1154	0.1394	0.1672	0.181	0.2012	0.2123	0.2207	0.2248	0.2289	0.2373	0.241	0.2404	0.034778856	0.107934974
69.5	23.5	77.94230308787434	29.79724018271296	0.1154	0.138	0.16	0.1706	0.2012	0.2123	0.2207	0.2141	0.2289	0.2373	0.241	0.2404	0.059107874	0.11307514
70.5	23.5	77.94239532756912	29.79724018271296	0.1154	0.1164	0.137	0.1456	0.1779	0.204	0.2136	0.2073	0.2124	0.2373	0.2062	0.2269	-0.0026602265	0.17483707
71.5	23.5	77.9424875672639	29.79724018271296	0.1154	0.1142	0.126	0.1356	0.1779	0.204	0.2136	0.1941	0.2124	0.2373	0.2062	0.2269	0.030227318	0.17743404
72.5	23.5	77.94257980695868	29.79724018271296	0.1236	0.1154	0.1312	0.1406	0.1822	0.2008	0.2098	0.1818	0.2083	0.2367	0.2205	0.2341	0.096196905	0.12779155
73.5	23.5	77.94267204665344	29.79724018271296	0.1236	0.1438	0.1656	0.1796	0.1822	0.2008	0.2098	0.2214	0.2083	0.2367	0.2205	0.2341	-0.002036627	0.10423938
62.5	24.5	77.9416574100109	29.797147943018185	0.1111	0.1046	0.1156	0.1176	0.134	0.2104	0.2312	0.2587	0.2344	0.213	0.1947	0.1488	-0.14115573	0.3749668
63.5	24.5	77.94174964970568	29.797147943018185	0.1111	0.1274	0.1448	0.1676	0.1715	0.218	0.2368	0.242	0.2427	0.213	0.2343	0.2013	-0.016166274	0.18164061
64.5	24.5	77.94184188940045	29.797147943018185	0.1111	0.1356	0.1534	0.1758	0.1715	0.218	0.2368	0.2385	0.2427	0.213	0.2343	0.2013	-0.008883242	0.15133962
65.5	24.5	77.94193412909523	29.797147943018185	0.1202	0.1284	0.1534	0.1656	0.1968	0.2262	0.2346	0.2236	0.2412	0.2407	0.2544	0.2359	0.06443518	0.14902364
66.5	24.5	77.94202636879001	29.797147943018185	0.1202	0.1316	0.1606	0.1748	0.1968	0.2262	0.2346	0.225	0.2412	0.2407	0.2544	0.2359	0.0613267	0.12556279
67.5	24.5	77.94211860848479	29.797147943018185	0.1202	0.1316	0.1606	0.1748	0.1968	0.2262	0.2346	0.225	0.2412	0.2407	0.2544	0.2359	0.0613267	0.12556279
68.5	24.5	77.94221084817956	29.797147943018185	0.1202	0.1494	0.175	0.187	0.2056	0.2202	0.2278	0.2334	0.2348	0.2407	0.2467	0.2479	0.027702564	0.11037106
69.5	24.5	77.94230308787434	29.797147943018185	0.1202	0.1416	0.1644	0.1788	0.2056	0.2202	0.2278	0.2216	0.2348	0.2407	0.2467	0.2479	0.053598136	0.10689309
70.5	24.5	77.94239532756912	29.797147943018185	0.1202	0.136	0.1554	0.17	0.1952	0.2105	0.216	0.2201	0.2218	0.2407	0.2231	0.2468	0.0067689666	0.12842861
71.5	24.5	77.9424875672639	29.797147943018185	0.1202	0.1246	0.139	0.153	0.1952	0.2105	0.216	0.2198	0.2218	0.2407	0.2231	0.2468	0.007450917	0.17918454
72.5	24.5	77.94257980695868	29.797147943018185	0.1281	0.1164	0.1294	0.1402	0.1851	0.2056	0.212	0.2046	0.2128	0.2285	0.209	0.2431	0.010638298	0.18677494
73.5	24.5	77.94267204665344	29.797147943018185	0.1281	0.1154	0.1332	0.1404	0.1851	0.2056	0.212	0.193	0.2128	0.2285	0.209	0.2431	0.039801	0.15776843
62.5	25.5	77.9416574100109	29.79705570332341	0.1111	0.083	0.1038	0.0867	0.134	0.2104	0.2312	0.2382	0.2344	0.213	0.1947	0.1488	-0.10048508	0.4662973
63.5	25.5	77.94174964970568	29.79705570332341	0.1111	0.1098	0.1288	0.1216	0.1715	0.218	0.2368	0.1851	0.2427	0.213	0.2343	0.2013	0.117310435	0.20704271
64.5	25.5	77.94184188940045	29.79705570332341	0.1111	0.1356	0.1594	0.1594	0.1715	0.218	0.2368	0.2092	0.2427	0.213	0.2343	0.2013	0.05659528	0.13510579
65.5	25.5	77.94193412909523	29.79705570332341	0.1202	0.1526	0.176	0.1912	0.1968	0.2262	0.2346	0.2556	0.2412	0.2407	0.2544	0.2359	-0.0023529225	0.14413609
66.5	25.5	77.94202636879001	29.79705570332341	0.1202	0.15	0.1682	0.194	0.1968	0.2262	0.2346	0.2501	0.2412	0.2407	0.2544	0.2359	0.008523346	0.12632287
67.5	25.5	77.94211860848479	29.79705570332341	0.1202	0.15	0.1682	0.194	0.1968	0.2262	0.2346	0.2501	0.2412	0.2407	0.2544	0.2359	0.008523346	0.12632287
68.5	25.5	77.94221084817956	29.79705570332341	0.1202	0.1476	0.1694	0.1898	0.2056	0.2202	0.2278	0.2355	0.2348	0.2407	0.2467	0.2479	0.0232269	0.10745356
69.5	25.5	77.94230308787434	29.79705570332341	0.1202	0.1412	0.1628	0.1774	0.2056	0.2202	0.2278	0.2175	0.2348	0.2407	0.2467	0.2479	0.062903926	0.101544715
70.5	25.5	77.94239532756912	29.79705570332341	0.1202	0.1346	0.1608	0.167	0.1952	0.2105	0.216	0.2082	0.2218	0.2407	0.2231	0.2468	0.03454675	0.109808095
71.5	25.5	77.9424875672639	29.79705570332341	0.1202	0.1386	0.1574	0.1694	0.1952	0.2105	0.216	0.2132	0.2218	0.2407	0.2231	0.2468	0.022690818	0.11447986
72.5	25.5	77.94257980695868	29.79705570332341	0.1281	0.1354	0.1528	0.1638	0.1851	0.2056	0.212	0.2243	0.2128	0.2285	0.209	0.2431	-0.035310388	0.15588765
61.5	26.5	77.94156517031612	29.796963463628632	0.1111	0.0823	0.0992	0.0888	0.1202	0.1876	0.2015	0.2426	0.215	0.213	0.1832	0.1328	-0.1395021	0.46409172
62.5	26.5	77.9416574100109	29.796963463628632	0.1111	0.0828	0.0954	0.0885	0.1202	0.1876	0.2015	0.206	0.215	0.213	0.1832	0.1328	-0.058581702	0.39898133
63.5	26.5	77.94174964970568	29.796963463628632	0.1111	0.1126	0.1176	0.1188	0.1641	0.1998	0.2163	0.1714	0.2286	0.213	0.2179	0.1741	0.11944515	0.1812543
64.5	26.5	77.94184188940045	29.796963463628632	0.1111	0.114	0.1278	0.129	0.1641	0.1998	0.2163	0.2047	0.2286	0.213	0.2179	0.1741	0.03123521	0.22685048
65.5	26.5	77.94193412909523	29.796963463628632	0.1202	0.1158	0.1468	0.1522	0.1973	0.2198	0.2287	0.2479	0.238	0.2407	0.248	0.2175	2.0165698E-4	0.23919019
66.5	26.5	77.94202636879001	29.796963463628632	0.1202	0.1388	0.1632	0.1748	0.1973	0.2198	0.2287	0.2352	0.238	0.2407	0.248	0.2175	0.026490051	0.1473171
67.5	26.5	77.94211860848479	29.796963463628632	0.1202	0.1332	0.161	0.1696	0.1986	0.2188	0.235	0.2129	0.244	0.2407	0.2498	0.2345	0.07974929	0.113202624
68.5	26.5	77.94221084817956	29.796963463628632	0.1202	0.1332	0.161	0.1696	0.1986	0.2188	0.235	0.2129	0.244	0.2407	0.2498	0.2345	0.07974929	0.113202624
69.5	26.5	77.94230308787434	29.796963463628632	0.1202	0.1392	0.1636	0.1766	0.1986	0.2188	0.235	0.2203	0.244	0.2407	0.2498	0.2345	0.06275259	0.110103324
70.5	26.5	77.94239532756912	29.796963463628632	0.1202	0.137	0.1626	0.1796	0.2077	0.2276	0.2365	0.2192	0.2377	0.2407	0.2537	0.2437	0.07295409	0.099297896
71.5	26.5	77.9424875672639	29.796963463628632	0.1202	0.1424	0.1636	0.1782	0.2077	0.2276	0.2365	0.2199	0.2377	0.2407	0.2537	0.2437	0.071368225	0.10474753
72.5	26.5	77.94257980695868	29.796963463628632	0.1281	0.1434	0.1686	0.1812	0.2002	0.2246	0.2316	0.2241	0.2325	0.2285	0.2419	0.2469	0.03819743	0.105847515
60.5	27.5	77.94147293062134	29.796871223933856	0.1111	0.0883	0.1064	0.1021	0.1486	0.1854	0.2075	0.213	0.2165	0.213	0.1937	0.164	-0.047455125	0.35195175
61.5	27.5	77.94156517031612	29.796871223933856	0.1111	0.0786	0.097	0.0863	0.1202	0.1876	0.2015	0.2244	0.215	0.213	0.1832	0.1328	-0.10107948	0.4444802
62.5	27.5	77.9416574100109	29.796871223933856	0.1111	0.0908	0.103	0.0996	0.1202	0.1876	0.2015	0.1781	0.215	0.213	0.1832	0.1328	0.014115685	0.28267914
63.5	27.5	77.94174964970568	29.796871223933856	0.1111	0.1162	0.1274	0.1306	0.1641	0.1998	0.2163	0.1874	0.2286	0.213	0.2179	0.1741	0.07525289	0.17861633
64.5	27.5	77.94184188940045	29.796871223933856	0.1111	0.1156	0.1314	0.1378	0.1641	0.1998	0.2163	0.2355	0.2286	0.213	0.2179	0.1741	-0.038817823	0.2617198
65.5	27.5	77.94193412909523	29.796871223933856	0.1202	0.1184	0.1428	0.152	0.1973	0.2198	0.2287	0.2394	0.238	0.2407	0.248	0.2175	0.017644638	0.22330098
66.5	27.5	77.94202636879001	29.796871223933856	0.1202	0.1306	0.143	0.157	0.1973	0.2198	0.2287	0.2113	0.238	0.2407	0.248	0.2175	0.07990419	0.14743415
67.5	27.5	77.94211860848479	29.796871223933856	0.1202	0.1278	0.1442	0.1604	0.1986	0.2188	0.235	0.2019	0.244	0.2407	0.2498	0.2345	0.106043816	0.114545956
68.5	27.5	77.94221084817956	29.796871223933856	0.1202	0.1278	0.1442	0.1604	0.1986	0.2188	0.235	0.2019	0.244	0.2407	0.2498	0.2345	0.106043816	0.114545956
69.5	27.5	77.94230308787434	29.796871223933856	0.1202	0.1434	0.1642	0.1854	0.1986	0.2188	0.235	0.2441	0.244	0.2407	0.2498	0.2345	0.011540782	0.13667057
70.5	27.5	77.94239532756912	29.796871223933856	0.1202	0.1528	0.1734	0.2008	0.2077	0.2276	0.2365	0.2408	0.2377	0.2407	0.2537	0.2437	0.026086947	0.090579696
71.5	27.5	77.9424875672639	29.796871223933856	0.1202	0.1434	0.1664	0.187	0.2077	0.2276	0.2365	0.2295	0.2377	0.2407	0.2537	0.2437	0.05008277	0.10204079
72.5	27.5	77.94257980695868	29.796871223933856	0.1281	0.1334	0.163	0.1778	0.2002	0.2246	0.2316	0.2185	0.2325	0.2285	0.2419	0.2469	0.050825357	0.10269998
60.5	28.5	77.94147293062134	29.79677898423908	0.1111	0.1044	0.1228	0.1242	0.1538	0.185	0.2074	0.2096	0.2066	0.213	0.2101	0.189	0.0011913119	0.25584182
61.5	28.5	77.94156517031612	29.79677898423908	0.1111	0.0961	0.1082	0.1044	0.1428	0.1976	0.2098	0.1984	0.2151	0.213	0.2053	0.1662	0.017091893	0.31043595
62.5	28.5	77.9416574100109	29.79677898423908	0.1111	0.1094	0.123	0.1208	0.1428	0.1976	0.2098	0.1662	0.2151	0.213	0.2053	0.1662	0.10524901	0.15818813
63.5	28.5	77.94174964970568	29.79677898423908	0.1111	0.1234	0.1382	0.1484	0.1846	0.2261	0.242	0.2082	0.2456	0.213	0.2324	0.1987	0.05492512	0.1676949
64.5	28.5	77.94184188940045	29.79677898423908	0.1111	0.1294	0.1472	0.1572	0.1846	0.2261	0.242	0.253	0.2456	0.213	0.2324	0.1987	-0.042439207	0.23354462
65.5	28.5	77.94193412909523	29.79677898423908	0.1202	0.1438	0.169	0.189	0.1965	0.2297	0.2381	0.2478	0.2368	0.2407	0.2411	0.2129	-0.013704223	0.13461538
66.5	28.5	77.94202636879001	29.79677898423908	0.1202	0.1334	0.1576	0.1736	0.1965	0.2297	0.2381	0.2224	0.2368	0.2407	0.2411	0.2129	0.040345207	0.123232305
67.5	28.5	77.94211860848479	29.79677898423908	0.1202	0.1178	0.138	0.1418	0.1767	0.2328	0.2554	0.2236	0.2556	0.2407	0.2414	0.2042	0.038279578	0.22386426
68.5	28.5	77.94221084817956	29.79677898423908	0.1202	0.1178	0.138	0.1418	0.1767	0.2328	0.2554	0.2236	0.2556	0.2407	0.2414	0.2042	0.038279578	0.22386426
69.5	28.5	77.94230308787434	29.79677898423908	0.1202	0.113	0.1454	0.1426	0.1767	0.2328	0.2554	0.2662	0.2556	0.2407	0.2414	0.2042	-0.048857372	0.30234835
70.5	28.5	77.94239532756912	29.79677898423908	0.1202	0.1348	0.1704	0.1718	0.1911	0.248	0.2645	0.2624	0.279	0.2407	0.2581	0.2194	-0.008261284	0.2086596
71.5	28.5	77.9424875672639	29.79677898423908	0.1202	0.1482	0.183	0.1844	0.1911	0.248	0.2645	0.2464	0.279	0.2407	0.2581	0.2194	0.023191286	0.14391828
59.5	29.5	77.94138069092658	29.796686744544303	0.1111	0.1154	0.1296	0.1332	0.1538	0.185	0.2074	0.1941	0.2066	0.213	0.2101	0.189	0.039584335	0.18606783
60.5	29.5	77.94147293062134	29.796686744544303	0.1111	0.1023	0.126	0.131	0.1538	0.185	0.2074	0.2098	0.2066	0.213	0.2101	0.189	7.1443245E-4	0.23122068
61.5	29.5	77.94156517031612	29.796686744544303	0.1111	0.112	0.1238	0.1274	0.1428	0.1976	0.2098	0.2048	0.2151	0.213	0.2053	0.1662	0.0012192355	0.23299217
62.5	29.5	77.9416574100109	29.796686744544303	0.1111	0.1108	0.1334	0.135	0.1428	0.1976	0.2098	0.2016	0.2151	0.213	0.2053	0.1662	0.0090931505	0.19786094
63.5	29.5	77.94174964970568	29.796686744544303	0.1111	0.1226	0.1432	0.1466	0.1846	0.2261	0.242	0.2406	0.2456	0.213	0.2324	0.1987	-0.017336162	0.24276863
64.5	29.5	77.94184188940045	29.796686744544303	0.1111	0.1418	0.1618	0.1802	0.1846	0.2261	0.242	0.2508	0.2456	0.213	0.2324	0.1987	-0.038079496	0.16380514
65.5	29.5	77.94193412909523	29.796686744544303	0.1202	0.1466	0.17	0.1886	0.1965	0.2297	0.2381	0.242	0.2368	0.2407	0.2411	0.2129	-0.001862969	0.12401299
66.5	29.5	77.94202636879001	29.796686744544303	0.1202	0.1312	0.1582	0.1696	0.1965	0.2297	0.2381	0.2298	0.2368	0.2407	0.2411	0.2129	0.023996597	0.15072611
67.5	29.5	77.94211860848479	29.796686744544303	0.1202	0.1066	0.1252	0.1238	0.1767	0.2328	0.2554	0.2484	0.2556	0.2407	0.2414	0.2042	-0.014291546	0.33476624
68.5	29.5	77.94221084817956	29.796686744544303	0.1202	0.1066	0.1252	0.1238	0.1767	0.2328	0.2554	0.2484	0.2556	0.2407	0.2414	0.2042	-0.014291546	0.33476624
69.5	29.5	77.94230308787434	29.796686744544303	0.1202	0.0933	0.1178	0.1122	0.1767	0.2328	0.2554	0.2843	0.2556	0.2407	0.2414	0.2042	-0.08160547	0.4340479
70.5	29.5	77.94239532756912	29.796686744544303	0.1202	0.1036	0.1186	0.1184	0.1911	0.248	0.2645	0.2808	0.279	0.2407	0.2581	0.2194	-0.042122863	0.40681365
71.5	29.5	77.9424875672639	29.796686744544303	0.1202	0.1274	0.143	0.1562	0.1911	0.248	0.2645	0.2708	0.279	0.2407	0.2581	0.2194	-0.024012085	0.26838404
59.5	30.5	77.94138069092658	29.796594504849526	0.1116	0.1268	0.1378	0.146	0.1608	0.1995	0.2201	0.216	0.2308	0.2082	0.2111	0.2078	-0.011472743	0.19337018
60.5	30.5	77.94147293062134	29.796594504849526	0.1116	0.105	0.1318	0.1344	0.1608	0.1995	0.2201	0.2314	0.2308	0.2082	0.2111	0.2078	-0.04587571	0.26517224
61.5	30.5	77.94156517031612	29.796594504849526	0.1116	0.107	0.1224	0.1206	0.1634	0.2161	0.2303	0.2336	0.244	0.2082	0.2185	0.1918	-0.033399694	0.3190288
62.5	30.5	77.9416574100109	29.796594504849526	0.1116	0.1017	0.124	0.13	0.1634	0.2161	0.2303	0.2202	0.244	0.2082	0.2185	0.1918	-0.003875083	0.25756714
63.5	30.5	77.94174964970568	29.796594504849526	0.1116	0.1324	0.1484	0.1604	0.2049	0.2298	0.2434	0.2398	0.2545	0.2082	0.2434	0.2238	0.007450303	0.1984008
64.5	30.5	77.94184188940045	29.796594504849526	0.1116	0.141	0.1746	0.1972	0.2049	0.2298	0.2434	0.2434	0.2545	0.2082	0.2434	0.2238	0.0	0.104857
65.5	30.5	77.94193412909523	29.796594504849526	0.1146	0.1376	0.1554	0.172	0.1856	0.2119	0.2201	0.22	0.2382	0.2508	0.2381	0.213	0.03951104	0.12244896
66.5	30.5	77.94202636879001	29.796594504849526	0.1146	0.1162	0.14	0.1464	0.1856	0.2119	0.2201	0.2008	0.2382	0.2508	0.2381	0.213	0.084985204	0.15668201
67.5	30.5	77.94211860848479	29.796594504849526	0.1146	0.0991	0.1204	0.118	0.1539	0.2099	0.2354	0.212	0.2565	0.2508	0.2356	0.1786	0.052725643	0.28484848
68.5	30.5	77.94221084817956	29.796594504849526	0.1146	0.0906	0.1148	0.1064	0.1539	0.2099	0.2354	0.2636	0.2565	0.2508	0.2356	0.1786	-0.05608974	0.42486486
69.5	30.5	77.94230308787434	29.796594504849526	0.1146	0.0906	0.1148	0.1064	0.1539	0.2099	0.2354	0.2636	0.2565	0.2508	0.2356	0.1786	-0.05608974	0.42486486
70.5	30.5	77.94239532756912	29.796594504849526	0.1146	0.0849	0.1078	0.0912	0.1559	0.2575	0.2797	0.2808	0.2954	0.2508	0.247	0.1806	-0.06403945	0.5096774
58.5	31.5	77.9412884512318	29.79650226515475	0.1116	0.1088	0.1198	0.122	0.1608	0.1995	0.2201	0.2247	0.2308	0.2082	0.2111	0.2078	-0.031206992	0.29622152
59.5	31.5	77.94138069092658	29.79650226515475	0.1116	0.1114	0.1306	0.1346	0.1608	0.1995	0.2201	0.2268	0.2308	0.2082	0.2111	0.2078	-0.035852928	0.25511897
60.5	31.5	77.94147293062134	29.79650226515475	0.1116	0.1114	0.1306	0.1346	0.1608	0.1995	0.2201	0.2268	0.2308	0.2082	0.2111	0.2078	-0.035852928	0.25511897
61.5	31.5	77.94156517031612	29.79650226515475	0.1116	0.1036	0.1186	0.118	0.1634	0.2161	0.2303	0.2258	0.244	0.2082	0.2185	0.1918	-0.016430316	0.31355438
62.5	31.5	77.9416574100109	29.79650226515475	0.1116	0.0984	0.1352	0.1372	0.1634	0.2161	0.2303	0.24	0.244	0.2082	0.2185	0.1918	-0.04689202	0.27253446
63.5	31.5	77.94174964970568	29.79650226515475	0.1116	0.14	0.1612	0.1764	0.2049	0.2298	0.2434	0.2491	0.2545	0.2082	0.2434	0.2238	-0.011573618	0.1708578
