Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	NDBI	NDVI
53.5	11.5	77.94082725275791	29.79834705905028	0.0691	0.0666	0.081	0.0631	0.1019	0.2346	0.2745	0.2877	0.2989	0.2868	0.1696	0.0864	-0.25825498	0.64025086
54.5	11.5	77.9409194924527	29.79834705905028	0.0691	0.0673	0.079	0.0623	0.0997	0.2423	0.2924	0.289	0.304	0.2868	0.1667	0.0808	-0.26837832	0.6453174
55.5	11.5	77.94101173214747	29.79834705905028	0.0691	0.0673	0.079	0.0623	0.0997	0.2423	0.2924	0.289	0.304	0.2868	0.1667	0.0808	-0.26837832	0.6453174
56.5	11.5	77.94110397184224	29.79834705905028	0.0691	0.0684	0.0802	0.0627	0.0997	0.2423	0.2924	0.304	0.304	0.2868	0.1667	0.0808	-0.29169318	0.65803105
57.5	11.5	77.94119621153702	29.79834705905028	0.0691	0.0668	0.0818	0.0627	0.0989	0.2448	0.291	0.3168	0.3012	0.2868	0.1667	0.0805	-0.31044465	0.6695652
4.5	12.5	77.93630750771386	29.798254819355503	0.0829	0.0854	0.0997	0.0836	0.1206	0.2248	0.2608	0.2597	0.2782	0.2709	0.1634	0.084	-0.22760579	0.5129624
5.5	12.5	77.93639974740864	29.798254819355503	0.0821	0.0844	0.1009	0.0838	0.1201	0.2231	0.2554	0.254	0.2735	0.2743	0.1625	0.0841	-0.21968791	0.50384843
6.5	12.5	77.93649198710342	29.798254819355503	0.0821	0.0837	0.1005	0.0858	0.1201	0.2231	0.2554	0.2564	0.2735	0.2743	0.1625	0.0841	-0.22415851	0.49853885
7.5	12.5	77.9365842267982	29.798254819355503	0.0821	0.0819	0.1018	0.0825	0.12	0.2228	0.2611	0.2596	0.2762	0.2743	0.1612	0.0832	-0.23384032	0.5176849
8.5	12.5	77.93667646649297	29.798254819355503	0.0821	0.0832	0.1016	0.0806	0.12	0.2228	0.2611	0.2594	0.2762	0.2743	0.1612	0.0832	-0.233476	0.52588236
9.5	12.5	77.93676870618775	29.798254819355503	0.0821	0.0832	0.1016	0.0806	0.12	0.2228	0.2611	0.2594	0.2762	0.2743	0.1612	0.0832	-0.233476	0.52588236
10.5	12.5	77.93686094588253	29.798254819355503	0.0821	0.0825	0.0976	0.08	0.1178	0.2237	0.2592	0.2611	0.2815	0.2743	0.1592	0.0789	-0.24244587	0.5309293
11.5	12.5	77.93695318557731	29.798254819355503	0.0821	0.0811	0.1013	0.08	0.1178	0.2237	0.2592	0.2653	0.2815	0.2743	0.1592	0.0789	-0.24994113	0.5366348
12.5	12.5	77.93704542527207	29.798254819355503	0.0822	0.08	0.0987	0.0796	0.1154	0.2283	0.2675	0.2706	0.2825	0.2811	0.1615	0.0828	-0.2524878	0.54540265
13.5	12.5	77.93713766496685	29.798254819355503	0.0822	0.0813	0.102	0.0805	0.1154	0.2283	0.2675	0.2732	0.2825	0.2811	0.1615	0.0828	-0.2569588	0.544812
14.5	12.5	77.93722990466163	29.798254819355503	0.0822	0.0864	0.1002	0.0827	0.1266	0.2279	0.2669	0.2707	0.2847	0.2811	0.1666	0.0926	-0.23805168	0.5319751
15.5	12.5	77.93732214435641	29.798254819355503	0.0822	0.0863	0.1014	0.0858	0.1266	0.2279	0.2669	0.2713	0.2847	0.2811	0.1666	0.0926	-0.23909566	0.51946235
16.5	12.5	77.93741438405118	29.798254819355503	0.0822	0.0876	0.1038	0.0894	0.1257	0.2278	0.271	0.2567	0.2832	0.2811	0.1706	0.0958	-0.20149781	0.4833863
17.5	12.5	77.93750662374596	29.798254819355503	0.0822	0.0888	0.1028	0.0905	0.1257	0.2278	0.271	0.2618	0.2832	0.2811	0.1706	0.0958	-0.2109158	0.48623332
53.5	12.5	77.94082725275791	29.798254819355503	0.0763	0.0693	0.081	0.0633	0.1005	0.2545	0.3073	0.3034	0.3251	0.3068	0.174	0.0839	-0.27105156	0.6547587
54.5	12.5	77.9409194924527	29.798254819355503	0.0763	0.0682	0.0806	0.0647	0.1034	0.2336	0.2766	0.2918	0.3093	0.3068	0.1676	0.0855	-0.2703526	0.63702667
55.5	12.5	77.94101173214747	29.798254819355503	0.0763	0.0682	0.0806	0.0647	0.1034	0.2336	0.2766	0.2918	0.3093	0.3068	0.1676	0.0855	-0.2703526	0.63702667
56.5	12.5	77.94110397184224	29.798254819355503	0.0763	0.0681	0.0843	0.0654	0.1034	0.2336	0.2766	0.2974	0.3093	0.3068	0.1676	0.0855	-0.27913976	0.6394708
4.5	13.5	77.93630750771386	29.798162579660726	0.0829	0.0838	0.099	0.0839	0.121	0.2207	0.2568	0.2599	0.2721	0.2709	0.1617	0.0831	-0.23292223	0.5119256
5.5	13.5	77.93639974740864	29.798162579660726	0.0821	0.0852	0.0973	0.085	0.1172	0.2169	0.2481	0.2599	0.2691	0.2743	0.156	0.0782	-0.24981967	0.5071035
6.5	13.5	77.93649198710342	29.798162579660726	0.0821	0.0832	0.0985	0.0844	0.1172	0.2169	0.2481	0.2617	0.2691	0.2743	0.156	0.0782	-0.2530524	0.5122797
7.5	13.5	77.9365842267982	29.798162579660726	0.0821	0.0843	0.1003	0.0825	0.1155	0.2248	0.2633	0.2676	0.2854	0.2743	0.1559	0.08	-0.26375443	0.5287061
8.5	13.5	77.93667646649297	29.798162579660726	0.0821	0.0836	0.0993	0.0799	0.1155	0.2248	0.2633	0.2763	0.2854	0.2743	0.1559	0.08	-0.27857476	0.5513757
9.5	13.5	77.93676870618775	29.798162579660726	0.0821	0.0836	0.0993	0.0799	0.1155	0.2248	0.2633	0.2763	0.2854	0.2743	0.1559	0.08	-0.27857476	0.5513757
10.5	13.5	77.93686094588253	29.798162579660726	0.0821	0.0814	0.0995	0.078	0.1169	0.2302	0.2745	0.2735	0.2928	0.2743	0.1582	0.0767	-0.26708362	0.55618775
11.5	13.5	77.93695318557731	29.798162579660726	0.0821	0.0824	0.0998	0.08	0.1169	0.2302	0.2745	0.273	0.2928	0.2743	0.1582	0.0767	-0.26623377	0.5467422
12.5	13.5	77.93704542527207	29.798162579660726	0.0822	0.0827	0.0987	0.0804	0.1158	0.2332	0.2719	0.2733	0.2877	0.2811	0.1584	0.0787	-0.26615703	0.54537743
13.5	13.5	77.93713766496685	29.798162579660726	0.0822	0.079	0.1005	0.0819	0.1158	0.2332	0.2719	0.2741	0.2877	0.2811	0.1584	0.0787	-0.26751447	0.53988767
14.5	13.5	77.93722990466163	29.798162579660726	0.0822	0.0831	0.1014	0.0825	0.1168	0.2333	0.2706	0.2714	0.2916	0.2811	0.1588	0.0841	-0.26173872	0.53376657
15.5	13.5	77.93732214435641	29.798162579660726	0.0822	0.0848	0.1006	0.081	0.1168	0.2333	0.2706	0.2707	0.2916	0.2811	0.1588	0.0841	-0.2605355	0.53938013
16.5	13.5	77.93741438405118	29.798162579660726	0.0822	0.0831	0.102	0.0848	0.1209	0.224	0.2589	0.2663	0.2788	0.2811	0.166	0.094	-0.2320148	0.51694673
17.5	13.5	77.93750662374596	29.798162579660726	0.0822	0.0865	0.1044	0.0906	0.1209	0.224	0.2589	0.2563	0.2788	0.2811	0.166	0.094	-0.21382906	0.47765929
53.5	13.5	77.94082725275791	29.798162579660726	0.0763	0.0682	0.0796	0.0608	0.1005	0.2545	0.3073	0.2845	0.3251	0.3068	0.174	0.0839	-0.24100329	0.64784247
54.5	13.5	77.9409194924527	29.798162579660726	0.0763	0.0672	0.0803	0.0636	0.1034	0.2336	0.2766	0.2702	0.3093	0.3068	0.1676	0.0855	-0.23435359	0.6189335
55.5	13.5	77.94101173214747	29.798162579660726	0.0763	0.0672	0.0803	0.0636	0.1034	0.2336	0.2766	0.2702	0.3093	0.3068	0.1676	0.0855	-0.23435359	0.6189335
4.5	14.5	77.93630750771386	29.79807033996595	0.0829	0.0811	0.099	0.0825	0.121	0.2207	0.2568	0.2515	0.2721	0.2709	0.1617	0.0831	-0.2173282	0.505988
5.5	14.5	77.93639974740864	29.79807033996595	0.0821	0.0849	0.0966	0.0809	0.1172	0.2169	0.2481	0.2442	0.2691	0.2743	0.156	0.0782	-0.22038981	0.502307
6.5	14.5	77.93649198710342	29.79807033996595	0.0821	0.0797	0.096	0.0789	0.1172	0.2169	0.2481	0.2561	0.2691	0.2743	0.156	0.0782	-0.24290219	0.5289552
7.5	14.5	77.9365842267982	29.79807033996595	0.0821	0.0825	0.0993	0.0816	0.1155	0.2248	0.2633	0.2623	0.2854	0.2743	0.1559	0.08	-0.25442374	0.52544343
8.5	14.5	77.93667646649297	29.79807033996595	0.0821	0.0812	0.098	0.081	0.1155	0.2248	0.2633	0.2675	0.2854	0.2743	0.1559	0.08	-0.26358056	0.53515065
9.5	14.5	77.93676870618775	29.79807033996595	0.0821	0.0812	0.098	0.081	0.1155	0.2248	0.2633	0.2675	0.2854	0.2743	0.1559	0.08	-0.26358056	0.53515065
10.5	14.5	77.93686094588253	29.79807033996595	0.0821	0.0799	0.1002	0.0774	0.1169	0.2302	0.2745	0.2745	0.2928	0.2743	0.1582	0.0767	-0.2687775	0.56010234
11.5	14.5	77.93695318557731	29.79807033996595	0.0821	0.0818	0.0992	0.0785	0.1169	0.2302	0.2745	0.2735	0.2928	0.2743	0.1582	0.0767	-0.26708362	0.55397725
12.5	14.5	77.93704542527207	29.79807033996595	0.0822	0.0868	0.0968	0.082	0.1158	0.2332	0.2719	0.2725	0.2877	0.2811	0.1584	0.0787	-0.26479462	0.5373766
13.5	14.5	77.93713766496685	29.79807033996595	0.0822	0.079	0.0975	0.0806	0.1158	0.2332	0.2719	0.2762	0.2877	0.2811	0.1584	0.0787	-0.27105385	0.54820627
14.5	14.5	77.93722990466163	29.79807033996595	0.0822	0.0798	0.1002	0.0801	0.1168	0.2333	0.2706	0.2775	0.2916	0.2811	0.1588	0.0841	-0.27206048	0.55201346
15.5	14.5	77.93732214435641	29.79807033996595	0.0822	0.0836	0.0993	0.081	0.1168	0.2333	0.2706	0.2684	0.2916	0.2811	0.1588	0.0841	-0.2565543	0.53634804
16.5	14.5	77.93741438405118	29.79807033996595	0.0822	0.0825	0.0981	0.0847	0.1209	0.224	0.2589	0.2669	0.2788	0.2811	0.166	0.094	-0.23307925	0.5182025
17.5	14.5	77.93750662374596	29.79807033996595	0.0822	0.0841	0.1026	0.0863	0.1209	0.224	0.2589	0.2611	0.2788	0.2811	0.166	0.094	-0.22266449	0.5031664
53.5	14.5	77.94082725275791	29.79807033996595	0.0763	0.0693	0.0834	0.0636	0.105	0.26	0.3177	0.3064	0.3332	0.3068	0.1755	0.0882	-0.27163312	0.6562162
54.5	14.5	77.9409194924527	29.79807033996595	0.0763	0.0728	0.0852	0.0685	0.1067	0.237	0.2812	0.269	0.2939	0.3068	0.1672	0.0866	-0.23337917	0.5940741
4.5	15.5	77.93630750771386	29.797978100271173	0.0829	0.0812	0.0993	0.082	0.1175	0.2198	0.2553	0.2497	0.2733	0.2709	0.1643	0.0842	-0.2062802	0.5055773
5.5	15.5	77.93639974740864	29.797978100271173	0.0821	0.0811	0.0935	0.0784	0.11	0.2108	0.242	0.2267	0.2583	0.2743	0.1474	0.0724	-0.21197537	0.48607013
6.5	15.5	77.93649198710342	29.797978100271173	0.0821	0.0791	0.0935	0.0799	0.11	0.2108	0.242	0.241	0.2583	0.2743	0.1474	0.0724	-0.24098864	0.50202554
7.5	15.5	77.9365842267982	29.797978100271173	0.0821	0.0782	0.0967	0.0794	0.1078	0.211	0.2456	0.2576	0.2564	0.2743	0.1396	0.0666	-0.2970796	0.5287834
8.5	15.5	77.93667646649297	29.797978100271173	0.0821	0.0827	0.0979	0.08	0.1078	0.211	0.2456	0.2659	0.2564	0.2743	0.1396	0.0666	-0.31146732	0.5374386
9.5	15.5	77.93676870618775	29.797978100271173	0.0821	0.0827	0.0979	0.08	0.1078	0.211	0.2456	0.2659	0.2564	0.2743	0.1396	0.0666	-0.31146732	0.5374386
10.5	15.5	77.93686094588253	29.797978100271173	0.0821	0.0818	0.0974	0.0789	0.1118	0.2232	0.2604	0.2736	0.2716	0.2743	0.1472	0.072	-0.30038023	0.55234045
