#defaultCSS=fill:#0000ff; fill-opacity:0.5; stroke:#ffffff; stroke-opacity:1.0; stroke-width:1.0; symbol:cross
Veg%204%20shape	the_geom:MultiPolygon	name:String	tessellate:Boolean
Veg%204%20shape.1	MULTIPOLYGON (((78.09040471009511 29.89823168702719, 78.08928367921882 29.89946086373343, 78.08908200747234 29.89934954652021, 78.08856879264842 29.89989710893679, 78.08823094730921 29.90032830760083, 78.08836534239144 29.90042197485593, 78.08856716325927 29.90048076365676, 78.08866112891761 29.90058601899558, 78.08882240625411 29.90069725169525, 78.08903787152396 29.90069186571449, 78.0893407809242 29.90071584506507, 78.08944147960787 29.90082111380307, 78.08944123579751 29.90090866194002, 78.0894069216469 29.90114205373598, 78.08948724358217 29.90131148254081, 78.0896751768767 29.90152199214009, 78.08984307471603 29.90167409401085, 78.08999753992045 29.90181449473537, 78.09018570214151 29.90194329229407, 78.09050156208508 29.90215406851743, 78.09074365326872 29.90225963176378, 78.09103986625989 29.90227192078042, 78.09116105752202 29.9022721726156, 78.09119485079002 29.90222554964387, 78.09122202405678 29.90213805636058, 78.09131681565319 29.90194564439501, 78.09147234691001 29.90170082945355, 78.09160088172212 29.90147930530006, 78.09189802430916 29.90115307282747, 78.09215420640267 29.90103103566365, 78.0923968743915 29.90092647987892, 78.09273397716547 29.90075791661141, 78.0929701203232 29.90057747085118, 78.09324016691403 29.90030954591513, 78.09325500914575 29.89980763124469, 78.09318777806679 29.89977247322869, 78.09295941122807 29.89957355892572, 78.09255625383956 29.89928089842206, 78.0921394738431 29.89904657421886, 78.0916083069183 29.89878866510776, 78.091164472677 29.89860097358124, 78.09077450025349 29.89841339195033, 78.09040471009511 29.89823168702719)))	Veg 4 shape	true
