Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	NDVI	NDBI	NDWI
107.5	55.5	78.09523650181374	29.90147103781038	0.0765	0.0731	0.0904	0.0885	0.1314	0.1523	0.1542	0.14	0.1559	0.1585	0.1719	0.1493	0.22538292	0.10227638	-0.21527776
108.5	55.5	78.09532874150852	29.90147103781038	0.081	0.0793	0.0999	0.1006	0.1191	0.1333	0.1376	0.1625	0.1519	0.1388	0.17	0.144	0.23527175	0.022556415	-0.23856705
109.5	55.5	78.09542098120329	29.90147103781038	0.081	0.0855	0.0958	0.103	0.1191	0.1333	0.1376	0.1436	0.1519	0.1388	0.17	0.144	0.1646391	0.08418367	-0.19966584
110.5	55.5	78.09551322089807	29.90147103781038	0.081	0.0957	0.108	0.109	0.1188	0.1289	0.1353	0.1312	0.1418	0.1388	0.1649	0.1465	0.09242299	0.113812916	-0.09698996
111.5	55.5	78.09560546059285	29.90147103781038	0.081	0.0965	0.1086	0.1174	0.1188	0.1289	0.1353	0.1432	0.1418	0.1388	0.1649	0.1465	0.099002294	0.07043171	-0.13741064
112.5	55.5	78.09569770028763	29.90147103781038	0.081	0.0963	0.11	0.1102	0.1273	0.1282	0.1388	0.1368	0.1444	0.1388	0.1623	0.1411	0.107692316	0.085255764	-0.10858998
113.5	55.5	78.0957899399824	29.90147103781038	0.081	0.0963	0.11	0.1102	0.1273	0.1282	0.1388	0.1368	0.1444	0.1388	0.1623	0.1411	0.107692316	0.085255764	-0.10858998
105.5	56.5	78.09505202242418	29.901378798115605	0.0765	0.1248	0.1454	0.1578	0.1589	0.1716	0.1749	0.2034	0.1885	0.1585	0.2035	0.1778	0.12624584	2.457648E-4	-0.1662844
106.5	56.5	78.09514426211896	29.901378798115605	0.0765	0.1096	0.1282	0.1316	0.1314	0.1523	0.1542	0.1644	0.1559	0.1585	0.1719	0.1493	0.11081077	0.02230154	-0.123718396
107.5	56.5	78.09523650181374	29.901378798115605	0.0765	0.097	0.1128	0.1318	0.1314	0.1523	0.1542	0.176	0.1559	0.1585	0.1719	0.1493	0.14359975	-0.011784981	-0.21883656
108.5	56.5	78.09532874150852	29.901378798115605	0.081	0.0919	0.1096	0.1078	0.1191	0.1333	0.1376	0.1549	0.1519	0.1388	0.17	0.144	0.17929196	0.046475846	-0.17126654
109.5	56.5	78.09542098120329	29.901378798115605	0.081	0.0861	0.1028	0.106	0.1191	0.1333	0.1376	0.1512	0.1519	0.1388	0.17	0.144	0.17573872	0.058530528	-0.19055119
110.5	56.5	78.09551322089807	29.901378798115605	0.081	0.0891	0.104	0.1136	0.1188	0.1289	0.1353	0.1467	0.1418	0.1388	0.1649	0.1465	0.12716095	0.05840825	-0.17032307
111.5	56.5	78.09560546059285	29.901378798115605	0.081	0.0927	0.1	0.1158	0.1188	0.1289	0.1353	0.1509	0.1418	0.1388	0.1649	0.1465	0.13160856	0.04433185	-0.20286968
112.5	56.5	78.09569770028763	29.901378798115605	0.081	0.104	0.116	0.126	0.1273	0.1282	0.1388	0.1537	0.1444	0.1388	0.1623	0.1411	0.09903465	0.027215226	-0.13978495
113.5	56.5	78.0957899399824	29.901378798115605	0.081	0.1001	0.1168	0.1202	0.1273	0.1282	0.1388	0.1502	0.1444	0.1388	0.1623	0.1411	0.11094672	0.038720034	-0.12509361
106.5	57.5	78.09514426211896	29.90128655842083	0.0829	0.0922	0.1114	0.1206	0.138	0.156	0.1623	0.1542	0.1654	0.1596	0.1923	0.1734	0.12227075	0.10995672	-0.16114458
107.5	57.5	78.09523650181374	29.90128655842083	0.0829	0.1088	0.1252	0.1494	0.138	0.156	0.1623	0.2059	0.1654	0.1596	0.1923	0.1734	0.15902056	-0.03415367	-0.24373299
108.5	57.5	78.09532874150852	29.90128655842083	0.0824	0.0961	0.1184	0.12	0.1408	0.147	0.1511	0.1711	0.1709	0.143	0.1928	0.1649	0.17554107	0.05963175	-0.18203801
109.5	57.5	78.09542098120329	29.90128655842083	0.0824	0.0914	0.1052	0.1178	0.1408	0.147	0.1511	0.1642	0.1709	0.143	0.1928	0.1649	0.164539	0.08011207	-0.21900518
110.5	57.5	78.09551322089807	29.90128655842083	0.0824	0.0896	0.1	0.1142	0.1357	0.1431	0.1507	0.1417	0.1514	0.143	0.1792	0.1619	0.10746384	0.11685882	-0.17252792
